(859, 'Data-centric anomalies in sensor network deployments: analysis and detection', '2012', '10.1109/MASS.2012.6708514')
(874, 'Attack-Tolerant Time-Synchronization in Wireless Sensor Networks', '2008', '10.1109/INFOCOM.2008.17')
(903, 'Anomaly detection through packet header data', '2009', '10.1109/ICICS.2009.5397552')
(914, 'A Novel Approach to Accentuating Anomalous Events in Complex Network Systems', '2005', '10.1109/HICSS.2005.35')
(916, 'MAPMon: A Host-Based Malware Detection Tool', '2007', '10.1109/PRDC.2007.23')
(919, 'Intrusion detection and honeypots in nested virtualization environments', '2013', '10.1109/DSN.2013.6575329')
(951, 'Research on the key technology of reconstructing attack scenario based on state machine', '2010', '10.1109/ICCSIT.2010.5563843')
(981, 'IEEE 802.11 anomaly-based behavior analysis', '2013', '10.1109/ICCNC.2013.6504111')
(1045, 'A neural network based distributed intrusion detection system on cloud platform', '2012', '10.1109/CCIS.2012.6664371')
(1059, 'Biometric Authentication for Intrusion Detection Systems', '2010', '10.1109/ICIIC.2010.15')
(1086, 'The LoSS Technique for Detecting New Denial of Service Attacks', '2004', '10.1109/SECON.2004.1287935')
(1088, 'Confidentiality of event data in policy-based monitoring', '2012', '10.1109/DSN.2012.6263954')
(1092, 'How to hook worms [computer network security]', '2005', '10.1109/MSPEC.2005.1426967')
(1113, 'Flow Inspection Router Assignment (FIRA) in Access/Aggregation Network Clouds', '2012', '10.1109/ICDCSW.2012.86')
(1127, 'The art of war driving and security threats - a Malaysian case study', '2005', '10.1109/ICON.2005.1635452')
(1142, 'Goliath: A Configurable Approach for Network Testing', '2007', '10.1109/TRIDENTCOM.2007.4444667')
(1157, 'Associative learning based intrusion detection using sensor prioritization and fusion', '2011', '10.1109/ICNSURV.2011.5935373')
(1161, 'Modeling Modern Network Attacks and Countermeasures Using Attack Graphs', '2009', '10.1109/ACSAC.2009.21')
(1177, 'Data driven approach for Fault Detection and Identification using Competitive Learning techniques', '2007', '')
(1210, 'SCRIPT: A framework for Scalable Real-time IP Flow Record Analysis', '2010', '10.1109/NOMS.2010.5488476')
(1250, 'Hierarchical visualization of network intrusion detection data', '2006', '10.1109/MCG.2006.34')
(1259, 'Spector: Automatically Analyzing Shell Code', '2007', '10.1109/ACSAC.2007.11')
(1271, 'A system to inset a pop up in TV screen for home security', '2010', '10.1109/INTERACT.2010.5706152')
(1273, 'An Efficient Network Log Anomaly Detection System Using Random Projection Dimensionality Reduction', '2014', '10.1109/NTMS.2014.6814006')
(1292, 'Preventing wireless network configuration errors in patient monitoring using device fingerprints', '2013', '10.1109/WoWMoM.2013.6583471')
(1319, 'Helping TicketMaster: Changing the Economics of Ticket Robots with Geographic Proof-of-Work', '2010', '10.1109/INFCOMW.2010.5466663')
(1334, 'An attempt at defining cyberdefense situation awareness in the context of command & control', '2015', '10.1109/ICMCIS.2015.7158674')
(1336, 'A data mining framework for building intrusion detection models', '1999', '10.1109/SECPRI.1999.766909')
(1338, 'Cyber Security and Operational Reliability', '2015', '10.1109/HICSS.2015.320')
(1377, 'The Insecurity of Wireless Networks', '2012', '10.1109/MSP.2012.60')
(1383, 'Netflow based P2P detection in UDP traffic', '2014', '10.1109/ICICIP.2014.7010349')
(1393, 'Design of Intelligent Checkers to Enhance the Security and Safety of Cyber Physical Systems', '2014', '10.1109/COMPSACW.2014.128')
(1418, 'A Multi-Sensor Energy Theft Detection Framework for Advanced Metering Infrastructures', '2013', '10.1109/JSAC.2013.130714')
(1445, 'Network Connectivity Graph for Malicious Traffic Dissection', '2015', '10.1109/ICCCN.2015.7288435')
(1472, 'From the Mediterranean Games Split 1979 to the Beijing 2008 Olympic Games', '2008', '10.1109/ITI.2008.4588390')
(1487, 'Scalable and Performance-Efficient Client Honeypot on High Interaction System', '2012', '10.1109/SAINT.2012.15')
(1494, 'Towards a Framework to Detect Multi-stage Advanced Persistent Threats Attacks', '2014', '10.1109/SOSE.2014.53')
(1503, 'A Dynamic Honeypot Design for Intrusion Detection', '2004', '10.1109/PERSER.2004.3')
(1571, 'Guaranteed Quality of Service in Cloud Ready Application', '2013', '10.1109/ISCBI.2013.13')
(1572, 'The detection of DDOS flooding attack using hybrid analysis in IPv6 networks', '2015', '10.1109/ICoICT.2015.7231429')
(1573, 'Taichi: An Open Intrusion Automatic Response System Based on Plugin', '2006', '10.1109/ICMLC.2006.258818')
(1580, 'Detection of Bot Infected PCs Using Destination-Based IP and Domain Whitelists During a Non-Operating Term', '2008', '10.1109/GLOCOM.2008.ECP.399')
(1586, 'Managing the risks of Smarter Planet solutions', '2010', '10.1147/JRD.2010.2050540')
(1587, 'Metro railway security algorithms with real world experience adapted to the RATP dataset', '2005', '10.1109/AVSS.2005.1577263')
(1610, 'File Type Identification of Data Fragments by Their Binary Structure', '2006', '10.1109/IAW.2006.1652088')
(1706, 'Detecting authentication misuse attacks against SIP entities', '2013', '10.1109/ISCISC.2013.6767324')
(1758, 'Network traffic behavior analysis by decomposition into control and data planes', '2008', '10.1109/IPDPS.2008.4536559')
(1778, 'LD<sup>2</sup>: A system for lightweight detection of denial-of-service attacks', '2008', '10.1109/MILCOM.2008.4753369')
(1816, 'SecureDirect: proactive security through content based traffic control', '2003', '10.1109/AINA.2003.1192971')
(1825, 'Fast Activity Detection: Indexing for Temporal Stochastic Automaton-Based Activity Models', '2013', '10.1109/TKDE.2011.246')
(1892, 'Two-tier data-driven intrusion detection for automatic generation control in smart grid', '2014', '10.1109/CNS.2014.6997497')
(1902, 'An Autonomic Framework for Integrating Security and Quality of Service Support in Databases', '2012', '10.1109/SERE.2012.15')
(1911, 'Real-time visualization of network attacks on high-speed links', '2004', '10.1109/MNET.2004.1337733')
(1963, 'Comparison of Network Intrusion Detection Systems in cloud computing environment', '2012', '10.1109/ICCCI.2012.6158820')
(2022, 'Trade-offs in protecting storage: a meta-data comparison of cryptographic, backup/versioning, immutable/tamper-proof, and redundant storage solutions', '2005', '10.1109/MSST.2005.39')
(2045, 'A Combined Fusion and Data Mining Framework for the Detection of Botnets', '2009', '10.1109/CATCH.2009.9')
(2070, 'Real-time network anomaly detection system using machine learning', '2015', '10.1109/DRCN.2015.7149025')
(2108, 'Key-Recovery Attacks on KIDS, a Keyed Anomaly Detection System', '2015', '10.1109/TDSC.2013.39')
(2120, 'Improving the detection of on-line vertical port scan in IP traffic', '2012', '10.1109/CRISIS.2012.6378945')
(2180, 'A method to construct network traffic models for process control systems', '2012', '10.1109/ETFA.2012.6489550')
(2205, 'Fast and Effective Worm Fingerprinting via Machine Learning', '2006', '10.1109/ICAC.2006.1662421')
(2218, 'Integrated security analysis framework for an enterprise network - a formal approach', '2010', '10.1049/iet-ifs.2009.0174')
(2239, 'Architecture of the reconnaissance intrusion detection system (RIDS)', '2004', '10.1109/IAW.2004.1437816')
(2296, 'Research on DDoS Filtering Algorithm Based on Bloom Filter WhiteList', '2008', '10.1109/MMIT.2008.105')
(2300, 'Fuzzy inference system based on entropy of traffic for bot detection on an endpoint host', '2014', '10.1109/ICDSE.2014.6974621')
(2338, 'Watchdog: Reduce time delay for spreading selfish information in manet', '2013', '10.1109/ICICES.2013.6508398')
(2370, 'A comprehensive design for decision engine in network intrusion detection and prevention system', '2012', '10.1109/ISTEL.2012.6483125')
(2410, 'Defending against DoS attacks on 3G cellular networks via randomization method', '2010', '10.1109/ICEIT.2010.5607650')
(2508, 'Attack Prediction Models for Cloud Intrusion Detection Systems', '2014', '10.1109/AIMS.2014.64')
(2521, 'On Sliding Window Based Change Point Detection for Hybrid SIP DoS Attack', '2010', '10.1109/APSCC.2010.84')
(2529, 'Fast and Memory-Efficient Traffic Classification with Deep Packet Inspection in CMP Architecture', '2010', '10.1109/NAS.2010.43')
(2541, 'Worm epidemics in high-speed networks', '2004', '10.1109/MC.2004.36')
(2578, 'Passive network measurements troubleshooting and testing', '2011', '10.1109/ICCRD.2011.5764116')
(2594, 'A Game-Based Intrusion Tolerant Mechanism for Grid Service', '2006', '10.1109/GCC.2006.4')
(2604, 'Quantifying Information Leaks in Outbound Web Traffic', '2009', '10.1109/SP.2009.9')
(2611, 'Supporting interoperability to heterogeneous IDS in secure networking framework', '2003', '10.1109/APCC.2003.1274479')
(2657, 'Network-based mimicry anomaly detection using divergence measures', '2015', '10.1109/ISNCC.2015.7238570')
(2669, 'An Anomaly Intrusion Detection System Employing Associative String Processor', '2010', '10.1109/ICN.2010.42')
(2679, 'Stateful Detection in High Throughput Distributed Systems', '2007', '10.1109/SRDS.2007.15')
(2695, 'Combining Passive Autoconfiguration and Anomaly-Based Intrusion Detection in Ad Hoc Networks', '2008', '10.1109/ASWN.2008.14')
(2702, 'Use of honeynets in computer security education', '2005', '10.1109/ICIS.2005.122')
(2716, 'Minimal dataset for Network Intrusion Detection Systems via dimensionality reduction', '2011', '10.1109/ICDIM.2011.6093368')
(2743, 'Analysis of log files as a security aid', '2011', '')
(2748, 'Real-Time Representation of Network Traffic Behavior for Enhanced Security', '2005', '10.1109/ICITA.2005.230')
(2749, 'Detecting critical nodes for MANET intrusion detection systems', '2006', '10.1109/SECPERU.2006.8')
(2752, 'Covert channel communication through physical interdependencies in cyber-physical infrastructures', '2014', '10.1109/SmartGridComm.2014.7007771')
(2790, 'Hardware support for a hash-based IP traceback', '2001', '10.1109/DISCEX.2001.932167')
(2804, 'High precision time synchronization scheme for Distributed Intrusion Detection System', '2010', '10.1109/ICCASM.2010.5619315')
(2808, 'Model-based fault Diagnosis for IEEE 802.11 wireless LANs', '2009', '10.4108/ICST.MOBIQUITOUS2009.6833')
(2818, 'Hybrid security architecture for data center networks', '2012', '10.1109/ICC.2012.6364521')
(2845, 'RACOON: rapidly generating user command data for anomaly detection from customizable template', '2004', '10.1109/CSAC.2004.28')
(2877, 'Scalable, high-throughput and modular hardware-based string matching algorithm', '2014', '10.1109/ISCISC.2014.6994046')
(2914, 'Worm Infection Locality Supports for Efficient Traceback Forensics', '2009', '10.1109/CSA.2009.5404209')
(2918, 'Science DMZ: Support for e-Science in Brazil', '2014', '10.1109/eScience.2014.53')
(2948, 'Cyber-Physical System Security With Deceptive Virtual Hosts for Industrial Control Networks', '2014', '10.1109/TII.2014.2304633')
(2964, 'A Finite Context Intrusion Prediction Model for Cloud Systems with a Probabilistic Suffix Tree', '2014', '10.1109/EMS.2014.90')
(2986, 'Hypervisor-based cloud intrusion detection system', '2014', '10.1109/ICCNC.2014.6785472')
(2991, 'Dynamic approaches to thwart adversary intelligence gathering', '2001', '10.1109/DISCEX.2001.932214')
(3002, 'Detection of Unknown Computer Worms Activity Based on Computer Behavior using Data Mining', '2007', '10.1109/CIDM.2007.368873')
(3020, 'Implementation of Load Balancing Method for Cloud Service with Open Flow', '2014', '10.1109/CloudCom.2014.167')
(3026, 'Fuzzy frequent episodes for real-time intrusion detection', '2001', '10.1109/FUZZ.2001.1007325')
(3040, 'P<inline-formula> <img src=/images/tex/732.gif alt=^{2}> <alternatives> <inline-graphic xlink:type=simple xlink:href=holm-ieq1-2382574.gif/></alternatives></inline-formula>CySeMoL: Predictive, Probabilistic Cyber Security Modeling Language', '2015', '10.1109/TDSC.2014.2382574')
(3045, 'RAPiD: An indirect rogue access points detection system', '2010', '10.1109/PCCC.2010.5682342')
(3082, 'Online Adaptive Anomaly Detection for Augmented Network Flows', '2014', '10.1109/MASCOTS.2014.60')
(3094, 'Architectures for intrusion tolerant database systems', '2002', '10.1109/CSAC.2002.1176303')
(3096, 'A real-time surveillance system of electric multiple units(EMUs) in Taipei MRT', '2010', '10.1109/ICNC.2010.5583503')
(3189, 'Petrifying Worm Cultures: Scalable Detection and Immunization in Untrusted Environments', '2007', '10.1109/ICC.2007.239')
(3230, 'How dynamic is the ISPs address space? Towards internet-wide DHCP churn estimation', '2015', '10.1109/IFIPNetworking.2015.7145335')
(3270, 'Nebula - generating syntactical network intrusion signatures', '2009', '10.1109/MALWARE.2009.5403022')
(3278, 'Amber: A zero-interaction honeypot and network enforcer with modular intelligence', '2013', '10.1109/ISSA.2013.6641053')
(3284, 'PAIDS: A Proximity-Assisted Intrusion Detection System for Unidentified Worms', '2009', '10.1109/COMPSAC.2009.59')
(3299, 'A Firewall for Routers: Protecting against Routing Misbehavior', '2007', '10.1109/DSN.2007.7')
(3302, 'A survey of security issues in wireless sensor networks', '2006', '10.1109/COMST.2006.315852')
(3306, 'Design and implementation of an extrusion-based break-in detector for personal computers', '2005', '10.1109/CSAC.2005.19')
(3323, 'Port-based traffic verification as a paradigm for anomaly detection', '2012', '10.1109/NCC.2012.6176909')
(3346, 'Generating representative traffic for intrusion detection system benchmarking', '2005', '10.1109/CNSR.2005.35')
(3351, 'A cyber-physical power system test bed for intrusion detection systems', '2014', '10.1109/PESGM.2014.6939262')
(3368, 'A Mechanism for Detecting and Responding to Misbehaving Nodes in Wireless Networks', '2007', '10.1109/SDRN.2007.4348973')
(3382, 'On the practicality of detecting anomalies with encrypted traffic in AMI', '2014', '10.1109/SmartGridComm.2014.7007761')
(3384, 'Parallel Passive Testing of System Protocols - Towards a Real-time Exhaustive Approach', '2006', '10.1109/ICNICONSMCL.2006.167')
(3427, 'Replay of malicious traffic in network testbeds', '2013', '10.1109/THS.2013.6699022')
(3474, 'A Framework for Hybrid Fuzzy Logic Intrusion Detection Systems', '2005', '10.1109/FUZZY.2005.1452414')
(3475, 'Intelligent Distribution of Intrusion Prevention Services on Programmable Routers', '2006', '10.1109/INFOCOM.2006.202')
(3482, 'Decoupling non-stationary and stationary components in long range network time series in the context of anomaly detection', '2012', '10.1109/LCN.2012.6423689')
(3501, 'Active learning to improve the detection of unknown computer worms activity', '2008', '')
(3545, 'Applying Computational Grids for Enhancing Intrusion Detection Systems', '2008', '10.1109/CSEW.2008.70')
(3598, 'TorWard: Discovery of malicious traffic over Tor', '2014', '10.1109/INFOCOM.2014.6848074')
(3607, 'Machine learning based internet traffic recognition with statistical approach', '2013', '10.1109/INDCON.2013.6726074')
(3609, 'An automatic portscan detection system with adaptive threshold setting', '2010', '10.1109/JCN.2010.6388436')
(3613, 'B-APT: Bayesian Anti-Phishing Toolbar', '2008', '10.1109/ICC.2008.335')
(3615, 'A Coordinated Detection and Response Scheme for Distributed Denial-of-Service Attacks', '2006', '10.1109/ICC.2006.255091')
(3668, 'Developing a Distributed Agent-based Computer Network Security Infrastructure', '2005', '10.1109/TENCON.2005.301001')
(3670, 'Security issues for Internet appliances', '2002', '10.1109/SAINTW.2002.994548')
(3672, 'Design and Implementation of WLAN-Based Automatic Vehicle Identification', '2009', '10.1109/CSE.2009.371')
(3677, 'Counterplanning deceptions to foil cyber-attack plans', '2003', '10.1109/SMCSIA.2003.1232425')
(3678, 'A Framework for Monitoring SIP Enterprise Networks', '2010', '10.1109/NSS.2010.79')
(3703, 'DDoS-Shield: DDoS-Resilient Scheduling to Counter Application Layer Attacks', '2009', '10.1109/TNET.2008.926503')
(3704, 'Mobile Device Profiling and Intrusion Detection Using Smart Batteries', '2008', '10.1109/HICSS.2008.319')
(3712, 'Routing anomaly detection in mobile ad hoc networks', '2003', '10.1109/ICCCN.2003.1284145')
(3780, 'Real-time business intelligence system architecture with stream mining', '2010', '10.1109/ICDIM.2010.5664637')
(3793, 'An intrusion detection system for wireless process control systems', '2008', '10.1109/MAHSS.2008.4660125')
(3799, 'Identification of malicious transactions in database systems', '2003', '10.1109/IDEAS.2003.1214946')
(3807, 'Multi-agent cooperative intrusion response in mobile adhoc networks', '2007', '10.1016/S1004-4132(08)60021-3')
(3809, 'Design and implementation of open framework for Policy-Based Network Access Control', '2009', '10.1109/CCST.2009.5335564')
(3867, 'Finite State Machine Parsing for Internet Protocols: Faster Than You Think', '2014', '10.1109/SPW.2014.34')
(3922, 'Next Generation Data Center design under Smart Grid', '2012', '10.1109/ICUFN.2012.6261673')
(3929, 'A retrofit network transaction data logger and intrusion detection system for transmission and distribution substations', '2010', '10.1109/PECON.2010.5697717')
(3931, 'Privacy/Analysis Tradeoffs in Sharing Anonymized Packet Traces: Single-Field Case', '2008', '10.1109/ARES.2008.189')
(3947, 'An Initial Exploration on Intelligent Contents to Social Network Research Via Fuzzy Based Data Mining', '2012', '10.1109/WCSE.2012.36')
(3950, 'Measurement Data Reduction through Variation Rate Metering', '2010', '10.1109/INFCOM.2010.5462043')
(3962, 'Fast payload-based flow estimation for traffic monitoring and network security', '2005', '')
(3965, 'Stealthy Attacks in Wireless Ad Hoc Networks: Detection and Countermeasure', '2011', '10.1109/TMC.2010.249')
(3995, 'A Real-Time Worm Outbreak Detection System Using Shared Counters', '2007', '10.1109/HOTI.2007.2')
(4025, 'Mitigating Packet Dropping Problem in Mobile Ad Hoc Networks: Proposals and Challenges', '2011', '10.1109/SURV.2011.072210.00026')
(4029, 'PTBBWD: A Fast Process Traffic Behavior Based Worm Detection Algorithm', '2008', '10.1109/FITME.2008.150')
(4034, 'A correlative context-based framework for network intrusion detection system', '2005', '10.1109/ISCC.2005.6')
(4046, 'Plenary session list and abstracts of all full papers', '2005', '10.1109/TENCON.2005.301288')
(4092, 'Summarization - compressing data into an informative representation', '2005', '10.1109/ICDM.2005.137')
(4093, 'Detection of Distributed Attacks in Hybrid & Public Cloud Networks', '2012', '10.1109/SKG.2012.28')
(4094, 'Time Based Intrusion Detection on Fast Attack for Network Intrusion Detection System', '2010', '10.1109/NETAPPS.2010.33')
(4095, 'Improving user comfort in haptic virtual environments through gravity compensation', '2005', '10.1109/WHC.2005.78')
(4104, 'Research of Real-Time anomaly detection based on network traffic sampling measurement', '2011', '10.1109/ICCSNT.2011.6182462')
(4128, 'A method to attain PIP in the TV screen for automated wireless home security', '2010', '10.1109/ICCCCT.2010.5670738')
(4170, 'AMIDS: A multi-sensor energy theft detection framework for advanced metering infrastructures', '2012', '10.1109/SmartGridComm.2012.6486009')
(4184, 'Assessment of Vulnerability of Content Adaptation Mechanisms to RoQ Attacks', '2009', '10.1109/ICN.2009.40')
(4249, 'Threat assessment and response for physical security of power substations', '2014', '10.1109/ISGTEurope.2014.7028837')
(4288, 'Secured architecture for remote virtual desktops', '2007', '10.1109/CTS.2007.4621741')
(4294, 'Network-based and Attack-resilient Length Signature Generation for Zero-day Polymorphic Worms', '2007', '10.1109/ICNP.2007.4375847')
(4299, 'The malware author testing challenge', '2014', '10.1109/WATeR.2014.7015755')
(4346, 'Design and implementation of network puzzles', '2005', '10.1109/INFCOM.2005.1498523')
(4352, 'Detecting TCP SYN Flood Attack Based on Anomaly Detection', '2010', '10.1109/NETAPPS.2010.50')
(4355, 'Evaluating intrusion detection systems: the 1998 DARPA off-line intrusion detection evaluation', '2000', '10.1109/DISCEX.2000.821506')
(4368, 'Hardware-Accelerated Regular Expression Matching with Overlap Handling on IBM PowerEN Processor', '2013', '10.1109/IPDPS.2013.54')
(4378, 'Exploiting independent state for network intrusion detection', '2005', '10.1109/CSAC.2005.24')
(4421, 'A n-dimensional convex hull approach for fault detection and mitigation for high degree of freedom robots humanoid robots', '2012', '')
(4425, 'Intrusion analysis with deep packet inspection: Increasing efficiency of packet based investigations', '2011', '10.1109/CSC.2011.6138545')
(4439, 'Network-Based Dictionary Attack Detection', '2009', '10.1109/ICFN.2009.36')
(4455, 'Framework for Zombie Detection Using Neural Networks', '2009', '10.1109/ICIMP.2009.10')
(4482, 'Design and implementation of artificial immune system for detecting flooding attacks', '2011', '10.1109/HPCSim.2011.5999850')
(4493, 'Faster Web through Client-Assisted CDN Server Selection', '2015', '10.1109/ICCCN.2015.7288411')
(4528, 'IBAN: intrusion blocker based on active networks', '2002', '10.1109/DANCE.2002.1003492')
(4556, 'A software implementation of a genetic algorithm based approach to network intrusion detection', '2005', '10.1109/SNPD-SAWN.2005.9')
(4580, 'Detecting blackhole attacks in Disruption-Tolerant Networks through packet exchange recording', '2010', '10.1109/WOWMOM.2010.5534944')
(4585, 'Multifocus image fusion based on nonsubsampled contourlet transform', '2012', '10.1109/IFOST.2012.6357605')
(4592, 'Needles in Haystacks: Practical Intrusion Detection from Theoretical Results', '2006', '10.1109/LCN.2006.322016')
(4616, 'An Intrusion Tolerance Approach to Enhance Single Sign on Server Protection', '2010', '10.1109/DEPEND.2010.23')
(4617, 'Power Consumption Profiling Using Energy Time-Frequency Distributions in Smart Grids', '2015', '10.1109/LCOMM.2014.2371035')
(4631, 'Adaptive neuro-fuzzy intrusion detection systems', '2004', '10.1109/ITCC.2004.1286428')
(4652, 'Intrusion detection techniques for virtual domains', '2012', '10.1109/HiPC.2012.6507491')
(4659, 'An Internet traffic analysis method with MapReduce', '2010', '10.1109/NOMSW.2010.5486551')
(4663, 'IDS Alert Correlation in the Wild With EDGe', '2014', '10.1109/JSAC.2014.2358834')
(4678, 'A real time flight deck safety monitoring system based on support vector machine', '2011', '10.1109/ICRMS.2011.5979348')
(4685, 'ZigBee(2.4G) wireless sensor network application on indoor intrusion detection', '2015', '10.1109/ICCE-TW.2015.7216984')
(4702, 'A cross-layer based intrusion detection approach for wireless ad hoc networks', '2005', '10.1109/MAHSS.2005.1542882')
(4708, 'SEC - a lightweight event correlation tool', '2002', '10.1109/IPOM.2002.1045765')
(4750, 'Distributed PCA-based anomaly detection in wireless sensor networks', '2010', '')
(4754, 'A distributed infrastructure to analyse SIP attacks in the Internet', '2014', '10.1109/IFIPNetworking.2014.6857088')
(4805, 'Mining for insider threats in business transactions and processes', '2009', '10.1109/CIDM.2009.4938645')
(4837, 'Efficient Computer Network Anomaly Detection by Changepoint Detection Methods', '2013', '10.1109/JSTSP.2012.2233713')
(4844, 'NIS08-1: A Multi-level Security Based Autonomic Parameter Selection Approach for an Effective and Early Detection of Internet Worms', '2006', '10.1109/GLOCOM.2006.302')
(4874, 'Stellar: a fusion system for scenario construction and security risk assessment', '2005', '10.1109/IWIA.2005.16')
(4909, 'Signature Tree Generation for Polymorphic Worms', '2011', '10.1109/TC.2010.130')
(4927, 'An energy-efficient anomaly detection approach for wireless sensor networks', '2010', '10.1109/ISTEL.2010.5734031')
(4978, 'Harnessing the Power of P2P Systems for Fast Attack Signature Validation', '2009', '10.1109/NSS.2009.64')
(4983, 'The design and evaluation of a defense system for Internet worms', '2004', '10.1109/RELDIS.2004.1353017')
(5006, 'Tracking application network performance in home gateways', '2013', '10.1109/IWCMC.2013.6583719')
(5020, 'A Streaming Intrusion Detection System for Grid Computing Environments', '2009', '10.1109/HPCC.2009.99')
(5031, 'A theoretical exploration of the impact of packet loss on network intrusion detection', '2014', '10.1109/SNPD.2014.6888699')
(5033, 'The design of VisFlowConnect-IP: a link analysis system for IP security situational awareness', '2005', '10.1109/IWIA.2005.17')
(5047, 'Integrated Security Incident Management -- Concepts and Real-World Experiences', '2011', '10.1109/IMF.2011.15')
(5112, 'Wavelet-based Real Time Detection of Network Traffic Anomalies', '2006', '10.1109/SECCOMW.2006.359584')
(5116, 'Delving into Internet DDoS Attacks by Botnets: Characterization and Analysis', '2015', '10.1109/DSN.2015.47')
(5128, 'A Fine-Grained Damage Management Scheme in a Self-Healing PostgreSQL System', '2008', '10.1109/HASE.2008.33')
(5135, 'A simple statistical analysis approach for Intrusion Detection System', '2013', '10.1109/SPC.2013.6735130')
(5136, 'Effective and robust detection of jamming attacks', '2010', '')
(5162, 'Intrusion Tolerant Approach for Denial of Service Attacks to Web Services', '2011', '10.1109/CCP.2011.44')
(5181, 'Lightweight Detection of DoS Attacks', '2007', '10.1109/ICON.2007.4444065')
(5182, 'DANAK: Finding the odd!', '2011', '10.1109/ICNSS.2011.6059996')
