http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&bulkSetSize=2000&refinements%3D4291944822%2C4291944246%26ranges%3D2009_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28.QT.Recall.QT.%29+AND+.QT.Intrusion+Detection+System.QT.%29,11/9/2015 17:09,"((""Recall"") AND ""Intrusion Detection System"")",IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,,
CompactDFA: Scalable Pattern Matching Using Longest Prefix Match Solutions,"Bremler-Barr, A.; Hay, D.; Koral, Y.","Dept. of Comput. Sci., Interdiscipl. Center, Herzliya, Israel","Networking, IEEE/ACM Transactions on",20140417,2014,22,2,415,428,"A central component in all contemporary intrusion detection systems (IDSs) is their pattern matching algorithms, which are often based on constructing and traversing a deterministic finite automaton (DFA) that represents the patterns. While this approach ensures deterministic time guarantees, modern IDSs need to deal with hundreds of patterns, thus requiring to store very large DFAs, which usually do not fit in fast memory. This results in a major bottleneck on the throughput of the IDS, as well as its power consumption and cost. We propose a novel method to compress DFAs by observing that the name used by common DFA encoding is meaningless. While regular DFAs store separately each transition between two states, we use this degree of freedom and encode states in such a way that all transitions to a specific state are represented by a single prefix that defines a set of current states. Our technique applies to a large class of automata, which can be categorized by simple properties. Then, the problem of pattern matching is reduced to the well-studied problem of Longest Prefix Match (LPM), which can be solved either in ternary content-addressable memory (TCAM), in commercially available IP-lookup chips, or in software. Specifically, we show that with a TCAM our scheme can reach a throughput of 10 Gb/s with low power consumption.",1063-6692,,,10.1109/TNET.2013.2253119,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6494357,Aho–Corasick (AC);IP lookup;deep packet inspection;network intrusion detection system (NIDS);pattern matching;ternary content-addressable memory (TCAM),,IP networks;encoding;energy consumption;pattern matching;security of data,DFA encoding;IDS;IP-lookup chips;LPM;TCAM;contemporary intrusion detection systems;degree of freedom;deterministic finite automaton;longest prefix match solutions;power consumption;scalable pattern matching algorithms;ternary content-addressable memory,,1,,34,,4/4/2013,Apr-14,,IEEE,IEEE Journals & Magazines,,,
A Slow Intelligent Approach for the Improvement of Intrusion Detection and Prevention System,"Colace, F.; De Santo, M.; Ferrandino, S.","DIEII, Univ. degli Studi di Salerno, Fisciano, Italy","Innovative Mobile and Internet Services in Ubiquitous Computing (IMIS), 2012 Sixth International Conference on",20120910,2012,,,130,137,"Computer network security is a fashionable and fast-moving field. In the last decade many methodologies and tools have been developed for improving the security of networks and their hosts, but the resources used to deal with the problem often do not yield results commensurate with costs. In the last period the adoption of Network Intrusion Prevention Systems promises to represent an effective line of defense against a variety of attacks that could compromise the security and proper functioning of an enterprise information system. This paper introduces a Network Intrusion Prevention System based on Ontological and Slow Intelligence approach. By the use of Ontology the proposed Network Intrusion Prevention System will analyze the input semantically while will improve over the time sharing knowledge among other similar systems or experts according to the Slow Intelligence approach. A first prototype of the environment has been developed and first experimental results have been showed.",,978-1-4673-1328-5,,10.1109/IMIS.2012.128,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6296844,Intrusion Detection System;Network Security;Ontology;Slow Intelligence Approach,Correlation;Knowledge based systems;Ontologies;Security;Semantics;Servers,computer network security;information systems;ontologies (artificial intelligence),computer network security;enterprise information system;intrusion detection system improvement;network intrusion prevention system improvement;ontological approach;slow intelligent approach;time sharing knowledge improvement,,1,,,,,4-6 July 2012,,IEEE,IEEE Conference Publications,,,
A Game Theoretical Framework on Intrusion Detection in Heterogeneous Networks,"Lin Chen; Leneutre, J.","Dept. of Comput. Sci. & Networks, Telecom ParisTech, Paris","Information Forensics and Security, IEEE Transactions on",20090519,2009,4,2,165,178,"Due to the dynamic, distributed, and heterogeneous nature of today's networks, intrusion detection systems (IDSs) have become a necessary addition to the security infrastructure and are widely deployed as a complementary line of defense to classical security approaches. In this paper, we address the intrusion detection problem in heterogeneous networks consisting of nodes with different noncorrelated security assets. In our study, two crucial questions are: What are the expected behaviors of rational attackers? What is the optimal strategy of the defenders (IDSs)? We answer the questions by formulating the network intrusion detection as a noncooperative game and performing an in-depth analysis on the Nash equilibrium and the engineering implications behind. Based on our game theoretical analysis, we derive the expected behaviors of rational attackers, the minimum monitor resource requirement, and the optimal strategy of the defenders. We then provide guidelines for IDS design and deployment. We also show how our game theoretical framework can be applied to configure the intrusion detection strategies in realistic scenarios via a case study. Finally, we evaluate the proposed game theoretical framework via simulations. The simulation results show both the correctness of the analytical results and the effectiveness of the proposed guidelines.",1556-6013,,,10.1109/TIFS.2009.2019154,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4815406,Game theory;Nash equilibrium (NE);intrusion detection system (IDS),,game theory;security of data,Nash equilibrium;game theoretical analysis;heterogeneous networks;intrusion detection systems;noncooperative game;optimal strategy;security infrastructure,,17,,14,,4/17/2009,Jun-09,,IEEE,IEEE Journals & Magazines,,,
FSCoMS: Feature Selection of Medical Images Based on Compactness Measure from Scatterplots,"Humpire-Mamani, G.; Traina, A.J.M.; Traina, C.","ICMC, Univ. of Sao Paulo, Sao Paulo, Brazil","Healthcare Informatics, Imaging and Systems Biology (HISB), 2012 IEEE Second International Conference on",20121203,2012,,,86,95,This paper proposes the method called Feature Selection based on the Compactness Measure from Scatterplots (FSCoMS) to select the best features extracted from medical images aiming at improving the effectiveness of Content-Based Image Retrieval. This feature selection algorithm consists in a compactness analysis of scatterplots to find the most relevant features providing high separability abilities. A high relevance value of a scatterplot means better predictability among of classes based on two features. We take advantage of this information to generate a ranking for features usefulness. We compared our method to two well-known feature selection methods using three real medical datasets. All of them were compared regarding the dimensionality of the final feature vector and the retrieval effectiveness measured by the precision and recall graphs. The performed experiments show that our method not only obtained the highest retrieval performance but also achieved the smallest number of demanded features (dimensionality) than the other methods analyzed.,,978-1-4673-4803-4,,10.1109/HISB.2012.29,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6366194,CFS;Feature selection;Information Gain;Medical Images;Scatterplot;chi-squared,Biomedical imaging;Equations;Feature extraction;Image color analysis;Power capacitors;Redundancy;Vectors,content-based retrieval;feature extraction;graph theory;image retrieval;medical image processing;relevance feedback,FSCoMS;content-based medical image retrieval;feature extraction;feature ranking;feature selection-based on the compactness measure from scatterplots;feature vector dimensionality;medical datasets;precision graphs;recall graphs;relevance value;separability abilities,,0,,29,,,27-28 Sept. 2012,,IEEE,IEEE Conference Publications,,,
A different approach of intrusion detection and Response System for Relational Databases,"Parmar, J.; Jain, P.","Inf. Technol., Samrat Ashok Technol. Inst., Vidisha, India","Green Computing, Communication and Conservation of Energy (ICGCE), 2013 International Conference on",20140602,2013,,,894,899,"Database is an important part for any organization and this database needs to make secure from various attacks in the network. Although there are various techniques implemented in the network for the security of these databases. Hare we proposed detection of intrusion is detected that are possible in the databases and various authentication techniques are implemented to made this databases secure. Database security and authentication such as 3 factor authentication, intrusion response system, timestamp, triggers such factors provides more security to the database. The proposed methodology implemented here provides security, authentication, and database policies.",,,,10.1109/ICGCE.2013.6823561,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6823561,Alarms;Anomalies;FPNA;IDS;MANET;countermeasure;security policies,Authentication;Computer crime;Intrusion detection;Object oriented modeling;Relational databases,relational databases;security of data,3 factor authentication;authentication techniques;database policies;database security;factor authentication;intrusion detection system;intrusion response system;relational databases;timestamp,,1,,8,,,12-14 Dec. 2013,,IEEE,IEEE Conference Publications,,,
Analyzing Log Files for Postmortem Intrusion Detection,"Garcia, K.A.; Monroy, R.; Trejo, L.A.; Mex-Perera, C.; Aguirre, E.","Scotiabank, Mexico City, Mexico","Systems, Man, and Cybernetics, Part C: Applications and Reviews, IEEE Transactions on",20121221,2012,42,6,1690,1704,"Upon an intrusion, security staff must analyze the IT system that has been compromised, in order to determine how the attacker gained access to it, and what he did afterward. Usually, this analysis reveals that the attacker has run an exploit that takes advantage of a system vulnerability. Pinpointing, in a given log file, the execution of one such an exploit, if any, is very valuable for computer security. This is both because it speeds up the process of gathering evidence of the intrusion, and because it helps taking measures to prevent a further intrusion, e.g., by building and applying an appropriate attack signature for intrusion detection system maintenance. This problem, which we call postmortem intrusion detection, is fairly complex, given both the overwhelming length of a standard log file, and the difficulty of identifying exactly where the intrusion has occurred. In this paper, we propose a novel approach for postmortem intrusion detection, which factors out repetitive behavior, thus, speeding up the process of locating the execution of an exploit, if any. Central to our intrusion detection mechanism is a classifier, which separates abnormal behavior from normal one. This classifier is built upon a method that combines a hidden Markov model with <i>k</i> -means. Our experimental results establish that our method is able to spot the execution of an exploit, with a cumulative detection rate of over 90%. In addition, we propose an entropy-based approach that speeds up the construction of a profile for ordinary system behavior.",1094-6977,,,10.1109/TSMCC.2012.2217325,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6392466,Anomaly;hidden Markov model (HMM);host-based intrusion detection;postmortem intrusion detection;sequitur,Computational modeling;Computer crime;Hidden Markov models;Intrusion detection;Monitoring;Network security,authorisation;entropy;hidden Markov models;pattern classification,IT system;attack signature;computer security;cumulative detection rate;entropy-based approach;hidden Markov model;intrusion detection system maintenance;k-means classifier;log file analysis;postmortem intrusion detection;repetitive behavior;system vulnerability,,1,,52,,,Nov. 2012,,IEEE,IEEE Journals & Magazines,,,
Using fuzzy C-means algorithm for improving intrusion detection performance,"Khazaee, S.; Rad, M.S.","Dept. of Eng., Islamic Azad Univ., Chalous, Iran","Fuzzy Systems (IFSC), 2013 13th Iranian Conference on",20131202,2013,,,1,4,"Using the fuzzy logic for sampling may be a suitable method for data preprocessing and it improves the efficiency of intrusion detection system. This paper has shown how to use a method based on fuzzy clustering, the training samples will be clustered and separated the inappropriate data from the clusters. Accordingly, the remaining samples are supposed to be very suitable representative of different classes and can have a positive influence on the classification but inappropriate data will not be removed or deleted. In proposed method, the inappropriate data will be labeled with Abnormal Class then in training and test phase we will have one extra class that we called Abnormal. Evaluation of the proposed method is performed by KDDCup99 dataset. Our experimental results indicate that intrusion detection system with the proposed preprocessing has performed better than other systems without preprocessing in the case of classification, precision, recall, f-measure, detection and false alarm rate.",,978-1-4799-1227-8,,10.1109/IFSC.2013.6675669,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6675669,Fuzzy clustering;Intrusion detection;Sampling;preprocessing,,fuzzy set theory;pattern classification;security of data,KDDCup99 dataset;abnormal class;data classification;data preprocessing;f-measure;false alarm rate;fuzzy c-means algorithm;fuzzy clustering;fuzzy logic;intrusion detection performance;precision;recall,,0,,10,,,27-29 Aug. 2013,,IEEE,IEEE Conference Publications,,,
Detection of intrusion using evolutionary soft computing techniques,"Arya, A.; Yadav, A.; Kumar, S.","Dept. of Comput. Sci. &amp; Eng., Krishna Inst. of Eng. &amp; Technol., Ghaziabad, India","Parallel Distributed and Grid Computing (PDGC), 2012 2nd IEEE International Conference on",20130207,2012,,,691,696,"An intrusion detection system has the ability to detect known as well as unknown attacks. Conventionally, IDS uses association rules and simple partitioning scheme to handle quantitative data. Fuzzy partitioning scheme found to overcome the problem of vagueness of boundary and association rules are also replaced with fuzzy class association rules. Evolutionary algorithms do global search in order to discover new interesting classification rules. GNP is found better than other evolutionary algorithms due to its structure. This paper describes how evolutionary computing technologies are better to build a classifier with minimum number of class association rules and maximizing accuracy of classified patterns in intrusion detection problem.",,978-1-4673-2922-4,,10.1109/PDGC.2012.6449904,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6449904,Data Mining;Evolutionary Computation;Fuzzy Classification rules;IDS,Association rules;Integrated circuits,data handling;data mining;evolutionary computation;fuzzy logic;fuzzy set theory;pattern classification;search problems;security of data,boundary vagueness problem;classification rules;classified pattern accuracy maximization;evolutionary computing technologies;evolutionary soft computing techniques;fuzzy class association rules;fuzzy partitioning scheme;global search;intrusion detection system;minimum class association rule number;quantitative data handling;simple partitioning scheme,,1,,35,,,6-8 Dec. 2012,,IEEE,IEEE Conference Publications,,,
Intrusion detection using neuarl networks trained by differential evaluation algorithm,"Salek, Z.; Madani, F.M.; Azmi, R.","Inf. Technol. Dept., Alzahra Univ., Tehran, Iran","Information Security and Cryptology (ISCISC), 2013 10th International ISC Conference on",20140317,2013,,,1,6,"Nowadays Information security is an important issue in Information Technology world. The computer viruses, worms, hackers, crackers, electronic eavesdropping and electronic fraud, intrusions are some of the problems that Computer Security experts are facing. The Intrusion Detection System is a common and widely used approach in a well formed network security policy. Information systems must be monitored and audited for potential attacks; but the challenge in this process is analyzing heavy loads of event logs and network traffic. Also to be able to recognize new kinds of threads that tack place in network every day in a timely and efficient manner. In this paper we considered Differential Evolution algorithm for training neural network for the intrusion detection system. We used KDD dataset for our experiments that is derived from the standard KDD CUP"" Intrusion Dataset. We also provided the comparative results of the differential evolution with the state of the art classification algorithm like RBF, Probabilistic Neural network (PNN) and Multilayer Perceptron (MLP) neural network. We reduced the dimension/features of the KDD datasets using PCA. The results of our study showed higher accuracy in intrusion detection.",,,,10.1109/ISCISC.2013.6767341,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6767341,Differential Evolution (DE);Information security;Intrusion detection;MLP;PCA;PNN;RBF,Classification algorithms;Intrusion detection;Neural networks;Optimization;Principal component analysis;Vectors,computer viruses;evolutionary computation;learning (artificial intelligence);multilayer perceptrons;pattern classification;principal component analysis,Information security;KDD dataset;KDD datasets;MLP;PCA;PNN;RBF;classification algorithm;computer security experts;computer viruses;crackers;differential evaluation algorithm;electronic eavesdropping;electronic fraud;event logs;hackers;information technology world;intrusion dataset;intrusion detection;intrusion detection system;multilayer perceptron neural network;network security policy;probabilistic neural network;worms,,0,,23,,,29-30 Aug. 2013,,IEEE,IEEE Conference Publications,,,
CIDS: A Framework for Intrusion Detection in Cloud Systems,"Kholidy, H.A.; Baiardi, F.","Dipt. di Inf., Univ. di Pisa, Pisa, Italy","Information Technology: New Generations (ITNG), 2012 Ninth International Conference on",20120531,2012,,,379,385,"By impersonating legitimate users, intruders can use the abundant resources of cloud computing environments. This paper develops a framework for ""CIDS"" a cloud based intrusion detection system, to solve the deficiencies of current IDSs. CIDS also provides a component to summarize the alerts and inform the cloud administrator. CIDS architecture is scalable and elastic with no central coordinator. This paper describes the components, architecture, detection models, and advantages of CIDS.",,978-1-4673-0798-7,,10.1109/ITNG.2012.94,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6209182,attacks;cloud computing;intrusion detection;masquerade;security,Cloud computing;Databases;Detectors;Intrusion detection;Peer to peer computing,cloud computing;security of data;software architecture,CIDS architecture;alert summarization;cloud administrator;cloud based intrusion detection system;cloud computing environment;cloud system;detection model;elastic architecture;legitimate user impersonation;scalable architecture,,12,,27,,,16-18 April 2012,,IEEE,IEEE Conference Publications,,,
Detecting spamming activities by network monitoring with Bloom filters,Po-Ching Lin; Ping-Hai Lin; Pin-Ren Chiou; Chien-Tsung Liu,"Dept. of Comput. Sci. & Inf. Eng., Nat. Chung Cheng Univ., Chaiyi, Taiwan","Advanced Communication Technology (ICACT), 2013 15th International Conference on",20130328,2013,,,163,168,"Spam delivery is common in the Internet. Most modern spam-filtering solutions are deployed on the receiver side. They are good at filtering spam for end users, but spam messages still keep wasting Internet bandwidth and the storage space of mail servers. This work is therefore intended to detect and nip spamming bots in the bud. We use the Bro intrusion detection system to monitor the SMTP sessions in a university campus, and track the number and the uniqueness of the recipients' email addresses in the outgoing mail messages from each individual internal host as the features for detecting spamming bots. Due to the huge number of email addresses observed in the SMTP sessions, we store and manage them efficiently in the Bloom filters. According to the SMTP logs over a period of six months from November 2011 to April 2012, we found totally 65 dedicated spamming bots in the campus and observed 1.5 million outgoing spam messages from them.We also found account cracking events on 14 legitimate mail servers, on which some user accounts are cracked and abused for spamming. The method can effectively detect and curb the spamming bots with the precision and the recall up to 0.97 and 0.96.",1738-9445,978-1-4673-3148-7,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6488163,Bloom filters;botnet;detection;network monitoring;spamming activities,Electronic publishing;Encyclopedias;Industries;Internet;Monitoring;Postal services,Internet;computer network security;data structures;e-mail filters;educational institutions;unsolicited e-mail,Bloom filters;Bro intrusion detection system;Internet bandwidth;SMTP logs;SMTP session monitoring;account cracking events;bot spamming activity detection;internal host;legitimate mail servers;mail server storage space;network monitoring;outgoing mail messages;precision value;recall value;recipient e-mail addresses;spam delivery;spam message filtering;spamming bot detection;university campus,,1,,16,,,27-30 Jan. 2013,,IEEE,IEEE Conference Publications,,,
Evaluation and Comparison of Classification Techniques for Network Intrusion Detection,"Giray, S.M.; Polat, A.G.","Comput. Eng. Dept., Middle East Tech. Univ. (METU), Ankara, Turkey","Data Mining Workshops (ICDMW), 2013 IEEE 13th International Conference on",20140306,2013,,,335,342,"Data mining provides a useful environment and set of tools for processing large datasets such as Intrusion Detection Systems (IDS) logs. Researchers improve existing IDS models by comparing the performance of various algorithms on these datasets. It is very important to keep in mind that an IDS often has to work in a noisy network environment. Network noise is one of the most challenging issues for efficient threat detection and classification. In this study, normal and noisy datasets for network IDS domain are used and various classification algorithms are evaluated. The results show that an evaluation of algorithms without noise is misleading for IDSs since algorithms that perform best without noise do not necessarily achieve the same in a realistic noisy environment. Moreover refined NSL KDD dataset allows a more realistic evaluation of various algorithms than the original KDD 99 dataset.",,978-1-4799-3143-9,,10.1109/ICDMW.2013.83,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6753939,Intrusion detection;anomaly identification;classifier;false alarm;ignored attack;prediction,Algorithm design and analysis;Classification algorithms;Intrusion detection;Noise;Noise measurement;Prediction algorithms;Training,data mining;pattern classification;security of data,KDD 99 dataset;NSL KDD dataset;classification technique comparison;classification technique evaluation;data mining;network IDS domain;network intrusion detection system logs;noisy network environment;threat classification;threat detection,,2,,56,,,7-10 Dec. 2013,,IEEE,IEEE Conference Publications,,,
Handling ambiguous packets in intrusion detection,"Hadi, T.H.; Joshi, M.R.","Sch. of Comput. Sci., North Maharashtra Univ., Jargon, India","Signal Processing, Communication and Networking (ICSCN), 2015 3rd International Conference on",20150827,2015,,,1,7,"Intrusion detection system (IDS) is of paramount importance in the present network and system security. Intrusion detection can successfully prevent many attempts to crash network and hamper web services by intruders and hackers. The classification data mining approaches are proposed and used effectively for intrusion detection. However, presences of ambiguous data packets which exhibit traits of two or more classes reduce the overall accuracy of classification. In this paper, we demonstrate the use of supervised partition membership preprocessing method to identify ambiguous packets. We propose an integrated model that results in improved classification accuracy by explicitly clustering ambiguous packets to overcome its misclassification. The novelty of our approach lies in use of non-crisp clustering techniques like fuzzy c-means (FCM) and rough k-means (RKM) that can model ambiguity. Further, we also examined whether FCM clustering and RKM clustering can help to determine class of ambiguous packets exactly or approximately. The support vector machine (SVM) and J48 classifiers results obtained on two standard data sets are presented and compared.",,978-1-4673-6822-3,,10.1109/ICSCN.2015.7219899,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7219899,FCM;J48;RKM ambiguous packets;SVM;partition memebership,Accuracy;Analytical models;Kernel;Random access memory;Support vector machines,data mining;fuzzy set theory;pattern classification;rough set theory;support vector machines,FCM;IDS;J48 classifiers;RKM;SVM;Web services;ambiguous data packets;ambiguous packet clustering;ambiguous packet handling;ambiguous packet identification;classification accuracy;classification data mining;fuzzy c-means;intrusion detection system;network security;noncrisp clustering techniques;rough k-means;supervised partition membership preprocessing method;support vector machine;system security,,0,,14,,,26-28 March 2015,,IEEE,IEEE Conference Publications,,,
An Evaluation of Machine Learning Methods to Detect Malicious SCADA Communications,"Beaver, J.M.; Borges-Hink, R.C.; Buckner, M.A.","Oak Ridge Nat. Lab., Oak Ridge, TN, USA","Machine Learning and Applications (ICMLA), 2013 12th International Conference on",20140410,2013,2,,54,59,"Critical infrastructure Supervisory Control and Data Acquisition (SCADA) systems have been designed to operate on closed, proprietary networks where a malicious insider posed the greatest threat potential. The centralization of control and the movement towards open systems and standards has improved the efficiency of industrial control, but has also exposed legacy SCADA systems to security threats that they were not designed to mitigate. This work explores the viability of machine learning methods in detecting the new threat scenarios of command and data injection. Similar to network intrusion detection systems in the cyber security domain, the command and control communications in a critical infrastructure setting are monitored, and vetted against examples of benign and malicious command traffic, in order to identify potential attack events. Multiple learning methods are evaluated using a dataset of Remote Terminal Unit communications, which included both normal operations and instances of command and data injection attack scenarios.",,,,10.1109/ICMLA.2013.105,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6786081,SCADA;critical infrastructure protection;intrusion detection;machine learning;network,Intrusion detection;Learning systems;Machine learning algorithms;Pipelines;SCADA systems;Telemetry,SCADA systems;computer network security;critical infrastructures;industrial control;learning (artificial intelligence);open systems,command and control communication;critical infrastructure monitoring;critical infrastructure systems;cyber security domain;data injection attack;industrial control;machine learning method;malicious SCADA communication detection;network intrusion detection system;open standards;open systems;potential attack event identification;remote terminal unit communication;security threat potential;supervisory control and data acquisition,,1,,23,,,4-7 Dec. 2013,,IEEE,IEEE Conference Publications,,,
Innovative Genetic Approach for Intrusion Detection by Using Decision Tree,"Sharma, V.; Nema, A.","Dept. Of Comput. Sci. & Eng., Oriental Inst. of Sci. & Technol., Bhopal, India","Communication Systems and Network Technologies (CSNT), 2013 International Conference on",20130610,2013,,,418,422,"Intrusions in an information system are the activities that violate the security policy of the system, and intrusion detection is the process used to identify intrusions. Intrusion detection has been studied for approximately 20 years. Intrusion detection provides a way to identify intrusion and allow responses to attacks against the systems. We present a machine learning approach known as Genetic Algorithm, to identify such attack type of connections. Intrusion detection system used information in the form of audit trails or packet of the network. In this paper we try to solve the fidelity problem. The intrusion detection systems have more result or information in misinterpretations or missed events is known as fidelity.",,978-1-4673-5603-9,,10.1109/CSNT.2013.93,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6524430,Genetic algorithm;PCA;layered approach,Algorithm design and analysis;Decision trees;Detectors;Genetic algorithms;Intrusion detection;Principal component analysis;Probes,decision trees;genetic algorithms;learning (artificial intelligence);security of data,audit packets;audit trails;decision tree;fidelity problem;genetic algorithm;information system;innovative genetic approach;intrusion detection system;intrusion identification;machine learning approach;security policy,,2,,11,,,6-8 April 2013,,IEEE,IEEE Conference Publications,,,
Online Intrusion Alert Aggregation with Generative Data Stream Modeling,"Hofmann, A.; Sick, B.","Dept. of Inf. & Math., Univ. of Passau, Passau, Germany","Dependable and Secure Computing, IEEE Transactions on",20110117,2011,8,2,282,294,"Alert aggregation is an important subtask of intrusion detection. The goal is to identify and to cluster different alerts-produced by low-level intrusion detection systems, firewalls, etc.-belonging to a specific attack instance which has been initiated by an attacker at a certain point in time. Thus, meta-alerts can be generated for the clusters that contain all the relevant information whereas the amount of data (i.e., alerts) can be reduced substantially. Meta-alerts may then be the basis for reporting to security experts or for communication within a distributed intrusion detection system. We propose a novel technique for online alert aggregation which is based on a dynamic, probabilistic model of the current attack situation. Basically, it can be regarded as a data stream version of a maximum likelihood approach for the estimation of the model parameters. With three benchmark data sets, we demonstrate that it is possible to achieve reduction rates of up to 99.96 percent while the number of missing meta-alerts is extremely low. In addition, meta-alerts are generated with a delay of typically only a few seconds after observing the first alert belonging to a new attack instance.",1545-5971,,,10.1109/TDSC.2009.36,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5210116,Intrusion detection;alert aggregation;data stream algorithm.;generative modeling,,maximum likelihood estimation;security of data,distributed intrusion detection system;firewalls;generative data stream modeling;maximum likelihood approach;meta-alerts;online intrusion alert aggregation;probabilistic model,,12,,44,,8/21/2009,March-April 2011,,IEEE,IEEE Journals & Magazines,,,
A case study: Intelligent false alarm reduction using fuzzy if-then rules in network intrusion detection,Yuxin Meng; Lam-for Kwok,"Dept. of Comput. Sci., City Univ. of Hong Kong, Hong Kong, China","Fuzzy Systems and Knowledge Discovery (FSKD), 2012 9th International Conference on",20120709,2012,,,505,509,"Nowadays, network intrusion detection systems (NIDSs) have become an essential part for the network security infrastructure. However, the large number of false alarms is a big problem for these detection systems which greatly reduces their effectiveness and efficiency. To mitigate this problem, we have developed an intelligent false alarm filter to help filter out false alarms by adaptively and periodically selecting the most appropriate machine learning algorithms (e.g., support vector machine, decision tree, k-nearest neighbor) that conduct the best single-algorithm performance. Therefore, our intelligent false alarm filter can keep reducing the number of false alarms at a high and stable level. In this paper, we aim to conduct a case study in exploring the performance of our developed false alarm filter by implementing a fuzzy classifier based on if-then rules. By comparing with other algorithms that have been implemented in our false alarm filter, the experimental results show that the if-then rules based fuzzy algorithm performs a bit better than the baseline algorithm and can be improved by selecting an appropriate fuzzy partition.",,978-1-4673-0025-4,,10.1109/FSKD.2012.6233768,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6233768,False alarm reduction;Intelligent fuzzy system;Machine learning;Network intrusion detection,Accuracy;Intrusion detection;Machine learning;Machine learning algorithms;Partitioning algorithms;Support vector machines,fuzzy set theory;learning (artificial intelligence);security of data,baseline algorithm;fuzzy algorithm;fuzzy classifier;fuzzy if-then rules;fuzzy partition;intelligent false alarm filter;intelligent false alarm reduction;machine learning algorithm;network intrusion detection system;network security infrastructure;single algorithm performance;stable level,,1,,25,,,29-31 May 2012,,IEEE,IEEE Conference Publications,,,
A New Method of Data Preprocessing for Network Security Situational Awareness,Aiping Lu; Jianping Li; Lin Yang,"Sch. of Comput. & Inf. Technol., Northeast Pet. Univ., Daqing, China","Database Technology and Applications (DBTA), 2010 2nd International Workshop on",20101206,2010,,,1,4,"Network Security Situational Awareness(NSSA) has been a hot research in the network security domain.The amount of data from network attacks from Intrusion Detection System (IDS),and hosts'vulnerabilities and the hosts'states is very large.If we use the large amount of data as the NSSA elements directly,the algorithm of data processing must collapse or use a very long time. So in this paper,a method of data preprocessing for NSSA based on conditional random fields(CRFs) is proposed.This method takes advantages of the CRFs models which can stitch to sequence data marking and add random attributes.It uses varied connection information and its relativity in network connection information data sequence as well as the feature sets relativity to attack detection and discovery of abnormal phenomenon. It uses KDD Cup 1999 data sets as experimental data and comes to a conclusion that our proposed method is practicable,reliable and efficient.",,978-1-4244-6975-8,978-1-4244-6977-2,10.1109/DBTA.2010.5659017,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5659017,,Data models;Data preprocessing;Feature extraction;Hidden Markov models;Intrusion detection;Training data,computer network security;random processes;set theory,KDD Cup 1999 data sets;attack detection;conditional random field;data preprocessing;feature set relativity;intrusion detection system;network security situational awareness;random attribute;sequence data marking,,0,,12,,,27-28 Nov. 2010,,IEEE,IEEE Conference Publications,,,
