http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?download-format=download-csv&bulkSetSize=2000&refinements%3D4291944822%2C4291944246%26ranges%3D1998_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28.QT.Recall.QT.%29+AND+.QT.Intrusion+Detection+System.QT.%29,11/20/2015 17:41,"((""Recall"") AND ""Intrusion Detection System"")",IEEE
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Internet traffic classification based on bag-of-words model,Yin Zhang; Yi Zhou; Kai Chen,"Sch. of Inf. Security Eng., Shanghai Jiao Tong Univ., Shanghai, China","Globecom Workshops (GC Wkshps), 2012 IEEE",20130314,2012,,,736,741,"Interest in traffic classification has dramatically grown in the past few years in both industry and academia. As more and more applications are encrypting the payloads and not to use well-known ports, traditional traffic classification methods such as transport-layer protocol ports based ones can not accurately and efficiently deal with these applications. In this paper we investigate the problem of classifing traffic flows into different application categories. And a new bag-of-words (BoW) model based traffic classification method is proposed, which has been widely used in document classification and computer vision. In the new traffic classification method the application categories of interests represents the bags, centroids represent the words of the BoW model, respectively. By constructing representation vectors for the application categories and calculating the cosine similarity between each category representation vector and newly built-up vector converted from flows to be tested, we can find the application category that a tested flow belongs to. Using real traffic traces we demonstrate that the proposed approach is able to achieve 93% overall accuracy and the classification is not affected by the packet arrival sequences (e.g. out of order arrivals). The overall accuracy of the proposed approach is observed to be higher than the widely used C4.5 algorithm by 10% in our experiment when the out of order arrival happens.",,978-1-4673-4942-0,978-1-4673-4940-6,10.1109/GLOCOMW.2012.6477666,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6477666,,Accuracy;Computational modeling;Out of order;Ports (Computers);Protocols;Training;Vectors,Internet;computer vision;decision trees;document handling;pattern classification;queueing theory;telecommunication traffic,BoW model;C4.5 algorithm;Internet traffic classification;bag-of-words model;built-up vector;category representation vector;computer vision;cosine similarity;document classification;packet arrival sequence,,0,,19,,,3-7 Dec. 2012,,IEEE,IEEE Conference Publications,,
Machine learning based internet traffic recognition with statistical approach,"Jaiswal, R.C.; Lokhande, S.D.","Dept. of Electron. & Telecommun., Pune Inst. of Comput. Technol., Pune, India","India Conference (INDICON), 2013 Annual IEEE",20140130,2013,,,1,6,"The researchers have started looking for Internet traffic recognition techniques that are independent of `well known' TCP or UDP port numbers, or interpreting the contents of packet payloads. Newer approaches classify traffic by recognizing statistical patterns in externally observable attributes of the traffic (such as typical packet lengths and inter-arrival times). The main goal is to cluster or classify the Internet traffic flows into groups that have identical statistical properties. The need to deal with Traffic patterns, large datasets and Multidimensional spaces of flow and packet attributes is one of the reasons for the introduction of Machine Learning (ML) techniques in this field. ML techniques are subset of Artificial Intelligence used for traffic recognition. Further, there are four types of Machine Learning, i.e. Classification (Supervised learning), clustering (Un-Supervised learning), Numeric prediction and Association. In this research paper IP traffic recognition through classification process is implemented. Different researchers are calling this process as IP traffic Recognition, IP traffic Identification, and sometimes IP traffic classification. Here Real time internet traffic has been captured using packet capturing tool and datasets has been developed. Also few standard datasets have been used in this research work. Then using standard attribute selection algorithms, a reduced statistical feature dataset has been developed. After that, Six ML algorithms AdaboostM1, C4.5, Random Forest tree, MLP, RBF and SVM with Polykernel function classifiers are used for IP traffic classification. This implementation and analysis shows that Tree based algorithms are effective ML techniques for Internet traffic classification with accuracy up to of 99.7616 %.",,978-1-4799-2274-1,,10.1109/INDCON.2013.6726074,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6726074,AdaboostM1;C4.5;Internet Traffic Classification;MLP;Machine Learning;RBF and SVM with Polykernel function;Random Forest tree,Accuracy;Classification algorithms;IP networks;Internet;Support vector machines;Training;Vegetation,IP networks;Internet;learning (artificial intelligence);pattern recognition;statistical analysis;telecommunication traffic,IP traffic classification;IP traffic identification;IP traffic recognition;Internet traffic classification;Internet traffic flows;MLP;RBF;SVM;TCP port numbers;UDP port numbers;artificial intelligence;classification process;machine learning based Internet traffic recognition;packet attributes;packet capturing tool;packet payloads;polykernel function classifiers;random forest tree;real time Internet traffic;reduced statistical feature dataset;standard attribute selection algorithms;statistical pattern recognition;tree based algorithms;unsupervised learning,,0,,34,,,13-15 Dec. 2013,,IEEE,IEEE Conference Publications,,
Feature selection and intrusion classification in NSL-KDD cup 99 dataset employing SVMs,"Pervez, M.S.; Md Farid, D.","Dept. of Comput. Sci. & Eng., United Int. Univ., Dhaka, Bangladesh","Software, Knowledge, Information Management and Applications (SKIMA), 2014 8th International Conference on",20150409,2014,,,1,6,"Intrusion is the violation of information security policy by malicious activities. Intrusion detection (ID) is a series of actions for detecting and recognising suspicious actions that make the expedient acceptance of standards of confidentiality, quality, consistency, and availability of a computer based network system. In this paper, we present a new approach consists with merging of feature selection and classification for multiple class NSL-KDD cup 99 intrusion detection dataset employing support vector machine (SVM). The objective is to improve the competence of intrusion classification with a significantly reduced set of input features from the training data. In supervised learning, feature selection is the process of selecting the important input training features and removing the irrelevant input training features, with the objective of obtaining a feature subset that produces higher classification accuracy. In the experiment, we have applied SVM classifier on several input feature subsets of training dataset of NSL-KDD cup 99 dataset. The experimental results obtained showed the proposed method successfully bring 91% classification accuracy using only three features and 99% classification accuracy using 36 features, while all 41 training features achieved 99% classification accuracy.",,,,10.1109/SKIMA.2014.7083539,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7083539,NSL KDD Cup 99 dataset;classification;feature selection;intrusion detection;support vector machines,Accuracy;Feature extraction;Intrusion detection;Support vector machines;Testing;Training;Training data,learning (artificial intelligence);security of data;support vector machines,NSL-KDD cup 99 dataset;SVM classifier;feature selection;information security policy;intrusion classification;intrusion detection;supervised learning;support vector machine,,0,,17,,,18-20 Dec. 2014,,IEEE,IEEE Conference Publications,,
IDS alerts classification using knowledge-based evaluation,"Gupta, D.; Joshi, P.S.; Bhattacharjee, A.K.; Mundada, R.S.","Homi Bhabha Nat. Inst., Mumbai, India","Communication Systems and Networks (COMSNETS), 2012 Fourth International Conference on",20120213,2012,,,1,8,"Most organizations deploy Signature based Intrusion Detection Systems (IDS) to monitor network activities for signs of security violations and these systems generate alerts whenever a known intrusion signature is detected in the network traffic. However, IDSs are known for generating many alerts, most of them being false. This makes the job of security analyst tougher as he/she has to sift through security events to filter out relevant alerts. In this process, the high priority alerts are not addressed quickly and there is a great risk of a legitimate attack going unnoticed. Many researchers have suggested various means of classifying the IDS alerts. A potentially useful candidate is to use network contextual information to segregate relevant and non-relevant alerts. In this paper we describe PIKE, Post-processor for IDS alerts using Knowledge-based Evaluation, a system that uses background information about the hosts present on the network and the vulnerability exploited to generate a score for each alert. The score is measure of the importance of the alert. A simple binary classifier then classifies the alert as relevant or irrelevant based on value of score threshold. PIKE makes the life of security analyst simpler by presenting the classified alerts which allows him/her to focus solely on the important alerts. We evaluate PIKE for a custom dataset and demonstrate the effectiveness of using contextual sensitivity as a basis of classification.",,978-1-4673-0296-8,978-1-4673-0297-5,10.1109/COMSNETS.2012.6151339,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6151339,Alert classification;Context sensitivity;False positives;Network security;Signature based intrusion detection,Accuracy;Context;Databases;Knowledge based systems;Monitoring;Organizations;Security,computer network security;digital signatures;knowledge based systems;pattern classification;telecommunication traffic,IDS alert classification;PIKE;Signature based Intrusion Detection Systems;binary classifier;contextual sensitivity;knowledge based evaluation;knowledge-based evaluation;legitimate attack;network activities;network contextual information;network traffic;score threshold value;security violations,,0,,23,,,3-7 Jan. 2012,,IEEE,IEEE Conference Publications,,
A clustering-based method for intrusion detection in web servers,"Pereira, H.; Jamhour, E.","PPGIA, Pontifical Catholic Univ. of Parana - PUCPR, Curitiba, Brazil","Telecommunications (ICT), 2013 20th International Conference on",20131017,2013,,,1,5,"Today, intrusion detection systems (IDS) are indispensable to protect environments that provide information via Internet. In the present trend of self-organizing and self-protecting system, a special type of IDS that operates by non-supervised learning is an interesting approach. This type of IDS is able to extract models of behavior of the environment without the need of prior knowledge about attacks or signatures. One of the techniques used to create such models is data clustering, where patterns of data access are collected and grouped to create IDS rules. In this paper we focus on the development of a non-supervised IDS for protecting Web servers from attacks using malicious HTTP access patterns. We propose a heuristic method for assigning labels to groups considering simultaneously the source and the content of the HTTP requests. The proposed method is completely self-organized, and does not require configuration or signature updates to prepare the IDS to detect new forms of attacks. Our evaluation shows that the proposed method yield fewer false positive alerts when compared to similar non-supervised methods in the literature.",,978-1-4673-6425-6,,10.1109/ICTEL.2013.6632070,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6632070,Intrusion detection;anomaly-based detection;clustering;security,Clustering algorithms;Indexes;Intrusion detection;Measurement;Training;Web servers,Internet;file servers;learning (artificial intelligence);security of data;self-adjusting systems;statistical analysis;transport protocols,HTTP access patterns;clustering-based method;data clustering;heuristic method;intrusion detection systems;nonsupervised IDS;nonsupervised learning;protecting Web servers;self-organizing system;self-protecting system;web servers,,0,,19,,,6-8 May 2013,,IEEE,IEEE Conference Publications,,
A Framework for Clustering Categorical Time-Evolving Data,Fuyuan Cao; Jiye Liang; Liang Bai; Xingwang Zhao; Chuangyin Dang,"Sch. of Comput. & Inf. Technol., Shanxi Univ., Taiyuan, China","Fuzzy Systems, IEEE Transactions on",20101004,2010,18,5,872,882,"A fundamental assumption often made in unsupervised learning is that the problem is static, i.e., the description of the classes does not change with time. However, many practical clustering tasks involve changing environments. It is hence recognized that the methods and techniques to analyze the evolving trends for changing environments are of increasing interest and importance. Although the problem of clustering numerical time-evolving data is well-explored, the problem of clustering categorical time-evolving data remains as a challenging issue. In this paper, we propose a generalized clustering framework for categorical time-evolving data, which is composed of three algorithms: a drifting-concept detecting algorithm that detects the difference between the current sliding window and the last sliding window, a data-labeling algorithm that decides the most-appropriate cluster label for each object of the current sliding window based on the clustering results of the last sliding window, and a cluster-relationship-analysis algorithm that analyzes the relationship between clustering results at different time stamps. The time-complexity analysis indicates that these proposed algorithms are effective for large datasets. Experiments on a real dataset show that the proposed framework not only accurately detects the drifting concepts but also attains clustering results of better quality. Furthermore, compared with the other framework, the proposed one needs fewer parameters, which is favorable for specific applications.",1063-6706,,,10.1109/TFUZZ.2010.2050891,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5467229,Categorical time-evolving data;clusters relationship analysis;data labeling;drifting-concept detecting,Algorithm design and analysis;Application software;Clustering algorithms;Communication system traffic control;Credit cards;Information technology;Labeling;Object detection;Stock markets;Unsupervised learning,computational complexity;pattern clustering;unsupervised learning,categorical time-evolving data;changing environments;cluster-relationship-analysis algorithm;clustering tasks;data-labeling algorithm;drifting-concept detecting algorithm;generalized clustering framework;numerical time-evolving data;sliding window;time complexity analysis;unsupervised learning,,5,,34,,5/20/2010,Oct. 2010,,IEEE,IEEE Journals & Magazines,,
Towards Database Firewall: Mining the Damage Spreading Patterns,"Bai, K.; Peng Liu","The Pennsylvania State University, USA","Computer Security Applications Conference, 2006. ACSAC '06. 22nd Annual",20061226,2006,,,449,462,"Access control and integrity constraints are well known approaches to ensure data integrity in commercial database systems. However, due to operational mistakes, malicious intent of insiders or vulnerabilities exploited by outsiders, data stored in a database can still be compromised. When the database is under an attack, rolling back and re-executing the damaged transactions are the most used mechanisms during system recovery. This kind of mechanism either stops (or greatly restricts) the database service during repair, which causes unacceptable availability loss or denial-of- service for mission critical applications, or may cause serious damage spreading during on-the-fly recovery where many clean data items are accidentally corrupted by legitimate new transactions. To resolve this dilemma, we devise a novel mechanism, called database firewall in this paper. This firewall is designed to protect good data from being corrupted due to damage spreading. Pattern mining and Bayesian network techniques are adopted in the framework to mine frequent damage spreading patterns and to predict the data integrity in the face of attack. Our approach provides a probability based strategy to estimate the data integrity on the fly. With this feature, the database firewall is able to enforce a policy of transaction filtering to dynamically filter out the potential spreading transactions.",1063-9527,0-7695-2716-7,,10.1109/ACSAC.2006.52,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4041189,,Access control;Availability;Bayesian methods;Database systems;Filtering;Mission critical systems;Protection;Spatial databases;System recovery;Transaction databases,,,,4,,24,,,Dec. 2006,,IEEE,IEEE Conference Publications,,
Securing wireless sensor networks from denial-of-service attacks using artificial intelligence and the CLIPS expert system tool,"Taylor, V.F.; Fokum, D.T.","Fac. of Sci. & Technol., Univ. of the West Indies, Kingston, Jamaica","Southeastcon, 2013 Proceedings of IEEE",20130725,2013,,,1,6,"Wireless sensor networks consist of a number of autonomous sensor nodes which are deployed in various areas of interest to collect data and cooperatively transmit that data back to a base station. Wireless sensor networks have been used in military applications, environmental monitoring applications, healthcare applications, and even home applications. An adversary may want to disrupt these sensor networks for various reasons. Adversaries range from a hacker with a laptop to corporations and governments who have a vested interest in compromising the proper operation of an unwelcome sensor network. Since sensor nodes are small and usually placed in uncontrolled environments, they are susceptible to capture and reprogramming by an adversary. The low-power nature of sensor nodes make traditional strong encryption approaches to network security infeasible as nodes have limited processing power and sometimes significant energy constraints. This paper presents work in progress on developing a system which would protect a wireless sensor network from denial-of-service attacks after one or more nodes on the network have been captured and reprogrammed by an adversary. This system removes the need to rely on tamper proof packaging to protect the cryptographic keys and other sensitive data which is stored on nodes. With the proposed system, even if cryptographic keys are obtained by an attacker and are used to send false routing information or other spurious control information, the network will be able to identify such malicious nodes by using artificial intelligence and an expert system developed using the C Language Integrated Production System tool.",1091-0050,978-1-4799-0052-7,,10.1109/SECON.2013.6567421,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6567421,,Computer crime;Expert systems;Intrusion detection;Monitoring;Peer-to-peer computing;Wireless sensor networks,C language;artificial intelligence;cryptography;expert systems;telecommunication computing;telecommunication security;wireless sensor networks,C language integrated production system tool;CLIPS expert system tool;artificial intelligence;autonomous sensor nodes;base station;cryptographic key protection;data collection;denial-of-service attacks;energy constraints;environmental monitoring applications;false routing information;healthcare applications;home applications;limited processing power;malicious nodes;military applications;sensitive data protection;spurious control information;strong encryption approaches;tamper proof packaging;unwelcome sensor network;wireless sensor network security,,1,,20,,,4-7 April 2013,,IEEE,IEEE Conference Publications,,
Kernel neighbor density with parallel computing mechanism for anomaly detection algorithm,Rui Ma; Hui Cao; Shuzhi Sam Ge; Hongliang Ren,"State Key Lab. of Electr. Insulation & Power Equip., Xi'an Jiaotong Univ., Xi'an, China","Cybernetics and Intelligent Systems (CIS) and IEEE Conference on Robotics, Automation and Mechatronics (RAM), 2015 IEEE 7th International Conference on",20150924,2015,,,259,264,"Anomaly detection is an important research direction in the field of data mining and industrial dataset preprocess. The paper proposed a kernel neighbor density definition with parallel computing mechanism for anomaly detection algorithm. The kernel neighbor density formula calculates the density of points in high dimensional space. In our definition, we adopt the median operation because the breakdown point of the median is the largest possible. So the definition could be a very robust estimate of the data location, and parallel computing mechanism is introduced to improve the efficiency of algorithms. We use two real datasets and three different kernel functions to evaluate the performance of algorithms. The experiment results confirm that the presented definition of kernel neighbor density improves the performance of algorithms and the Gaussian kernel function has the best effect.",,978-1-4673-7337-1,,10.1109/ICCIS.2015.7274631,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7274631,,Detection algorithms;Ionosphere;Kernel;Laplace equations;Measurement;Parallel processing;Polynomials,data mining;parallel processing;security of data,Gaussian kernel function;anomaly detection algorithm;data location estimation;data mining;high dimensional space;industrial dataset preprocess;kernel neighbor density;median operation;parallel computing mechanism,,,,,,,15-17 July 2015,,IEEE,IEEE Conference Publications,,
DDoS-Shield: DDoS-Resilient Scheduling to Counter Application Layer Attacks,"Ranjan, S.; Swaminathan, R.; Uysal, M.; Nucci, A.; Knightly, E.",,"Networking, IEEE/ACM Transactions on",20090218,2009,17,1,26,39,"Countering distributed denial of service (DDoS) attacks is becoming ever more challenging with the vast resources and techniques increasingly available to attackers. In this paper, we consider sophisticated attacks that are protocol-compliant, non-intrusive, and utilize legitimate application-layer requests to overwhelm system resources. We characterize application-layer resource attacks as either request flooding, asymmetric, or repeated one-shot, on the basis of the application workload parameters that they exploit. To protect servers from these attacks, we propose a counter-mechanism namely DDoS Shield that consists of a suspicion assignment mechanism and a DDoS-resilient scheduler. In contrast to prior work, our suspicion mechanism assigns a continuous value as opposed to a binary measure to each client session, and the scheduler utilizes these values to determine if and when to schedule a session's requests. Using testbed experiments on a web application, we demonstrate the potency of these resource attacks and evaluate the efficacy of our counter-mechanism. For instance, we mount an asymmetric attack which overwhelms the server resources, increasing the response time of legitimate clients from 0.3 seconds to 40 seconds. Under the same attack scenario, DDoS Shield improves the victims' performance to 1.5 seconds.",1063-6692,,,10.1109/TNET.2008.926503,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4555692,Anomaly detection;application layer attacks;denial-of-service attacks;information entropy;site security monitoring,,authorisation;security of data,DDoS-Shield;DDoS-resilient scheduling;application layer attacks;application workload parameters;application-layer requests;distributed denial of service,,27,1,35,,7/2/2008,Feb. 2009,,IEEE,IEEE Journals & Magazines,,
False Alarm Reduction by Weighted Score-Based Rule Adaptation through Expert Feedback,"Lin, Hui-Hsuan; Ching-Hao Mao; Hahn-Ming Lee",,"Computer Science and its Applications, 2009. CSA '09. 2nd International Conference on",20100701,2009,,,1,8,"<div style=font-variant: small-caps; font-size: .9em;>First Page of the Article</div><img class=img-abs-container style=width: 95%; border: 1px solid #808080; src=/xploreAssets/images/absImages/05404244.png border=0>",,978-1-4244-4945-3,,10.1109/CSA.2009.5404244,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5404244,,Computer science;Data mining;Data structures;Databases;Feedback;Information science;Information security;Intrusion detection;Network topology;Pattern matching,,,,1,,20,,,10-12 Dec. 2009,,IEEE,IEEE Conference Publications,,
Wavelet-based Real Time Detection of Network Traffic Anomalies,"Chin-Tser Huang; Thareja, S.; Yong-June Shin","Dept. of Comput. Sci. & Eng., South Carolina Univ., Columbia, SC","Securecomm and Workshops, 2006",20070515,2006,,,1,7,"Real time network monitoring for intrusions is offered by various host and network based intrusion detection systems. These systems largely use signature or pattern matching techniques at the core and thus are ineffective in detecting unknown anomalous activities. In this paper, we apply signal processing techniques in intrusion detection systems, and develop and implement a framework, called Waveman, for real time wavelet-based analysis of network traffic anomalies. Then, we use two metrics, namely percentage deviation and entropy, to evaluate the performance of various wavelet functions on detecting different types of anomalies like denial of service (DoS) attacks and portscans. Our evaluation results show that Coiflet and Paul wavelets perform better than other wavelets in detecting most anomalies considered in this work",,1-4244-0423-1,1-4244-0423-1,10.1109/SECCOMW.2006.359584,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4198844,entropy;intrusion detection;network traffic anomaly;percentage deviation;wavelet,Computer crime;Entropy;Intrusion detection;Monitoring;Pattern matching;Real time systems;Signal analysis;Signal processing;Telecommunication traffic;Wavelet analysis,pattern matching;security of data;signal processing;telecommunication security;telecommunication traffic;wavelet transforms,Coiflet wavelets;Paul wavelets;Waveman;denial of service attacks;intrusion detection systems;network traffic anomalies;pattern matching techniques;real time network intrusion monitoring;signal processing techniques;wavelet-based real time detection,,3,,24,,,Aug. 28 2006-Sept. 1 2006,,IEEE,IEEE Conference Publications,,
Theoretical basis for intrusion detection,"Zhuowei Li; Das, A.; Jianying Zhou","Sch. of Comput. Eng., Nanyang Technol. Univ., Jurong, Singapore","Information Assurance Workshop, 2005. IAW '05. Proceedings from the Sixth Annual IEEE SMC",20050815,2005,,,184,192,"Intrusion detection has become an indispensable defense line in the information security infrastructure. However, every intrusion detection approach has been limited by their problems: signature-based intrusion detection can identify the known intrusions but cannot detect the novel intrusions, anomaly-based intrusion detection has the potential to detect all intrusions but has the limitation of a higher false alarm rate. For this reason, most existing intrusion detection techniques have not met the requirements for practical deployment. In this paper, the authors proposed a theoretical basis for intrusion detection to argue about their principles and to analyze the existing problems for intrusion detection in a quantified manner. The root causes of these problems are identified as model inaccuracy and model incompleteness as well as the distinguishability lack in the features utilized. In addition, it is also found that static analysis (Wagner, et al., 2001), with a properly selected feature vector, is a promising intrusion detection technique in principle because it can avoid the quality issue of its behavior models.",,0-7803-9290-6,,10.1109/IAW.2005.1495951,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1495951,,Access control;Authentication;Computational efficiency;Computer applications;Face detection;Information security;Internet;Intrusion detection;Power system modeling,digital signatures;feature extraction;program diagnostics,anomaly-based intrusion detection;behavior model;feature vector;information security infrastructure;model inaccuracy;model incompleteness;signature-based intrusion detection;static analysis,,4,1,27,,,15-17 June 2005,,IEEE,IEEE Conference Publications,,
Detecting SQL injection attacks using SNORT IDS,"Alnabulsi, H.; Islam, M.R.; Mamun, Q.","Sch. of Comp & Math., Charles Start Univ., Albury, NSW, Australia","Computer Science and Engineering (APWC on CSE), 2014 Asia-Pacific World Congress on",20150305,2014,,,1,7,"SQL injection attack poses a serious security threats among the Internet community nowadays and it's continue to increase exploiting flaws found in the Web applications. In SQL injection attack, the attackers can take advantage of poorly coded web application software to introduce malicious code into the system and/or could retrieve important information. Web applications are under siege from cyber criminals seeking to steal confidential information and disable or damage the services offered by these application. Therefore, additional steps must be taken to ensure data security and integrity of the applications. In this paper we propose an innovative solution to filter the SQL injection attack using SNORT IDS. The proposed detection technique uses SNORT tool by augmenting a number of additional SNORT rules. We evaluate the proposed solution by comparing our method with several existing techniques. Experimental results demonstrate that the proposed method outperforms other similar techniques using the same data set.",,978-1-4799-1955-0,,10.1109/APWCCSE.2014.7053873,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7053873,Intrusion detection;SNORT;SQL Injection;topology,Communities;Databases;Educational institutions;Internet;Intrusion detection;Testing,Internet;SQL;computer crime;data integrity,Internet community;SNORT IDS;SNORT rules;SNORT tool;SQL injection attack detection;Web applications;confidential information;cyber criminals;data integrity;data security;information retrieval;malicious code;poorly coded Web application software;serious security threat,,0,,16,,,4-5 Nov. 2014,,IEEE,IEEE Conference Publications,,
The effect of attribute pairings in intrusion detection,"Milliken, M.; Yaxin Bi; Galway, L.","Sch. of Comput. & Math., Univ. of Ulster, Newtownabbey, UK","Computational Intelligence (UKCI), 2014 14th UK Workshop on",20141020,2014,,,1,6,"As Network Intrusions have become larger and more pervasive the methods of detection have changed, a number of systems use ensemble methods to improve upon results from single classifiers or algorithms. The solutions proposed in the literature achieve good results, which primarily focus on classification of Network Intrusions by tailoring classification algorithms and feature selection. However fewer studies focus on investigation of relation between pairs of attributes, such as IP address and Port, as a single attribute. This paper proposes an effect analysis of pairs of attributes in order to improve intrusion detection using an ensemble-based classification approach.",,,,10.1109/UKCI.2014.6930185,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6930185,ensemble methods;intrusion detection;supervised machine learning,Algorithm design and analysis;Classification algorithms;Hidden Markov models;IP networks;Machine learning algorithms;Payloads;Ports (Computers),learning (artificial intelligence);security of data,attribute pairings;ensemble-based classification approach;feature selection;network intrusion detection,,0,,11,,,8-10 Sept. 2014,,IEEE,IEEE Conference Publications,,
"Key-Recovery Attacks on KIDS, a Keyed Anomaly Detection System","Tapiador, J.E.; Orfila, A.; Ribagorda, A.; Ramos, B.","Dept. of Comput. Sci., Univ. Carlos III de Madrid, Leganes, Spain","Dependable and Secure Computing, IEEE Transactions on",20150512,2015,12,3,312,325,"Most anomaly detection systems rely on machine learning algorithms to derive a model of normality that is later used to detect suspicious events. Some works conducted over the last years have pointed out that such algorithms are generally susceptible to deception, notably in the form of attacks carefully constructed to evade detection. Various learning schemes have been proposed to overcome this weakness. One such system is Keyed IDS (KIDS), introduced at DIMVA 10. KIDS core idea is akin to the functioning of some cryptographic primitives, namely to introduce a secret element (the key) into the scheme so that some operations are infeasible without knowing it. In KIDS the learned model and the computation of the anomaly score are both key-dependent, a fact which presumably prevents an attacker from creating evasion attacks. In this work we show that recovering the key is extremely simple provided that the attacker can interact with KIDS and get feedback about probing requests. We present realistic attacks for two different adversarial settings and show that recovering the key requires only a small amount of queries, which indicates that KIDS does not meet the claimed security properties. We finally revisit KIDS' central idea and provide heuristic arguments about its suitability and limitations.",1545-5971,,,10.1109/TDSC.2013.39,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6598669,Adversarial classification;anomaly detection;intrusion detection systems;secure machine learning,Computational modeling;Feature extraction;Intrusion detection;Machine learning algorithms;Payloads;Training,learning (artificial intelligence);security of data,KIDS;anomaly detection systems;evasion attacks;key-recovery attacks;keyed anomaly detection system;machine learning algorithms,,0,,23,,9/13/2013,May-June 2015,,IEEE,IEEE Journals & Magazines,,
Security attribute evaluation method: a cost-benefit approach,"Butler, Shawn A.","Dept. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA","Software Engineering, 2002. ICSE 2002. Proceedings of the 24rd International Conference on",20050523,2002,,,232,240,"Conducting cost-benefit analyses of architectural attributes such as security has always been difficult, because the benefits are difficult to assess. Specialists usually make security decisions, but program managers are left wondering whether their investment in security is well spent. The paper summarizes the results of using a cost-benefit analysis method called SAEM to compare alternative security designs in a financial and accounting information system. The case study presented starts with a multi-attribute risk assessment that results in a prioritized list of risks. Security specialists estimate countermeasure benefits and how the organization's risks are reduced. Using SAEM, security design alternatives are compared with the organization's current selection of security technologies to see if a more cost-effective solution is possible. The goal of using SAEM is to help information-system stakeholders decide whether their security investment is consistent with the expected risks.",,1-58113-472-X,,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1007971,,Computer science;Cost benefit analysis;Data security;Information management;Information security;Investments;Permission;Risk analysis;Risk management;Technology management,cost-benefit analysis;financial data processing;risk management;security of data,SAEM;alternative security designs;architectural attributes;cost-benefit analyses;cost-benefit approach;countermeasure benefits;expected risks;financial/accounting information system;information-system stakeholders;multi-attribute risk assessment;prioritized risks;program managers;security attribute evaluation method;security decisions;security specialists,,7,1,8,,,25-25 May 2002,,IEEE,IEEE Conference Publications,,
Research on the Application of CRFs Based on Feature Sets in Network Intrusion Detection,Jianping Li; Huiqiang Wang; Jianguang Yu,"Coll. of Comput. Sci. & Technol., Harbin Eng. Univ., Harbin, China","Security Technology, 2008. SECTECH '08. International Conference on",20081222,2008,,,194,197,"This thesis puts forward a method of CRFs (Conditional Random Fields) based on feature sets in network intrusion detection. This method takes advantages of the CRFs models which can stitch to sequence data marking and add random attributes. It uses varied connection information and its relativity in network connection information data sequence as well as the feature sets relativity to attack detection and discovery of abnormal phenomenon. It uses KDD Cup 1999 data sets as experimental data and comes to a conclusion that our proposed method is practicable, reliable and efficient.",,978-0-7695-3486-2,,10.1109/SecTech.2008.26,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4725374,,Application software;Computer networks;Computer science;Educational institutions;Information security;Information technology;Intrusion detection;Natural languages;Petroleum;Random variables,random processes;random sequences;security of data,conditional random field;data sequence marking;feature set;network intrusion detection;random attribute,,1,,10,,,13-15 Dec. 2008,,IEEE,IEEE Conference Publications,,
