http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?download-format=download-csv&bulkSetSize=2000&refinements%3D4291944822%2C4291944246%26ranges%3D1998_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28%28.QT.True+Positive.QT.%29+OR+.QT.Detection+Rate.QT.%29+AND+.QT.Intrusion+Detection+System.QT.%29,11/20/2015 18:17,"(((""True Positive"") OR ""Detection Rate"") AND ""Intrusion Detection System"")",IEEE
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Intelligent fence intrusion detection system: detection of intentional fence breaching and recognition of fence climbing,"Yousefi, A.; Member, S.; Dibazar, A.A.; Berger, T.W.",,"Technologies for Homeland Security, 2008 IEEE Conference on",20080930,2008,,,620,625,"Perimeter fencing is widely used to isolate and protect public and private places such as airports, military bases, power stations and construction zones against unauthorized accesses. Fence structures merely prevent a percentage of intrusions or postpone them. A higher level of security is needed to monitor and investigate activities on or around the fences. The Fence Intrusion Detection System (FIDS) is one of Perimeter Intrusion Detection Systems (PIDS) focusing on the fence intrusions. In general, there is no system practically available to classify suspicious activities; whether the activity was due to the strong wind turbulent or climbing of a person on the fence.",,978-1-4244-1977-7,978-1-4244-1978-4,10.1109/THS.2008.4635057,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4635057,,Accelerometers;Acoustic sensors;Hardware;Intrusion detection;Magnetic sensors;Military computing;Monitoring;Optical sensors;Reduced instruction set computing;Vehicle detection,,,,2,,6,,,12-13 May 2008,,IEEE,IEEE Conference Publications,,
Ontology based application level intrusion detection system by using Bayesian filter,"Razzaq, A.; Ahmed, H.F.; Hur, A.; Haider, N.","SEECS, Nat. Univ. of Sci. & Technol., Islamabad","Computer, Control and Communication, 2009. IC4 2009. 2nd International Conference on",20090505,2009,,,1,6,"Web application security is the major security concern for e-business and information sharing communities. Research showed that more than 75% attacks are being deployed at application layer and almost 90% applications are vulnerable to these attacks. Various security mechanisms in the form of signature base models, anomaly detection, scanner, firewall and intrusion detection has been proposed but ineffective to provide complete security solution at application level. These provide partial solutions are ineffective to provide defense against zero day attacks with low false positive rate. We have introduced a novel approach for effective defenses against the application level attacks. Our system use the Bayesian filter to mitigate the context base attacks which are easily eludes packet level inspection. Our intelligent system is ontology base which analyze the input semantically and capable to detect zero day attacks with negligible false positive rates. The ontology base system can be refined and extended over time. Ontology base system also help in focusing on specific portion of network packet where attack is possible, thus reduce the research space and avoid sequential search.",,978-1-4244-3313-1,978-1-4244-3314-8,10.1109/IC4.2009.4909223,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4909223,,Bayesian methods;Computer hacking;Data security;Filters;Information security;Intrusion detection;National security;Ontologies;Protection;Web server,belief networks;electronic commerce;ontologies (artificial intelligence);security of data,Bayesian filter;Web application security;anomaly detection;e-business;firewall;information sharing;intrusion detection system;ontology based application,,6,,24,,,17-18 Feb. 2009,,IEEE,IEEE Conference Publications,,
The Multi-Vector Portable Intrusion Detection System (MVP-IDS): A hybrid approach to intrusion detection for portable information devices,"Moyers, B.R.; Dunning, J.P.; Marchany, R.C.; Tront, J.G.","Virginia Polytech. Inst. & State Univ., Blacksburg, VA, USA","Wireless Information Technology and Systems (ICWITS), 2010 IEEE International Conference on",20101028,2010,,,1,4,"The Battery-Sensing Intrusion Protection System (B-SIPS) [1] initially took a non-conventional approach to intrusion detection by recognizing attacks based on anomalous Instantaneous Current (IC) drain. An extension of B-SIPS, the Multi-Vector Portable Intrusion Detection System (MVP-IDS) validates the idea of recognizing attacks based on anomalous IC drain by correlating the detected anomalies with wireless attack traffic from both the Wi-Fi and Bluetooth mediums. To effectively monitor the Wi-Fi and Bluetooth mediums for malicious packet streams, the Snort-Based Wi-Fi and Bluetooth Attack Detection and Signature System (BADSS) modules were introduced. This paper illustrates how a blended strategy of using a low overhead tripwire can be combined with more sophisticated detection mechanisms to provide an effective protection system for limited resource wireless information technology devices.",,978-1-4244-7091-4,,10.1109/ICWITS.2010.5612449,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5612449,,Batteries;Bluetooth;IEEE 802.11 Standards;Integrated circuits;Intrusion detection;Servers;Wireless communication,Bluetooth;mobile radio;security of data;telecommunication security;telecommunication traffic;wireless LAN,B-SIPS;Bluetooth attack detection;MVP-IDS;Snort-Based Wi-Fi;anomalous IC drain;battery-sensing intrusion protection system;instantaneous current drain;malicious packet stream;multvector portable intrusion detection system;portable information device;signature system;wireless attack traffic,,0,,6,,,Aug. 28 2010-Sept. 3 2010,,IEEE,IEEE Conference Publications,,
Automatic backdoor analysis with a network intrusion detection system and an integrated service checker,"Juslin, J.; Virtanen, T.","Helsinki Univ. of Technol., Espoo, Finland","Information Assurance Workshop, 2003. IEEE Systems, Man and Cybernetics Society",20030923,2003,,,122,126,"We examine how a network intrusion detection system can be used as a trigger for service checking and reporting. This approach reduces the amount of false alerts (false positives) and raises the quality of the alert report. A sample data over the Christmas period of year 2002 is analyzed as an example and detection of unauthorized SSH servers used as the main application. Unauthorized interactive backdoors to a network belong to the most dangerous class of intrusions (D. Zamboni et al., 1998). These backdoors are usually installed by root-kits, to hide the system compromise activity. They are a gateway to launch exploits, gain super-user access to hosts in the internal network and use the attacked network as a stepping stone to attack other networks. In this research, we have developed software and done statistical analysis to assess and prevent such situations.",,0-7803-7808-3,,10.1109/SMCSIA.2003.1232410,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1232410,,Automation;Computer worms;Electronic mail;Filtering;Intrusion detection;Intserv networks;Linux;Network servers;Statistical analysis;Telecommunication traffic,alarm systems;authorisation;computer crime;computer networks;network servers;statistical analysis;telecommunication security;telecommunication traffic,alarm filtering;alert report;automatic backdoor analysis;false alert reduction;integrated service checker;network intrusion detection system;statistical analysis;super-user access;system compromise activity;unauthorized SSH server;unauthorized interactive backdoor,,0,,7,,,18-20 June 2003,,IEEE,IEEE Conference Publications,,
On the capability of an SOM based intrusion detection system,"Kayacik, H.G.; Zincir-Heywood, A.N.; Heywood, M.I.","Fac. of Comput. Sci., Dalhousie Univ., Halifax, NS, Canada","Neural Networks, 2003. Proceedings of the International Joint Conference on",20030826,2003,3,,1808,1813 vol.3,"An approach to network intrusion detection is investigated, based purely on a hierarchy of Self-Organizing Feature Maps. Our principle interest is to establish just how far such an approach can be taken in practice. To do so, the KDD benchmark dataset from the International Knowledge Discovery and Data Mining Tools Competition is employed. This supplies a connection-based description of a factitious computer network in which each connection is described in terms of 41 features. Unlike previous approaches, only 6 of the most basic features are employed. The resulting system is capable of detection (false positive) rates of 89% (4.6%), where this is at least as good as the alternative data-mining approaches that require all 41 features.",1098-7576,0-7803-7898-9,,10.1109/IJCNN.2003.1223682,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1223682,,Computer networks;Computer science;Computer vision;Data mining;Internet;Intrusion detection;Knowledge based systems;Monitoring;Neurons;Testing,data mining;learning (artificial intelligence);security of data;self-organising feature maps;unsupervised learning,KDD benchmark dataset;SOM;computer network;data mining tools competition;international knowledge discovery;intrusion detection system;self-organizing feature maps;unsupervised learning,,22,,12,,,20-24 July 2003,,IEEE,IEEE Conference Publications,,
A Low-Cost Method to Intrusion Detection System Using Sequences of System Calls,Li-zhong Geng; Hui-bo Jia,"Dept. of Precision Instrum. & Mechanology, Tsinghua Univ., Beijing, China","Information and Computing Science, 2009. ICIC '09. Second International Conference on",20090721,2009,1,,143,146,"Sequences of system call have become an important data resource of anomaly detection. Considering the large overhead of existing methods to construct normal profile using system call traces, an efficient algorithm is proposed based on STIDE in order to reduce the computing cost. The axis system calls which could represent the characteristics of normal behaviors are extracted by a sequences extracting factor. The improved algorithm measures the interestingness of sequences of system calls by involving the axis system calls, then train and tests the relevant sequences which we are concerned about. Experimental results demonstrate that the computing cost of training and testing in the new way has a reduction of 70% than the standard algorithm.",,978-0-7695-3634-7,,10.1109/ICIC.2009.43,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5169560,IDS;anomaly detection;system call,Costs;Data mining;Databases;Delay effects;Fuzzy neural networks;Hidden Markov models;Instruments;Intrusion detection;Laboratories;System testing,security of data,anomaly detection;data resource;intrusion detection system;system call trace sequence,,1,,9,,,21-22 May 2009,,IEEE,IEEE Conference Publications,,
An Adaptive Feedback Mechanism Algorithm for Intrusion Detection System,"Chen, Shan-Tai; Pan, Chih-Chen; Chyi-Bao Yang",,"Computer Science and its Applications, 2009. CSA '09. 2nd International Conference on",20100701,2009,,,1,6,"<div style=font-variant: small-caps; font-size: .9em;>First Page of the Article</div><img class=img-abs-container style=width: 95%; border: 1px solid #808080; src=/xploreAssets/images/absImages/05404260.png border=0>",,978-1-4244-4945-3,,10.1109/CSA.2009.5404260,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5404260,,Artificial neural networks;Data mining;Decision trees;Feedback;Intrusion detection;Machine learning algorithms;Sampling methods;Supervised learning;Support vector machines;Training data,,,,0,,12,,,10-12 Dec. 2009,,IEEE,IEEE Conference Publications,,
Intrusion Detection System against Sink Hole Attack in Wireless Sensor Networks with Mobile Sink,"Guerroumi, M.; Derhab, A.; Saleem, K.","Dept. of Electron. & Comput. Sci., Univ. of USTHB Algiers, Algiers, Algeria","Information Technology - New Generations (ITNG), 2015 12th International Conference on",20150601,2015,,,307,313,"In this paper, we propose an Intrusion Detection System (IDS) against Sinkhole attack in wireless sensor networks with mobile sink. In the detection model, the network area is divided into a flat grid of cells, and we use the signature-based technique, which is represented by the detection rate of a cell, to distinguish between real and fake sink nodes. The proposed IDS considers two types of sink mobility: periodic and random. In addition, as the cell leaders do not activate their IDS agent simultaneously, the additional energy consumption incurred by the IDS is low. Simulation results show the efficiency of the proposed IDS in terms of detection rate, efficiency, and energy consumption.",,978-1-4799-8827-3,,10.1109/ITNG.2015.56,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7113491,IDS;detection rate;energy;security;sinkhole attack;virtual grid;wireless sensor network,Energy consumption;Intrusion detection;Load modeling;Mobile communication;Simulation;Telecommunication traffic;Wireless sensor networks,security of data;wireless sensor networks,IDS agent;detection model;energy consumption;flat grid;intrusion detection system;mobile sink;network area;signature-based technique;sink hole attack;sink mobility;wireless sensor networks,,0,,23,,,13-15 April 2015,,IEEE,IEEE Conference Publications,,
An Agent Based Intrusion Detection System for Wireless Network with Artificial Immune System (AIS) and Negative Clone Selection,"Kumar, G.V.P.; Reddy, D.K.","Dept. of ECE, C.B.I.T., Hyderabad, India","Electronic Systems, Signal Processing and Computing Technologies (ICESC), 2014 International Conference on",20140220,2014,,,429,433,"Intrusion in Wireless network differs from IP network in a sense that wireless intrusion is both of packet level as well as signal level. Hence a wireless intrusion signature may be as simple as say a changed MAC address or jamming signal to as complicated as session hijacking. Therefore merely managing and cross verifying the patterns from an intrusion source are difficult in such a network. Beside the difficulty of detecting the intrusion at different layers, the network credential varies from node to node due to factors like mobility, congestion, node failure and so on. Hence conventional techniques for intrusion detection fail to prevail in wireless networks. Therefore in this work we device a unique agent based technique to gather information from various nodes and use this information with an evolutionary artificial immune system to detect the intrusion and prevent the same via bypassing or delaying the transmission over the intrusive paths. Simulation results show that the overhead of running AIS system does not vary and is consistent for topological changes. The system also proves that the proposed system is well suited for intrusion detection and prevention in wireless network.",,,,10.1109/ICESC.2014.73,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6745417,AIS;congestion;intrusion detection;mobility,Bandwidth;Delays;Immune system;Intrusion detection;Mobile agents;Wireless networks;Wireless sensor networks,access protocols;artificial immune systems;jamming;packet radio networks;radio networks;security of data,AIS system;IP network;MAC address;agent based intrusion detection system;artificial immune system;jamming signal;negative clone selection;network topology;session hijacking;wireless intrusion signature;wireless network,,0,,12,,,9-11 Jan. 2014,,IEEE,IEEE Conference Publications,,
Intrusion Detection System with Wavelet and Neural Artifical Network Approach for Networks Computers,"Ferreira, E.W.T.; Carrijo, G.A.; de Oliveira, R.; de Souza Araujo, N.V.",,"Latin America Transactions, IEEE (Revista IEEE America Latina)",20110929,2011,9,5,832,837,"As the Internet has become an enormous interconnected network, the information security today is very important to guarantee confidentiality, integrity and availability of computing resources. Advanced Intrusions Detections Systems IDS should be capable of identifying malicious actions that may compromise these guarantees, as quickly as possible. In this paper, we present a proposal for an IDS based on the wavelet and artificial neural network that is applied to the well know Knowledge Discovery and Data Mining KDD. The experiment showed high detection rate, suggesting that the approach is very promising.",1548-0992,,,10.1109/TLA.2011.6030997,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6030997,Intrusion Detection Systems IDS;artificial neural network;network security;wavelet,Computers;Conferences;Intrusion detection;Mobile ad hoc networks;Neural networks;Wavelet transforms,Internet;data mining;neural nets;security of data;wavelet transforms,IDS;Internet;artificial neural network approach;computer networks;data mining KDD;intrusion detection system;knowledge discovery,,1,,,,,Sept. 2011,,IEEE,IEEE Journals & Magazines,,
Multi-agent Intrusion Detection System Using Feature Selection Approach,Yi Gong; Yong Fang; Liang Liu; Juan Li,"Dept. of Electron. & Inf. Eng., Sichuan Univ., Chengdu, China","Intelligent Information Hiding and Multimedia Signal Processing (IIH-MSP), 2014 Tenth International Conference on",20141229,2014,,,528,531,"Due to the increased connectivity to Internet and corporate network, industrial control system (ICS) is no longer immune to network attacks. Most of these ICSs are not designed with security protection nowadays, so there is an increasing demand of designing protection mechanism in infrastructure of industrial plants. In this paper, we propose multi-agent intrusion detection architecture and a feature selection approach to protect ICS. Multi-agent intrusion detection system (MIDS) architecture is designed for decentralized intrusion detection and prevention control in large switched networks, so it can make intrusion detection system (IDS) efficient and scalable, while the feature detection approach is proposed to improve detection reliability. We chose NSL-KDD as experimental data and had a test on four kinds of attacks (Probe, Dos, U2R and R2L) to evaluate the performance of IDS. Compared with four other common feature selection algorithms (IG, GR, Relief and Chi-Square), the experimental results show that our method can effectively improve True Positive Rate and reduce False Positive Rate of IDS.",,978-1-4799-5389-9,,10.1109/IIH-MSP.2014.137,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6998383,feature selection;industrial control system;intrusion detection system;multi-agent,Accuracy;Computer architecture;Feature extraction;Industrial control;Intrusion detection;Probes,Internet;computer network security;feature selection;multi-agent systems;reliability,ChiSquare;Dos;ICS;IDS;Internet;MIDS architecture;NSL-KDD;Probe;R2L;ReliefF;U2R;corporate network;decentralized intrusion detection;feature selection approach;industrial control system;industrial plants;large switched networks;multiagent intrusion detection system architecture;network attacks;prevention control,,0,,12,,,27-29 Aug. 2014,,IEEE,IEEE Conference Publications,,
A distributed intrusion detection system for wireless ad hoc networks,"Sen, J.; Ukil, A.; Bera, D.; Pal, A.","Innovation Lab., Convergence & Sensor Technol., Tata Consultancy Services, Kolkata, India","Networks, 2008. ICON 2008. 16th IEEE International Conference on",20090202,2008,,,1,6,"In a multi-hop mobile ad hoc network (MANET), mobile nodes communicate with each other forming a cooperative radio network. Security remains a major challenge for these networks due to their features of open medium, dynamically changing topologies, reliance on cooperative algorithms, absence of centralized monitoring points, and lack of any clear lines of defense. Most of the currently existing intrusion detection algorithms designed for these networks are insecure, inefficient, and have high rates of false positives. In this paper, a new approach has been proposed to bring out the complementary relationship between key distribution and intrusion detection for developing an intrusion detection protocol for ad hoc networks. The redundancy of routing information in ad-hoc networks is utilized to develop a highly reliable protocol that works even in presence of transient network partitioning and Byzantine failure of nodes. The proposed mechanism is fully cooperative, and thus it is more robust as the vulnerabilities of the election algorithms used for choosing the subset of nodes for cooperation are absent. Simulation results show the effectiveness of the protocol.",1556-6463,978-1-4244-3805-1,,10.1109/ICON.2008.4772624,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4772624,,Ad hoc networks;Algorithm design and analysis;Intrusion detection;Mobile ad hoc networks;Monitoring;Network topology;Protocols;Radio network;Redundancy;Spread spectrum communication,ad hoc networks;mobile radio;protocols;security of data;telecommunication network reliability;telecommunication security,Byzantine failure of nodes;centralized monitoring points;cooperative radio network;distributed intrusion detection system;intrusion detection protocol;mobile nodes;multihop mobile ad hoc network;routing information;transient network partitioning;wireless ad hoc networks,,2,,12,,,12-14 Dec. 2008,,IEEE,IEEE Conference Publications,,
Denial of Service attack in AODV & friend features extraction to design detection engine for intrusion detection system in Mobile Adhoc Network,"Shahnawaz, H.; Gupta, S.C.; Mukesh, C.","Graphic Era Univ., Dehradun, India","Computer and Communication Technology (ICCCT), 2011 2nd International Conference on",20111110,2011,,,292,297,"Ad-hoc network is a collection of nodes that are capable to form dynamically a temporary network without the support of any centralized fixed infrastructure. Since there is no central controller to determine the reliable & Secure communication paths in Mobile Adhoc Network, each node in the ad hoc network has to rely on each other in order to forward packets, thus highly cooperative nodes are required to ensure that the initiated data transmission process does not fail. In a mobile ad hoc network (MANET) where security is a crucial issue and they are forced to rely on the neighbor node, trust plays an important role that could improve the number of successful data transmission. Larger the number of trusted nodes, higher successful data communication process rates could be expected. In this paper, Denial of Service attack is applied in the network, evidences are collected to design intrusion detection engine for MANET Intrusion Detection System (IDS). Feature extraction and rule inductions are applied to find out the accuracy of detection engine by using support vector machine. In this paper True Positive generated by the detection engine is very high and False Positive is suppressed to negligible.",,978-1-4577-1385-9,,10.1109/ICCCT.2011.6075162,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6075162,Denial of Service Attack;Friend Feature Extraction;Intrusion Detection System;Mobile Adhoc Network,Computational modeling;Engines;Feature extraction;Intrusion detection;Mobile ad hoc networks;Routing;Support vector machines,data communication;feature extraction;mobile ad hoc networks;security of data;support vector machines;telecommunication computing,AODV;data communication;data transmission;denial of service attack;detection engine;friend features extraction;intrusion detection system;mobile ad hoc network;reliable communication;secure communication;support vector machine,,2,,24,,,15-17 Sept. 2011,,IEEE,IEEE Conference Publications,,
An intrusion detection system for smart grid neighborhood area network,"Beigi-Mohammadi, N.; Misic, J.; Khazaei, H.; Misic, V.B.","Comput. Sci. Dept., Ryerson Univ., Toronto, ON, Canada","Communications (ICC), 2014 IEEE International Conference on",20140828,2014,,,4125,4130,"Smart grid is expected to improve the efficiency, reliability and economics of current energy systems. Using two-way flow of electricity and information, smart grid builds an automated, highly distributed energy delivery network. In this paper, we present the requirements for intrusion detection systems (IDSs) in neighborhood area network (NAN) as a component of smart grid. We propose an IDS that is implemented in a distributed fashion with respect to NAN's communication and computation needs. An analytical approach is employed for detecting Wormhole attacks. We validate our NAN IDS scheme using OPNET Modeler [1]. The analytical part of the solution is developed in Maple [2] and integrated with OPNET.",,,,10.1109/ICC.2014.6883967,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6883967,,Intrusion detection;Monitoring;Reliability;Smart grids;Smart meters;Wide area networks,computer network security;invasive software;power system economics;power system reliability;power system security;smart power grids,NAN IDS scheme;NAN communication;OPNET Modeler;analytical approach;distributed energy delivery network;energy systems;intrusion detection system;smart grid neighborhood area network;wormhole attack detection,,0,,20,,,10-14 June 2014,,IEEE,IEEE Conference Publications,,
Accuracy Improvement of Anomaly-Based Intrusion Detection System Using Taguchi Method,"Konno, T.; Tateoka, M.",Toshiba Solutions Corporation,"Applications and the Internet Workshops, 2005. Saint Workshops 2005. The 2005 Symposium on",20060508,2005,,,90,93,"In development of anomaly-based Intrusion Detection System, improving detection accuracy is important. It is considered a kind of optimization problem of the thresholds for dividing normal and potential attack. We applied the Toguchi method, which is a technique for quality engineering, for this purpose. We also use the standardized signal-to-noise ratio of digital data approach in order to improve simultaneously the two opposite characteristics, false detection rate and true detection rate. The false detection rate can be more decreased by giving more positive training data. By these techniques, 0.186% or the less false positive rate is attained in real data.",,0-7695-2263-7,,10.1109/SAINTW.2005.1619985,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1619985,,Conferences;Internet;Intrusion detection,,,,1,,3,,,31-04 Jan. 2005,,IEEE,IEEE Conference Publications,,
Anomaly-Based Intrusion Detection System Sharing Normal Behavior Databases among Different Machines,"Sho Ohtahara; Kamiyama, T.; Oyama, Y.","Dept. of Comput. Sci., Univ. of Electro-Commun., Chofu, Japan","Computer and Information Technology, 2009. CIT '09. Ninth IEEE International Conference on",20091117,2009,1,,217,222,"A number of studies have examined anomaly detection systems based on training of system call sequences in the normal execution of applications. However, many of these anomaly detection systems have low detection accuracy when the training is not sufficient. This occurs because the normal behavior data obtained through training on one machine cannot be used for detection on another machine. In this paper, we propose an anomaly detection system that shares normal behavior data between multiple machines. In the proposed system, normal behavior data obtained on each machine is accumulated in a server and the integrated data is distributed to each machine.This system improves the detection accuracy by integrating the data used for anomaly detection on each machine. The proposed system not only provides a straightforward algorithm for integration, but also two improved algorithms, namely, the majority algorithm and the similarity algorithm. The proposed system was implemented on the Linux operating system, and its behavior was compared experimentally with that of an existing system.",,978-0-7695-3836-5,,10.1109/CIT.2009.67,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5329496,intrusion detection systems;security,Application software;Computer science;Databases;Event detection;Fault detection;Information technology;Intrusion detection;Linux;Monitoring;Operating systems,Linux;database management systems;operating systems (computers);security of data,Linux operating system;anomaly-based intrusion detection system;normal behavior databases;system call sequences,,1,,11,,,11-14 Oct. 2009,,IEEE,IEEE Conference Publications,,
Self Configuring Intrusion Detection System,"Sonawane, S.; Karsoliya, S.; Saurabh, P.; Verma, B.",,"Computational Intelligence and Communication Networks (CICN), 2012 Fourth International Conference on",20121206,2012,,,757,761,"With the rapid expansion of computer networks during the past few years, security has become a crucial issue for modern computer systems. A good way to identify malicious use is through monitoring unusual user activity. To identify these malicious activities various data-mining and machine learning techniques have been deployed for intrusion detection. The manual tuning process required by current systems depends on the system operators in working out the tuning solution and in integrating it into the detection model. This paper proposes Self Configuring Intrusion Detection System (SCIDS) to make tuning automatically. The key idea is to use the binary SLIPPER as a basic module, which is a rule learner based on confidence-rated boosting. This system is evaluated using the NSL KDD intrusion detection dataset. An experimental result shows the SCIDS system with SLIPPER algorithm gives better performance in terms of detection rate, false alarm rate, total misclassification cost and cost per example on NSL-KDD dataset than that of on KDD.",,978-1-4673-2981-1,,10.1109/CICN.2012.181,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6375215,Confidence value;Intrusion;anomaly detection;attacks;false prediction;misuse detection;tuning,Classification algorithms;Data models;Intrusion detection;Prediction algorithms;Training;Tuning,data mining;learning (artificial intelligence);pattern classification;security of data,NSL KDD intrusion detection dataset;SCIDS system;SLIPPER algorithm;automatic tuning;binary SLIPPER;computer network;confidence-rated boosting;data mining technique;detection rate;false alarm rate;machine learning technique;malicious activity;malicious use identification;misclassification cost;modern computer system;rule learning;self-configuring intrusion detection system;tuning process;unusual user activity monitoring,,0,,25,,,3-5 Nov. 2012,,IEEE,IEEE Conference Publications,,
Labelling Clusters in an Intrusion Detection System Using a Combination of Clustering Evaluation Techniques,"Petrovic, S.; Alvarez, G.; Orfila, A.; Carbo, J.",Gj&#248;vik University College,"System Sciences, 2006. HICSS '06. Proceedings of the 39th Annual Hawaii International Conference on",20060123,2006,6,,129b,129b,"A new clusters labelling strategy, which combines the computation of the Davies-Bouldin index of the clustering and the centroid diameters of the clusters is proposed for application in anomaly based intrusion detection systems (IDS). The aim of such a strategy is to detect compact clusters containing very similar vectors and these are highly likely to be attack vectors. Experimental results comparing the effectiveness of a multiple classifier IDS with such a labelling strategy and that of the classical cardinality labelling based IDS show that the proposed strategy behaves much better in a heavily attacked environment where massive attacks are present. The parameters of the labelling algorithm can be varied in order to adapt to the conditions in the monitored network.",1530-1605,0-7695-2507-5,,10.1109/HICSS.2006.247,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1579550,,Clustering algorithms;Computer science;Computer security;Computerized monitoring;Condition monitoring;Data security;Educational institutions;Intrusion detection;Labeling;Physics computing,,,,5,,24,,,04-07 Jan. 2006,,IEEE,IEEE Conference Publications,,
A novel hybrid-network intrusion detection system (H-NIDS) in cloud computing,"Modi, C.N.; Patel, D.","NIT Surat, Surat, India","Computational Intelligence in Cyber Security (CICS), 2013 IEEE Symposium on",20130916,2013,,,23,30,"To detect and prevent network intrusions in Cloud computing environment, we propose a novel security framework hybrid-network intrusion detection system (H-NIDS). We use different classifiers (Bayesian, Associative and Decision tree) and Snort to implement this framework. This framework aims to detect network attacks in Cloud by monitoring network traffic, while ensuring performance and service quality. We evaluate the performance and detection efficiency of H-NIDS for ensuring its feasibility in Cloud. The results show that the proposed framework has higher detection rate and low false positives at an affordable computational cost.",,,,10.1109/CICYBS.2013.6597201,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6597201,Classifier;Cloud computing;Network Intrusion detection;Snort;Virtualization,Computational intelligence;Computer security;Decision support systems;Handheld computers,belief networks;cloud computing;decision trees;pattern classification;security of data,Bayesian classifier;H-NIDS security framework;Snort;associative classifier;cloud computing;decision tree classifier;hybrid-network intrusion detection system;network intrusion prevention;network performance;network service quality;network traffic monitoring,,1,,27,,,16-19 April 2013,,IEEE,IEEE Conference Publications,,
Manual and Automatic assigned thresholds in multi-layer data fusion intrusion detection system for 802.11 attacks,"Kyriakopoulos, K.G.; Aparicio-Navarro, F.J.; Parish, D.J.","Sch. of Electron., Electr. & Syst. Eng., Loughborough Univ., Loughborough, UK","Information Security, IET",20131219,2014,8,1,42,50,"Abuse attacks on wireless networks are becoming increasingly sophisticated. Most of the recent research on intrusion detection systems for wireless attacks either focuses on just one layer of observation or uses a limited number of metrics without proper data fusion techniques. However, the true status of a network is rarely accurately detectable by examining only one network layer. The goal of this study is to detect injection types of attacks in wireless networks by fusing multi-metrics using the Dempster-Shafer (D-S) belief theory. When combining beliefs, an important step to consider is the automatic and self-adaptive process of basic probability assignment (BPA). This study presents a comparison between manual and automatic BPA methods using the D-S technique. Custom tailoring BPAs in an optimum manner under specific network conditions could be extremely time consuming and difficult. In contrast, automatic methods have the advantage of not requiring any prior training or calibration from an administrator. The results show that multi-layer techniques perform more efficiently when compared with conventional methods. In addition, the automatic assignment of beliefs makes the use of such a system easier to deploy while providing a similar performance to that of a manual system.",1751-8709,,,10.1049/iet-ifs.2012.0302,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6687157,,,computer network security;inference mechanisms;probability;sensor fusion;uncertainty handling;wireless LAN,802.11 attacks;D-S belief theory;Dempster-Shafer belief theory;automatic assigned thresholds;basic probability assignment;custom tailoring BPA;manual assigned thresholds;multilayer data fusion intrusion detection system;multimetrics;self-adaptive process;wireless attacks;wireless networks,,1,,,,,Jan. 2014,,IET,IET Journals & Magazines,,
