"http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&ar=6996640,7140344,5438108,5963289,7196515,5983282,6985604,5453687,5209819,5456628,6973823,5231868,5072103,5369477,5473507,5474764,7011006,5452061,7312172,5403427,5136261,6766353,6164365,6137122,5307046,4918857,7113224,6423689,5274916,6320109,6405624,7033812,5374752,6567003,5628755,6406079,5542665,6449834,7180512,6405746,6495288,7118081,6089060,5978790,5485558,5556740,7155011,6418760,6251362,6151272,5401474,6466104,6415599,5170599,5280069,5554839,5543917,5623380,5683321,6754931,6149943,7013133,6122808,5741696,7280815,6220971,5541152,5169030,7141237,5358813,4771925,6681625,5362097,5483812,5226620,6006209,6057762,6968979,6736756,5972093,6900887,5473884,5376342,6821480,7210322,5136640,6816584,6997530,5689069,6164870,6121331,5640375,6644096,5460823,6208721,5620179,6848074,6122784,6568370,6201871",2015/11/03 10:05:15
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A distributed multi-level anomalies detection system using the mobile agent approach","Ben Ftima, F.; Tounsi, W.; Karoui, K.; Ben Ghezala, H.","RIADI, Univ. of Manouba, Manouba, Tunisia","Information Infrastructure Symposium, 2009. GIIS '09. Global","20091030","2009","","","1","4","Nowadays, network infrastructures are supervised by human operators. These operators are submerged by a massive surcharge of information and alerts caused by security mechanisms. In this paper, we focus particularly in anomalies detection systems and propose a multi-levels architecture allowing in one hand, the enhancement of the diagnosis' quality for security administrator support by filtering faulty alerts and on the other hand the detection of hidden anomalies undetectable in real time; we will introduce a distributed architecture based on the mobile agents' paradigm which exploits several types of anomalies' detectors outputs and contributes to reduce and improve alerts at several levels in synchronous and asynchronous modes.","","978-1-4244-4623-0","978-1-4244-4624-7","10.1109/GIIS.2009.5307046","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5307046","Anomaly Detection System;Asynchronous detection;Mobile Agents;Static Agents;Synchronous detection;component","Communication system security;Data security;Detectors;Fault detection;Fault diagnosis;Humans;Information security;Intrusion detection;Mobile agents;Production","mobile agents;security of data","distributed architecture;distributed multilevel anomalies detection system;mobile agent approach;network infrastructure;security administrator quality;security mechanism","","0","","25","","","23-26 June 2009","","IEEE","IEEE Conference Publications"
"System Construction of Protection Solutions of Secondary Power System in Power Plant Based on Information Security","Li Xiaoming; Huang Ran; Liu Jing; Wu YuanBao","Sch. of Electr. Eng., Wuhan Univ., Wuhan, China","Power and Energy Engineering Conference, 2009. APPEEC 2009. Asia-Pacific","20090512","2009","","","1","4","Safe and stable operation of secondary of power system in power plant is the key part of electric power information security. By analyzing the system construction of protection solutions of secondary part of power system in the countries of the world, on the basis, according to the protection solutions of secondary part of power system, the paper gives the construction of protection solutions of secondary power system in power plant, up to the principles of safety protection, which provides construction scheme for safety protection in power enterprises.","","978-1-4244-2486-3","978-1-4244-2487-0","10.1109/APPEEC.2009.4918857","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4918857","","Information security;Power generation;Power system control;Power system protection;Power system security;Power systems;Production systems;Real time systems;Safety;Substation protection","electrical safety;power generation protection;power system security","information security;network security;power enterprises;power plant;power system safety;power system stable operation;secondary power system protection solutions","","0","","6","","","27-31 March 2009","","IEEE","IEEE Conference Publications"
"Network function virtualization in the multi-tenant cloud","Ruozhou Yu; Guoliang Xue; Kilari, V.T.; Xiang Zhang","Beijing Univ. of Posts & Telecommun., Beijing, China","Network, IEEE","20150601","2015","29","3","42","47","With more and more tenants launching their applications on the cloud, various requirements have been posed regarding the cloud's performance, security, and management. In the face of tenant demands, the cloud provider deploys different hardware middleboxes, carrying out different network functions, and enhancing the cloud's capability in serving tenant requirements. While middleboxes are crucial to the cloud, concerns have been raised regarding their costs, manageability, and performance overhead. To tackle these problems, researchers have proposed an alternative to hardware middleboxes: network function virtualization. Software applications are deployed in place of hardware middleboxes, offering equivalent functionalities while greatly improving flexibility, manageability, and cost-efficiency. In this paper we discuss opportunities and challenges that network function virtualization brings to the multi-tenant cloud. We also propose a cloud architecture that exploits virtual network functions. Our contributions can serve as an enlightener for future efforts in this area.","0890-8044","","","10.1109/MNET.2015.7113224","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7113224","","Cloud computing;Computer architecture;Middleboxes;Network architecture;Network topology;Telecommunication network topoloty;Virtualization","cloud computing;computer network security;virtual machines;virtualisation","Software applications;cloud architecture;cloud capability enhancement;cloud management;cloud performance;cloud provider;cloud security;cost-efficiency improvement;flexibility improvement;hardware middleboxes;manageability improvement;multitenant cloud;network function virtualization;performance overhead;tenant requirements","","0","","","","","May-June 2015","","IEEE","IEEE Journals & Magazines"
"Decoupling non-stationary and stationary components in long range network time series in the context of anomaly detection","James, C.; Murthy, H.A.","Dept. of Comput. Sci. &amp; Eng., Indian Inst. of Technol. Madras, Chennai, India","Local Computer Networks (LCN), 2012 IEEE 37th Conference on","20130131","2012","","","76","84","Network traffic characterisation and modeling using time series models is an area which has been extensively studied in the past. Coarse-grained (aggregated traffic) time series analysis using parametric approach, primarily carried out at the backbone network over a long time period (of the order of days to months), show strong deterministic cyclic trends, while the fine-grained (at the packet or flow level) counterpart, done mostly at edge network over small time period (of the order of few minutes), exhibit self-similar behaviour. This paper is an attempt to study the fine-grained time series characteristics of network traffic at an edge network, observed over a long period (of the order of days and weeks), using parametric approach. The analysis is carried out in the context of anomaly detection. Most of the earlier attempts in this direction followed a non-parametric approach, by either using adaptive or non-adaptive (i.e assuming stationarity) mechanisms, whose performance is found to be extremely sensitive towards empirically determined parameters of the model and hence difficult to determine. Also, the model parameters need to be recomputed at regular intervals of time (of the order of few seconds to minutes). To some extent, this make such algorithms less attractive in terms of generality and practical implementation. The first part of the paper discusses the statistical characteristics of such long range network time series. These are found to exhibit structural breaks apart from transient shocks and can be approximated by a stationary AR model, after an absolute first difference transformation (i.e decoupling stationary component from the non-stationary one). In the later part of the paper, the efficacy of the model proposed is evaluated, by conducting extensive trace driven simulations for the detection of low intensity TCP SYN flood Denial of Service (DoS) attacks. Performance is measured in terms of false positives, false alarm time, detection rate and- detection delay. Experiments are performed on actual traffic traces collected from one of the edge networks over a period of three months and for various sampling intervals (10s, 60s, 120s). Comparative studies with adaptive and non-adaptive methods are carried out to demonstrate the relevance of the proposed model. It is observed that the proposed method gives better performance with 100% detection accuracy for false positive as low as 0.9%.","0742-1303","978-1-4673-1565-4","","10.1109/LCN.2012.6423689","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6423689","Anomaly detection;Monitoring and forecasting;Network traffic characterisation;Stochastic modeling;Time series models","Adaptation models;Biological system modeling;Computational modeling;Image edge detection;Market research;Mathematical model;Time series analysis","autoregressive processes;computer network security;telecommunication traffic;time series;transport protocols","DoS attacks;adaptive mechanisms;aggregated traffic time series;anomaly detection;backbone network;coarse-grained time series analysis;decoupling nonstationary component;detection delay;detection rate;edge network;false alarm time;false positives;long range network time series modelling;low intensity TCP SYN flood denial of service attacks;network traffic characterisation;nonadaptive mechanisms;parametric approach;stationary AR model;stationary components;statistical characteristics;time 10 s;time 120 s;time 60 s;traffic traces;transient shocks","","0","","47","","","22-25 Oct. 2012","","IEEE","IEEE Conference Publications"
"Effective discovery of attacks using entropy of packet dynamics","Chan-Kyu Han; Hyoung-Kee Choi","Sungkyunkwan Univ., Suwon, South Korea","Network, IEEE","20091002","2009","23","5","4","12","Network-based attacks are so devastating that they have become major threats to network security. Early yet accurate warning of these attacks is critical for both operators and end users. However, neither speed nor accuracy is easy to achieve because both require effective extraction and interpretation of anomalous patterns from overwhelmingly massive, noisy network traffic. The intrusion detection system presented here is designed to assist in diagnosing and identifying network attacks. This IDS is based on the notion of packet dynamics, rather than packet content, as a way to cope with the increasing complexity of attacks. We employ a concept of entropy to measure time-variant packet dynamics and, further, to extrapolate this entropy to detect network attacks. The entropy of network traffic should vary abruptly once the distinct patterns of packet dynamics embedded in attacks appear. The proposed classifier is evaluated by comparing independent statistics derived from five well-known attacks. Our classifier detects those five attacks with high accuracy and does so in a timely manner.","0890-8044","","","10.1109/MNET.2009.5274916","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5274916","","Bandwidth;Computer crime;Entropy;Intrusion detection;Pattern analysis;Protection;Statistical distributions;Statistics;Telecommunication traffic;Traffic control","entropy;security of data;telecommunication security;telecommunication traffic","discovery of attacks;intrusion detection system;network security;network-based attacks;packet dynamics","","1","","20","","","September 2009","","IEEE","IEEE Journals & Magazines"
"Table of contents","","","Multimedia Computing and Systems (ICMCS), 2012 International Conference on","20121004","2012","","","1","9","Presents the table of contents of the 2012 International Conference on Multimedia Computing and Systems proceedings.","","978-1-4673-1518-0","","10.1109/ICMCS.2012.6320109","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6320109","","","","","","0","","","","","10-12 May 2012","","IEEE","IEEE Conference Publications"
"A Categorization Algorithm for Harmful Text Information Filtering","Juan Du; Zhi an Yi","Software Coll., Northeast Pet. Univ., Daqing, China","Multimedia Information Networking and Security (MINES), 2012 Fourth International Conference on","20130110","2012","","","31","34","Harmful text information filtering is a typical pattern recognition problem of small sample, the prediction result of classifier was biased towards the class with more samples, because of the samples that including the harmful information were difficult to gain. Construct virtual samples is an effective means to solve the problem of pattern recognition in the small sample, using the up-sampling method to construct virtual samples in the data layer, the traditional KNN algorithm has been improved: a small sample set is divided into clusters by using the K-means clustering, the virtual samples are generated and verified the validity in the cluster. The experimental results show that this method can construct the virtual samples which are similar to the real sample characteristics, and expand the small sample collection in order to effectively identify the harmful text information.","","978-1-4673-3093-0","","10.1109/MINES.2012.13","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405624","Harmful information filtering;Network information security;Small sample pattern recognition;Virtual sample","Classification algorithms;Clustering algorithms;Genetic algorithms;Genetics;Information filtering;Support vector machine classification;Training","information filtering;pattern classification;pattern clustering;sampling methods;text analysis","K-means clustering;categorization algorithm;classifier prediction result;data layer;harmful text information filtering;improved KNN algorithm;pattern recognition problem;real sample characteristics;up-sampling method;virtual sample generation","","0","","7","","","2-4 Nov. 2012","","IEEE","IEEE Conference Publications"
"Secure data transfer in MANET using hybrid cryptosystem","Sivaranjani, S.; Rajashree, S.","Dept. of Comput. Sci. & Eng., Jerusalem Coll. of Eng., Chennai, India","Information Communication and Embedded Systems (ICICES), 2014 International Conference on","20150209","2014","","","1","5","Today networks are protected by many firewalls and encryption software's. But many of them protection mechanisms are not sufficient and effective. Therefore an intrusion detection system (IDS) is required to monitor the network that detects misbehavior or anomalies and intimate other nodes in the network to avoid the misbehaving nodes. Various schemes are available for Intrusion Detection systems in Mobile Ad hoc networks (MANET). MANET does not require a fixed network infrastructure; every node works as both a sender and receiver. The security solutions for wireless networks are to provide security services, such as authentication, confidentiality, integrity. The IDS (Intrusion Detection System) is suitable for networks, which detects nodes misbehavior, anomalies in packet forwarding, such as intermediate nodes dropping or delaying packets is Enhanced Adaptive Acknowledgment (EAACK). We propose a hybrid encryption technique to reduce the network overhead caused by digital signature in EAACK.","","978-1-4799-3835-3","","10.1109/ICICES.2014.7033812","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7033812","AES;Hybrid crypto system;MANET;MD5;Public key algorithm;RS A;Symmetric key","Digital signatures;Encryption;Mobile ad hoc networks;Public key cryptography;Receivers;Routing protocols","mobile ad hoc networks;public key cryptography;telecommunication security","EAACK;IDS;MANET;delaying packets;digital signature;enhanced adaptive acknowledgment;hybrid cryptosystem;hybrid encryption technique;intermediate nodes dropping;intrusion detection system;mobile ad hoc networks;network overhead;packet forwarding;secure data transfer;wireless networks","","0","","8","","","27-28 Feb. 2014","","IEEE","IEEE Conference Publications"
"List of papers","","","Computer Network and Multimedia Technology, 2009. CNMT 2009. International Symposium on","20100108","2009","","","vii","xxi","Presents the table of contents of the proceedings.","","978-1-4244-5272-9","","10.1109/CNMT.2009.5374752","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5374752","","","","","","0","","","","","18-20 Jan. 2009","","IEEE","IEEE Conference Publications"
"Combining supervised and unsupervised learning for zero-day malware detection","Comar, P.M.; Lei Liu; Saha, S.; Pang-Ning Tan; Nucci, A.","Dept. of Comput. Sci., Michigan State Univ., East Lansing, MI, USA","INFOCOM, 2013 Proceedings IEEE","20130725","2013","","","2022","2030","Malware is one of the most damaging security threats facing the Internet today. Despite the burgeoning literature, accurate detection of malware remains an elusive and challenging endeavor due to the increasing usage of payload encryption and sophisticated obfuscation methods. Also, the large variety of malware classes coupled with their rapid proliferation and polymorphic capabilities and imperfections of real-world data (noise, missing values, etc) continue to hinder the use of more sophisticated detection algorithms. This paper presents a novel machine learning based framework to detect known and newly emerging malware at a high precision using layer 3 and layer 4 network traffic features. The framework leverages the accuracy of supervised classification in detecting known classes with the adaptability of unsupervised learning in detecting new classes. It also introduces a tree-based feature transformation to overcome issues due to imperfections of the data and to construct more informative features for the malware detection task. We demonstrate the effectiveness of the framework using real network data from a large Internet service provider.","0743-166X","978-1-4673-5944-3","","10.1109/INFCOM.2013.6567003","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6567003","","Feature extraction;Kernel;Malware;Payloads;Support vector machines;Training;Unsupervised learning","Internet;invasive software;learning (artificial intelligence);tree data structures","Internet service provider;Internet today;layer 3 network traffic features;layer 4 network traffic features;obfuscation methods;payload encryption;polymorphic capabilities;security threats;supervised learning;tree-based feature transformation;unsupervised learning;zero-day malware detection","","4","","13","","","14-19 April 2013","","IEEE","IEEE Conference Publications"
"Neighbor-Based Intrusion Detection for Wireless Sensor Networks","Stetsko, A.; Folkman, L.; Matya&#x0301;s&#x030C;, V.","Fac. of Inf., Masaryk Univ., Brno, Czech Republic","Wireless and Mobile Communications (ICWMC), 2010 6th International Conference on","20101111","2010","","","420","425","The neighbor-based detection technique explores the principle that sensor nodes situated spatially close to each other tend to have a similar behavior. A node is considered malicious if its behavior significantly differs from its neighbors. This detection technique is localized, unsupervised and adapts to changing network dynamics. Although the technique is promising, it has not been deeply researched in the context of wireless sensor networks yet. In this paper, we present symptoms which can be used in the neighbor-based technique for detection of selective forwarding, jamming and hello flood attacks. We implemented an intrusion detection system which employs the neighbor-based detection technique. The system was designed for and works on the TinyOS operating system running the Collection Tree Protocol. We evaluated accuracy of the technique in the detection of selective forwarding, jamming and hello flood attacks. The results show that the neighbor-based detection technique is highly accurate, especially in the case when collaboration among neighboring nodes is used.","","978-1-4244-8021-0","978-0-7695-4182-2","10.1109/ICWMC.2010.61","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5628755","intrusion detection system;neighbor-based detection technique;wireless sensor network","Base stations;Collaboration;Databases;Gaussian distribution;Jamming;Monitoring;Wireless sensor networks","access protocols;jamming;operating systems (computers);security of data;wireless sensor networks","TinyOS operating system;collection tree protocol;hello flood attacks;jamming;neighbor-based intrusion detection;network dynamics;selective forwarding;sensor nodes;wireless sensor networks","","8","","11","","","20-25 Sept. 2010","","IEEE","IEEE Conference Publications"
"Research on Intrusion Detection System Based on IRBF","Peng Yichun; Niu Yi; Hu Qiwei","Dept. of Comput. &amp; Inf. Sci., City Coll. of Dongguan Univ. of Technol., Dongguan, China","Computational Intelligence and Security (CIS), 2012 Eighth International Conference on","20130110","2012","","","544","548","As an active and dynamic security-defense technique, intrusion detection can detect the interior and exterior attacks, and it plays an important role in assuring the network security. A radial basis function (RBF) neural network learning algorithm based on immune recognition algorithm which based on the clonal selection principle recognition principle was studied. In the algorithm, the input data was regarded as antigens, and antibodies are regarded as the hidden layer centers. The weights of the output layer are determined by adopting the Recursive least square method, which can improve convergence speed and precision of the RBF neural network. This algorithm was applied to Intrusion Detection Systems. Theory and experiment show that this algorithm has better ability in intrusion detection, and can be used to improve the efficiency of intrusion detection, reduce the false alarm rate.","","978-1-4673-4725-9","","10.1109/CIS.2012.128","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6406079","Clonal Selection;Immune Algorithm;Intrusion Detection;Radial Basis Function Neural Network","Cloning;Heuristic algorithms;Immune system;Intrusion detection;Radial basis function networks;Training","convergence;learning (artificial intelligence);least squares approximations;radial basis function networks;security of data","IRBF;RBF neural network learning algorithm;active security-defense technique;antibodies;antigens;clonal selection principle;convergence speed;dynamic security-defense technique;exterior attack detection;false alarm rate;immune recognition algorithm;interior attack detection;intrusion detection system;network security;radial basis function neural network;recognition principle;recursive least square method","","0","","9","","","17-18 Nov. 2012","","IEEE","IEEE Conference Publications"
"Data collection for information security system","Fessi, B.A.; Benabdallah, S.; Hamdi, M.; Rekhis, S.; Boudriga, N.","Commun. Networks & Security Res. Unit (CN&S), Ecole Super. des Commun. (SUP''COM), Carthage, Tunisia","Engineering Systems Management and Its Applications (ICESMA), 2010 Second International Conference on","20100809","2010","","","1","8","The security of information systems is generally related to the deployed tools to protect the network infrastructure from attacks. These latter are based on detection components that analyze the information transmitted through the network. The existing systems do not provide a full protection and present a high rate of false positives that could result from a lack in the analysis of the collected information (events). Thus, useful information should be determined to perform accurate detection and hence perform good protection. In this paper, a new approach to collect useful data from the network is proposed. It is based on new components called: observers. The system architecture is presented and the different components are described in details. Furthermore, the functioning of the different parts of the system is discussed.","","978-1-4244-6520-0","978-9948-427-14-8","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5542665","IDS data analysis;Information Security data collection;data collection;event;observer;scalability","Communication networks;Communication system security;Data analysis;Data security;Information analysis;Information security;Information systems;Intrusion detection;Performance analysis;Protection","data analysis;security of data;software architecture","data collection;information security system;network infrastructure;system architecture","","0","","14","","","March 30 2010-April 1 2010","","IEEE","IEEE Conference Publications"
"Detection of stealth Man-in-the-Middle attack in wireless LAN","Kumar, V.; Chakraborty, S.; Barbhuiya, F.A.; Nandi, S.","Dept. of Comput. Sci. & Eng., Indian Inst. of Technol. Guwahati, Guwahati, India","Parallel Distributed and Grid Computing (PDGC), 2012 2nd IEEE International Conference on","20130207","2012","","","290","295","Wireless Local Area Networks (WLANs) are acquiring their hold in all the verticals of life. WLANs have gone through rapid changes with respect to their security standards in near time. Man-in-the-Middle (MITM) attack is one of the most catastrophic attacks in WLAN. Stealth MITM (SMITM) attack is a new way of doing MITM based on Address Resolution Protocol (ARP) poisoning. In this attack, ARP poisoning is done directly to the victim by forging the frame ARP response protocol structure and exploiting WPA2 key management. In this paper we propose a Wireless Intrusion Detection System (WIDS) for SMITM attack. The proposed WIDS successfully detects the SMITM attack and other similar attacks like MITM (using ARP poisoning) and IP Spoofing. The proposed WIDS system is simulated in NS-3 network simulator and the scheme is found to work correctly when the attacker is static and is under the coverage of a single sensor during the complete period of attack.","","978-1-4673-2922-4","","10.1109/PDGC.2012.6449834","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6449834","","Local area networks;Logic gates;Probes;Programmable logic arrays;Quality of service;Transmitters;Uplink","computer network security;protocols;wireless LAN","ARP;IP spoofing;NS-3 network simulator;SMITM;WIDS;address resolution protocol;man-in-the-middle attack;security standards;stealth MITM;stealth detection;wireless LAN;wireless intrusion detection system;wireless local area networks","","3","","9","","","6-8 Dec. 2012","","IEEE","IEEE Conference Publications"
"Security in space information networks","Chunxiao Jiang; Xuexia Wang; Jian Wang; Hsiao-Hwa Chen; Yong Ren","Tsinghua Univ., Beijing, China","Communications Magazine, IEEE","20150806","2015","53","8","82","88","Space information networks were proposed to broaden the observation area and realize continuous information acquisition using satellites and high altitude platform stations. Space information networks are able to enhance detection and transmission capabilities compared to the current single Earth observation satellite. Although lots of technical work has been done concerning the space network architecture and protocols, the security issues have not been investigated well. In this article, we focus on the security problems in space information networks from four perspectives, that is, secure handoff, secure transmission control, key management, and secure routing. Existing works, together with their challenges and open problems, are discussed, and our proposed scheme is introduced. Overall, this article aims to help readers understand the motivation, problem formulation, and solutions regarding security issues on space information networks.","0163-6804","","","10.1109/MCOM.2015.7180512","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7180512","","Aerospace electronics;Low earth orbit satellites;Network security;Routing;Space research;Space vehicles","computer network security;high altitude stratospheric platforms;information networks;protocols;satellite ground stations;space communication links","detection capability enhancement;high altitude platform station;information acquisition;protocol;satellites station;space information network security;transmission capability enhancement","","0","","","","","August 2015","","IEEE","IEEE Journals & Magazines"
"The Research on Network Security Visualization Key Technology","Xiaoyan Li; Qingxian Wang; Lin Yang; Xiangyang Luo","Zhengzhou Inf. Sci. &amp; Technol. Inst., Zhengzhou, China","Multimedia Information Networking and Security (MINES), 2012 Fourth International Conference on","20130110","2012","","","983","988","Managing complex enterprise networks requires an understanding at a fine granularity than traditional network monitoring. The ability to correlate and visualize the dynamics and inter-relationships among various network components such as hosts, users, and applications is non-trivial. Network security visualization is a highlighted topic of network security research in recent years, The existing research situation of network security visualization is analyzed. the paper first proposed the network security situation awareness model, and analysis network security situation awareness method, at last, and designed and implemented the security situation visualization prototype system based on geographic information systems, network topology graph, attack paths. The security situation data show in multiple views, multi-angle, multi-level display to the user by visualization technology, therefore the performance of the security situation will be more accurate and vivid, assessment of network security situation become timely and accurate, laying the foundation for rapid decision-making.","","978-1-4673-3093-0","","10.1109/MINES.2012.236","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405746","Quantification;Security situation;Situation awareness;Visualization","Data visualization;IP networks;Monitoring;Network topology;Security;Servers;Visualization","business data processing;complex networks;computer network security;data visualisation;geographic information systems;network topology","attack paths;complex enterprise networks;decision-making;geographic information systems;network security situation awareness method;network security situation awareness model;network security visualization;network topology graph;security situation visualization prototype system;visualization technology","","0","","11","","","2-4 Nov. 2012","","IEEE","IEEE Conference Publications"
"3D-IDS: IaaS User-oriented Intrusion Detection System","Jie He; Chuan Tang; Yuexiang Yang; Yong Qiao; Chaobin Liu","Sch. of Comput., Nat. Univ. of Defense Technol., Changsha, China","Information Science and Engineering (ISISE), 2012 International Symposium on","20130411","2012","","","12","15","Being the core technology of IaaS (Infrastructure as a Service) cloud computing data center, server virtualization can virtualize servers with surplus resources to multiple virtual machines with diverse configurations according to users' demands. This can significantly improve the utilization of computing resources. Traditional intrusion detection techniques are no longer suitable for security detection of IaaS cloud computing data centers any more due to the specificity of IaaS architecture. Furthermore, most current intrusion detection systems (IDS) for cloud environment are provider-oriented. It's hard for IaaS users to obtain the statuses of virtual machines rented by them. In this paper, we designed a three-dimensional intrusion detection system (3D-IDS). Through a distributed collection of information on virtual machines, such as system logs, host behaviors and network behaviors, our system can synthesize related information to supply detailed security statuses of each virtual machine for IaaS users.","2160-1283","978-1-4673-5680-0","","10.1109/ISISE.2012.12","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6495288","Cloud Computing;IaaS;Intrusion Detection;Virtualization Security","","cloud computing;security of data;virtual machines;virtualisation","3D-IDS system;IaaS user-oriented intrusion detection system;cloud computing data center;computing resource utilization;host behavior;information collection;infrastructure-as-service;network behavior;security detection;server virtualization;virtual machines","","0","","9","","","14-16 Dec. 2012","","IEEE","IEEE Conference Publications"
"Information Security Compliance over Intelligent Transport Systems: Is IT Possible?","Dellios, K.; Papanikas, D.; Polemi, D.","","Security & Privacy, IEEE","20150604","2015","13","3","9","15","The automotive industry has used emerging technological concepts to transform automobiles into sophisticated cyber platforms. However, this extended technological evolution hides multiple security risks capable of affecting both the intelligent transportation domain and human life itself.","1540-7993","","","10.1109/MSP.2015.59","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7118081","ITS;analysis;assessment;critical infrastructure;intelligent transport system;interdependencies;security;security management;threats","Automotive engineering;Computer security;Information security;Privacy;Safety;Security","automobile industry;intelligent transportation systems;security of data","ITS;automobile transformation;automotive industry;information security compliance;intelligent transport system;technological evolution","","0","","15","","","May-June 2015","","IEEE","IEEE Journals & Magazines"
"Network-level characteristics of spamming: An empirical analysis","Kokkodis, M.; Faloutsos, Michalis; Markopoulou, A.","Dept. of CS&E, Univ. of California, Riverside, Riverside, CA, USA","Network Protocols (ICNP), 2011 19th IEEE International Conference on","20111201","2011","","","25","30","Has the behavior of spammers changed over the last few years? To answer this question, we conduct a study from three recent data sources. Specifically, we focus on the following broad questions: (a) how are email addresses harvested, (b) where is spam coming from, and (c) how does spam evolve over time. First, we discuss whether spammers still use email harvesting: 34% of the honeypot accounts we publicised received spam after 72 days on average. Interestingly, we find that simple email address obfuscation is quite effective against harvesting. Second, we identify significant skew in the spatial distribution of the origin of spam in both the IP-level and AS-level of granularity. We find that 20% of the active IPs are responsible for 80% of the total volume of spam and that 10% of the spamming ASes are responsible for the 90% of the volume. Finally, we study the temporal characteristics of the spamming IPs and find that spam activity has spread to new /8 subnetworks since 2006. Considering these spatio-temporal trends, the future of anti-spam is mixed: the current skewed spatial distribution of spam sources could be helpful in filtering spam, but the fact that spam sources are spreading in the IP space is a worrisome sign.","","978-1-4577-1392-7","","10.1109/ICNP.2011.6089060","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6089060","","Distribution functions;Educational institutions;HTML;IP networks;Servers;Unsolicited electronic mail","IP networks;Internet;information filtering;security of data;unsolicited e-mail","AS-level;IP-level;anti-spam;email address;email harvesting;honeypot account;network-level characteristics;spam activity;spam filtering;spam source;spamming IP","","1","","29","","","17-20 Oct. 2011","","IEEE","IEEE Conference Publications"
"Is the future Web more insecure? Distractions and solutions of new-old security issues and measures","Maggi, F.; Zanero, S.","Dipt. di Elettron. e Inf., Politec. di Milano, Milan, Italy","Cybersecurity Summit (WCS), 2011 Second Worldwide","20110808","2011","","","1","9","The world of information and communication technology is experiencing changes that, regardless of some skepticism, are bringing to life the concept of utility computing"". The nostalgics observed a parallel between the emerging paradigm of cloud computing and the traditional time-sharing era, depicting clouds as the modern reincarnation of mainframes available on a pay-per-use basis, and equipped with virtual, elastic, disks-asa-service that replace the old physical disks with quotas. This comparison is fascinating, but more importantly, in our opinion, it prepares the ground for constructive critiques regarding the security of such a computing paradigm and, especially, one of its key components: web services. In this paper we discuss our position about the current countermeasures (e.g., intrusion detection systems, anti-malware), developed to mitigate well-known web security threats. By reasoning on said affinities, we focus on the simple case study of anomaly-based approaches, which are employed in many modern protection tools, not just in intrusion detectors. We illustrate our position by the means of a simple running example and show that attacks against injection vulnerabilities, a widespread menace that is easily recognizable with ordinary anomaly-based checks, can be difficult to detect if web services are protected as they were regular web applications. Along this line, we concentrate on a few, critical hypotheses that demand particular attention. Although in this emerging landscape only a minority of threats qualify as novel, they could be difficult to recognize with the current countermeasures and thus can expose web services to new attacks. We conclude by proposing simple modifications to the current countermeasures to cope with the aforesaid security issues.","","978-1-4577-1449-8","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5978790","Cloud Computing;Security;Web Services","Cloud computing;Debugging;Programming;Protocols;Security;Software","Web services;cloud computing;invasive software","Web security threats;Web services;anti-malware;cloud computing;information and communication technology;injection vulnerabilities;intrusion detection systems;protection tools;security issues;security measures;utility computing","","0","","48","","","1-2 June 2011","","IEEE","IEEE Conference Publications"
