"http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?download-format=download-csv&ar=6081881,4414457,6415817,7133049,4688384,6682080,1392755,7033803,6851533,5549466,6933224,6508330,1210188,4804448,6758839,4721575,1333427,5273867,7165133,4580099,1690388,5451769,1625320,5476663,4215807,6718441,4664274,4024481,4721224,6554177,7129395,6329231,6515481,6997064,7158882,1206606,6846477,1607533,7034170,1437836,5898964,4223229,4076926,4620623,6208348,6299287,5062173,5279558,6903487,5623381,4021947,5999864,5635570,1260114,6184895,4529320,6822318,6185284,5990655,6332204,6686474,5714492,7182944,5484830,7019283,5717159,1630921,7064626,5485336,6828057,6940213,4446697,7129184,4446054,4738466,6980960,6890520,6195589,7000543,6565409,5560697,7012931,4258525,1173566,1274254,6220366,6838228,5959760,4299776,6518912,5350409,4382879,7164948,5473646,1592979,6523809,5600281,5358211,6332370,6081880",2015/11/22 18:20:45
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Design and Implementation of a Multi-gigabit Intrusion and Virus/Worm Detection System","Seok-Min Kang; Il-Seop Song; Youngseok Lee; Taeck-Geun Kwon","Dept. of Computer Science & Engineering, Chungnam National University, Daejeon, Korea. esemkang@cnu.ac.kr","Communications, 2006. ICC '06. IEEE International Conference on","20061211","2006","5","","2136","2141","In order to support a line-speed intrusion detection, a hardware-based solution for an intrusion detection is required, because the traditional Intrusion Detection System (IDS) based on software does not provide enough performance. In this paper, we have proposed a network processor based intrusion detection system supporting up to a 10 Gbps interfaces with deep packet inspection. To achieve higher performance, we have employed a Ternary Content Addressable Memory (TCAM) and invented a parallel TCAM accessing scheme with storing all position-aware sub-patterns in TCAM. In addition, the parallel TCAM access is applicable to the multi-packet inspection and plenty of very large patterns such as virus and worm signatures. With various experimental results, we have clearly justified the proposed algorithm works well for a multi-gigabit intrusion and virus/worm detection system.","8164-9547","1-4244-0355-3","1-4244-0355-3","10.1109/ICC.2006.255086","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4024481","intrusion detection system;network processor;network security;pattern matching","Associative memory;Computer science;Computer worms;Design engineering;IP networks;Inspection;Intrusion detection;Pattern matching;Search engines;Software performance","","","","0","","16","","","June 2006","","IEEE","IEEE Conference Publications"
"An Architecture for Inline Anomaly Detection","Krueger, T.; Gehl, C.; Rieck, K.; Laskov, P.","Fraunhofer Inst. FIRST, Berlin","Computer Network Defense, 2008. EC2ND 2008. European Conference on","20081222","2008","","","11","18","In this paper we propose an intrusion prevention system (IPS) which operates inline and is capable to detect unknown attacks using anomaly detection methods. Incorporated in the framework of a packet filter each incoming packet is analyzed and -- according to an internal connection state and a computed anomaly score -- either delivered to the production system, redirected to a special hardened system or logged to a network sink for later analysis. Runtime measurements of an actual implementation prove that the performance overhead of the system is sufficient for inline processing. Accuracy measurements on real network data yield improvements especially in the number of false positives, which are reduced by a factor of five compared to a plain anomaly detector.","","978-0-7695-3479-4","","10.1109/EC2ND.2008.8","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4721224","anomaly detection;intrusion detection","Computer architecture;Computer networks;Data analysis;Decision making;Event detection;Filters;Intelligent networks;Intrusion detection;Production systems;Protection","computer network management;security of data;telecommunication security","inline anomaly detection;intrusion prevention system;packet filter","","1","","22","","","11-12 Dec. 2008","","IEEE","IEEE Conference Publications"
"Book of abstracts","","","Computer Science & Education (ICCSE), 2013 8th International Conference on","20130715","2013","","","35","74","Presents abstracts for the articles comprising the conference proceedings.","","978-1-4673-4464-7","","10.1109/ICCSE.2013.6554177","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6554177","","","","","","0","","","","","26-28 April 2013","","IEEE","IEEE Conference Publications"
"SNACK: An efficient intrusion detection system in Mobile Ad-Hoc Network based on the Selective-Negative Acknowledgement algorithm","Emami, A.B.; Samet, S.; Azarpira, A.; Farrokhtala, A.","Dept. of Comput. Sci., Memorial Univ. of Newfoundland, St. John's, NL, Canada","Electrical and Computer Engineering (CCECE), 2015 IEEE 28th Canadian Conference on","20150625","2015","","","903","907","The Mobile Ad-Hoc Network (MANET) consists of independent devices connected together, which can change their locations and configure themselves without being controlled by a central unit. This autonomous topology of MANET makes it vulnerable against the internal attacks, such as black hole, wormhole, and flooding, from inside the system. One existing solution to this problem has been achieved by using Negative Acknowledgement (NACK) as an Intrusion Detection System (IDS). NACK method is easy to implement and has a high level of packet delivery with lightweight security monitoring. However, although packet delivery is guaranteed in NACK, its high rate of routing overhead and high level of energy consumption become as two big weaknesses of the network, especially when it comes to increasing the mobility and the number of insider attacks. In this study the performance of NACK in this regard has been challenged and investigated in different scenarios. Then a new approach, called Selective Negative Acknowledgement (SNACK), based on NACK and Selective Acknowledgement (SACK) is proposed. It is shown that the proposed acknowledgement method outperforms NACK with much less packet overhead, by comparing the results of simulations in Network Simulator v-2.35 (NS-2).","0840-7789","978-1-4799-5827-6","","10.1109/CCECE.2015.7129395","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7129395","Internal Attacker;Intrusion Detection System;Mobile Ad-Hoc Network;Negative/Selective-Acknowledgement","Cryptography;Mobile ad hoc networks;Monitoring;Nickel;Protocols;Routing","mobile ad hoc networks;mobility management (mobile radio);security of data;telecommunication network routing;telecommunication security","IDS;MANET;Network Simulator v-2.35;SACK;SNACK method;black hole;independent devices;intrusion detection system;lightweight security monitoring;mobile ad-hoc network;packet delivery;selective acknowledgement;selective-negative acknowledgement algorithm;wormhole","","0","","20","","","3-6 May 2015","","IEEE","IEEE Conference Publications"
"Towards Concurrent Data Sampling Using GPU Coprocessing","Seeger, M.M.; Wolthusen, S.D.","Dept. Secure Services, Center for Adv. Security Res. Darmstadt (CASED), Darmstadt, Germany","Availability, Reliability and Security (ARES), 2012 Seventh International Conference on","20121011","2012","","","557","563","Host intrusion detection systems operating on the host under observation itself are limited by an adversary's ability to subvert all data collection and the detection and mitigation mechanisms themselves. Although coprocessor architectures have been proposed to avoid this security mechanism integrity problem, they either involve the application of non-standard hardware or rely on host-bound application programming interfaces (API). This is why, so far, they are only used in the field of network intrusion detection. In this paper, we present our results concerning a concurrent host memory sampling mechanism based on direct memory access (DMA) and demonstrate that it is possible to de-couple GPU kernel execution, thereby providing temporary isolation from the host and allowing data sampling actions to be taken without interruption. We present a security analysis of our approach and detail a proof-of-concept implementation of the autonomous concurrent monitoring and sampling system, thus, validating that self-sufficient data sampling using a commodity coprocessor (i.e. a GPU) is indeed possible.","","978-1-4673-2244-7","","10.1109/ARES.2012.92","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6329231","Autonomous GPU Kernels;Coprocessor;Data Sampling;Intrusion detection","Coprocessors;Graphics processing unit;Hardware;Intrusion detection;Kernel","application program interfaces;computerised monitoring;file organisation;graphics processing units;operating system kernels;security of data","API;DMA;GPU coprocessor architectures;GPU kernel execution decoupling;autonomous concurrent monitoring system;autonomous concurrent sampling system;commodity coprocessor;concurrent host memory sampling mechanism;data collection;direct memory access;host intrusion detection systems;host-bound application programming interfaces;mitigation mechanisms;nonstandard hardware;proof-of-concept implementation","","0","","15","","","20-24 Aug. 2012","","IEEE","IEEE Conference Publications"
"Automatic attack signature generation systems: A review","Kaur, S.; Singh, M.","Thapar Univ. Patiala, Patiala, India","Security & Privacy, IEEE","20131212","2013","11","6","54","61","Signature-based intrusion detection systems provide solutions to counter the increasing number of attacks on network resources. But this is not helpful for novel attacks whose signatures aren't available. Automated signature generation systems can work proactively to detect these attacks in real time and generate signatures of new attacks. This article analyzes the latest developments, including Honeycyber, Hancock, Arbor, Auto-Sign, Argos, Hamsa, F-Sign, and a hybrid honeyfarm-based defense system, comparing these systems on the basis of their ability to detect novel attacks, signature generation method, suitability for multiple instances of worms, type of signature generated, attacks and worms covered, false alarm rates, and relative strengths and weaknesses.","1540-7993","","","10.1109/MSP.2013.51","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6515481","0-day attack;intrusion detection system;signature generation","Handwriting recognition;Intrusion detection;Signature generation","digital signatures","automated signature generation systems;automatic attack signature generation systems;network resources;signature based intrusion detection systems","","1","","12","","2013-05-13","Nov.-Dec. 2013","","IEEE","IEEE Journals & Magazines"
"Study of Network Architecture and IP Address Allocation of Wireless VPN for Power Grid","Zou Ying; Wang Yirong; Wang Ning","Dept. of Sci. & Technol., Beijing Guodiantong Network Technol. Co., Ltd., Beijing, China","Enterprise Systems Conference (ES), 2014","20150119","2014","","","305","309","Based on the study of network borders and application characteristics of the State Grid, and also of the network technology and the communication operators network architecture, Power Grid network architecture, IP address allocation methods and safety protection are studied deeply, and then provide the network architecture, IP address allocation methods, safety protection applicable to the wireless VPN for Power Grid, reference for wireless VPN of Power Grid and other industry application.","","978-1-4799-5553-4","","10.1109/ES.2014.20","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6997064","APN;IP address allocation;VLAN;Wireless VPN for Power Grid","Communication system security;IP networks;Planning;Resource management;Security;Wireless communication","carrier transmission on power lines;power grids;radiocommunication;virtual private networks","IP address allocation methods;application characteristics;communication operators network architecture;network borders;network technology;power grid network architecture;safety protection;state grid;wireless VPN","","0","","9","","","2-3 Aug. 2014","","IEEE","IEEE Conference Publications"
"Specification based IDS for camouflaging wormhole attack in OLSR","Biswas Dutta, C.; Biswas, U.","Dept. of Comput. Sci. & Eng., Univ. of Kalyani, Kalyani, India","Control and Automation (MED), 2015 23th Mediterranean Conference on","20150716","2015","","","960","966","Wireless sensor networks (WSN) face different security threats that disrupt the normal activities and degrade the performance of the networks. The wormhole attack is one of the most severe security attacks in WSN. In this paper, we analyze the effect of the wormhole attack in Optimized Link State routing (OLSR), which is a standard proactive routing protocol for WSN. A modified version of wormhole attack is developed in this paper, called camouflaging wormhole attack, and a corresponding specification based IDS is designed to detect and prevent this attack. Finally, Network Simulator (NS2) is used to measure the performance of the propose algorithm. The subsequent experimental results show that the efficiency of the proposed scheme.","","","","10.1109/MED.2015.7158882","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7158882","Intrusion Detection System;OLSR;Wireless Sensor Network;Wormhole Attack","Delays;Monitoring;Receivers;Routing protocols;Synchronization;Wireless sensor networks","routing protocols;telecommunication security;wireless sensor networks","IDS;OLSR;WSN;camouflaging wormhole attack;network simulator;optimized link state routing;proactive routing protocol;security attack;security threat;wireless sensor network","","0","","12","","","16-19 June 2015","","IEEE","IEEE Conference Publications"
"Classification of anomalous traces of privileged and parallel programs by neural networks","Zhen Liu; Bridges, S.M.; Vaughn, R.B.","Dept. of Comput. Sci., Mississippi State Univ., MS, USA","Fuzzy Systems, 2003. FUZZ '03. The 12th IEEE International Conference on","20030625","2003","2","","1225","1230 vol.2","The focus of intrusion detection has recently shifted from user-based and connection-based to process-based intrusion detection. Substantial research has been done in the analysis of system call logs using different methods including neural networks. Detection is based on the classification of short sequences as anomalous or normal. The classification of interest, however, is the status of the program trace, not just the short sequences. In this paper we report the results of a comparative study of three different methods for on-line classification of program traces based detection of anomalies in sequences of system calls by neural networks. These results demonstrate that methods that use information about the locality of anomalies are more effective than those that only look at the number of anomalies.","","0-7803-7810-5","","10.1109/FUZZ.2003.1206606","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1206606","","Bridges;Computer crime;Computer science;Computer security;Computerized monitoring;Electronic commerce;Intrusion detection;Neural networks;Operating systems;Pattern recognition","neural nets;parallel programming;security of data","anomalies;anomalous traces;connection based intrusion detection;neural networks;parallel programs;privileged programs;process based intrusion detection;system call logs;user based intrusion detection","","1","","15","","","25-28 May 2003","","IEEE","IEEE Conference Publications"
"Efficient Checkpointing of Virtual Machines Using Virtual Machine Introspection","Aderholdt, F.; Fang Han; Scott, S.L.; Naughton, T.","ECE Dept., Tennessee Technol. Univ., Cookeville, TN, USA","Cluster, Cloud and Grid Computing (CCGrid), 2014 14th IEEE/ACM International Symposium on","20140708","2014","","","414","423","Cloud Computing environments rely heavily on system-level virtualization. This is due to the inherent benefits of virtualization including fault tolerance through checkpoint/restart (C/R) mechanisms. Because clouds are the abstraction of large data enters and large data enters have a higher potential for failure, it is imperative that a C/R mechanism for such an environment provide minimal latency as well as a small checkpoint file size. Recently, there has been much research into C/R with respect to virtual machines (VM) providing excellent solutions to reduce either checkpoint latency or checkpoint file size. However, these approaches do not provide both. This paper presents a method of check pointing VMs by utilizing virtual machine introspection (VMI). Through the usage of VMI, we are able to determine which pages of memory within the guest are used or free and are better able to reduce the amount of pages written to disk during a checkpoint. We have validated this work by using various benchmarks to measure the latency along with the checkpoint size. With respect to checkpoint file size, our approach results in file sizes within 24% or less of the actual used memory within the guest. Additionally, the checkpoint latency of our approach is up to 52% faster than KVM's default method.","","","","10.1109/CCGrid.2014.72","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6846477","Checkpointing;Cloud;Virtualization","Checkpointing;Kernel;Linux;Memory management;Monitoring;Virtual machine monitors;Virtual machining","checkpointing;cloud computing;fault tolerance;virtual machines;virtualisation","C/R mechanisms;VMI;checkpoint/restart mechanisms;cloud computing environments;fault tolerance;system-level virtualization;virtual machine introspection","","0","","30","","","26-29 May 2014","","IEEE","IEEE Conference Publications"
"Centralized surveillance of unused address space by using virtual networks","Minohara, T.; Ishikawa, S.; Amano, M.","Dept. of Comput. Sci., Takushoku Univ., Tokyo, Japan","Dependable Computing, 2005. Proceedings. 11th Pacific Rim International Symposium on","20060320","2005","","","8 pp.","","Considerable attention has been paid to the Internet security. Honeypot is one of effective mechanism to detect and analyze intruders activities. Since packets sent to honeypots are almost always malicious, thus false alerts, that is serious problems in the normal intrusion detection system, are minimized. However, there are two important disadvantages in honeypot. First, the scope of a honeypot is limited to the address it attached. Second, there are potential risk that honeypot is compromised by a smart intruder. In this paper, we propose a centralized surveillance of unused address space. The whole unused addresses in the organization are virtually watched by a small number of the honeypots installed in a special network under the control. By the aggregation of honeypots, honeypots may be supervised well, and the risk of compromise may be reduced. The surveillance system can be established without making alternation in existing network equipments. It selects the address under surveillance autonomously. It is able to adapt to addition and deletion of networks and hosts without any administration.","","0-7695-2492-3","","10.1109/PRDC.2005.23","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1607533","","Computer science;Computer security;Computer worms;Electronic mail;IP networks;Internet;Intrusion detection;Network topology;Surveillance;Switches","Internet;surveillance;telecommunication security","Internet security;centralized surveillance;honeypot;unused address space surveillance;virtual networks","","0","1","10","","","12-14 Dec. 2005","","IEEE","IEEE Conference Publications"
"An analytical approach to secured routing protocol using pre-key distribution in clustered wireless sensor networks","Kasirajan, S.S.; Kumar, R.V.K.M.; Manoj, S.B.; Rajasoundaran, S.; Narayanasamy, P.","Dept. of Inf. Sci. & Technol. CEG, Anna Univ., Chennai, India","Information Communication and Embedded Systems (ICICES), 2014 International Conference on","20150209","2014","","","1","5","Wireless sensor networks are currently being employed in a variety of applications ranging from medical to military and from home to industry. In military areas highly confidential information are being exchanged between the sensor nodes. Wireless Sensor Networks being mobile in nature are prone to various kinds of attacks. An open problem today is to design a secured routing. This paper aims in providing secured routing using Pairwise Distribution in a clustered wireless sensor network to preserve anonymity of the network at the same time guaranteeing full security.","","978-1-4799-3835-3","","10.1109/ICICES.2014.7034170","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7034170","Clustered Network;Wireless Sensor Networks;key management;pre-key distribution;security;style","Base stations;Clustering algorithms;Educational institutions;Intrusion detection;Monitoring;Wireless sensor networks","cryptography;digital signatures;mobile communication;routing protocols;telecommunication security;wireless sensor networks","pairwise distribution;prekey distribution;routing protocol;secured routing;sensor nodes;wireless sensor networks","","0","","13","","","27-28 Feb. 2014","","IEEE","IEEE Conference Publications"
"Enhanced secure dynamic DNS update with indirect route","Wilkinson, D.; Edward Chow, C.; Yu Cai","Dept. of Comput. Sci., Colorado Univ., Colorado Springs, CO, USA","Information Assurance Workshop, 2004. Proceedings from the Fifth Annual IEEE SMC","20050606","2004","","","335","341","In this paper, we present the design and implementation of the enhanced secure dynamic DNS update with indirect route (the IR DNS update). The existing DNS update may experience serious performance problem when the normal Internet route is unstable or unavailable due to DDoS attacks. By setting up indirect route via a set of proxy servers from the target side DNS server to the client side DNS server, the DNS zone data can be transported over Internet via the indirect routes to foil the DDoS attack. After the IR DNS update, the end users can get the indirect routing information by querying the DNS server, and set up indirect route to the target server accordingly. The IR DNS update is an essential part of the Secure Collective Defense (SCOLD) system, and it can be utilized independently as an extension to the existing DNS update utility. This technique can also be utilized to protect the root DNS servers from DDoS attacks. The implementation of the IR DNS update on BIND 9 is presented. The experimental results show that the IR DNS update can be used to improve the network security, availability and performance.","","0-7803-8572-1","","10.1109/IAW.2004.1437836","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1437836","","Availability;Computer crime;Data security;Domain Name System;Internet;Network servers;Protection;Routing;Springs;Web server","Internet;client-server systems;network servers;performance evaluation;telecommunication network routing;telecommunication security","DDoS attack;DNS server;IR DNS update;Internet;Secure Collective Defense system;domain name system;indirect route;network security;proxy server","","1","1","27","","","10-11 June 2004","","IEEE","IEEE Conference Publications"
"Combating persistent adversaries in wireless sensor networks using directional antennas","Stavrou, E.; Pitsillides, A.","Dept. of Comput. Sci., Univ. of Cyprus, Nicosia, Cyprus","Telecommunications (ICT), 2011 18th International Conference on","20110620","2011","","","433","438","Security is an important property in applications offering services in mission-critical areas, such as in healthcare, military, transportation, etc. Wireless sensor networks (WSN) support the mission of these applications by monitoring the environment and reporting observations to appropriate authorities that are responsible for decision-making. Often, their operation can be at risk by adversaries that launch attacks against the WSN with the aim of compromising the reliability and availability of the network and the respective application. The outcome of an attack highly depends on the experience of the adversary and his capabilities in terms of programming skills, security knowledge and resources. From the network perspective, the challenge is to reliably recover to a normal operation as soon as the adversary is been detected and allow for packet delivery to destination. The challenge is even greater in the presence of adversaries that adapt their intrusion strategy to break the deployed recovery countermeasures and continue affecting the network. Proposed recovery countermeasures typically assume the use of omni-directional antennas, which cannot take advantage of antenna directivity in order to manipulate communication paths between WSN nodes for the purpose of (physically) bypassing an adversary. This paper presents an intrusion recovery protocol in WSNs that uses directional antennas to create controlled communication paths, thus routing, and enhancing the reliability, self-healingness and resilience of the network. The proposed protocol is implemented within the AODV context and evaluated using ns-2. We demonstrate the effectiveness of the proposed protocol to deliver packets to the destination in the presence of multiple persistent adversaries that deploy different types of simple to extended attacks.","","978-1-4577-0025-5","","10.1109/CTS.2011.5898964","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5898964","WSN security;directional antennas;recovery;secure routing","Computer crime;Directional antennas;Protocols;Routing;Throughput;Wireless sensor networks","computer network reliability;computer network security;directive antennas;safety-critical software;wireless sensor networks","decision-making;directional antennas;mission-critical areas;network availability;network reliability;ns-2;persistent adversaries;security;wireless sensor networks","","2","","21","","","8-11 May 2011","","IEEE","IEEE Conference Publications"
"Lurking in the Shadows: Identifying Systemic Threats to Kernel Data","Baliga, A.; Kamat, Pandurang; Iftode, L.","Dept. of Comput. Sci., Rutgers Univ., New Brunswick, NJ","Security and Privacy, 2007. SP '07. IEEE Symposium on","20070604","2007","","","246","251","The integrity of kernel code and data is fundamental to the integrity of the computer system. Tampering with the kernel data is an attractive venue for rootkit writers since malicious modifications in the kernel are harder to identify compared to their user-level counterparts. So far however, the pattern followed for tampering is limited to hiding malicious objects in user-space. This involves manipulating a subset of kernel data structures that are related to intercepting user requests or affecting the user's view of the system. Hence, defense techniques are built around detecting such hiding behavior. The contribution of this paper is to demonstrate a new class of stealthy attacks that only exist in kernel space and do not employ any hiding techniques traditionally used by rootkits. These attacks are stealthy because the damage done to the system is not apparent to the user or intrusion detection systems installed on the system and are symbolic of a more systemic problem present throughout the kernel. Our goal in building these attack prototypes was to show that such attacks are not only realistic, but worse; they cannot be detected by the current generation of kernel integrity monitors, without prior knowledge of the attack signature.","1081-6011","0-7695-2848-1","","10.1109/SP.2007.25","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4223229","","Computer architecture;Computer science;Control systems;Data structures;Detectors;File systems;Intrusion detection;Kernel;Monitoring;Prototypes","data integrity;data structures;invasive software;operating system kernels","attack signature;kernel code;kernel data structures;malicious modifications;stealthy attacks;systemic threats","","15","","18","","","20-23 May 2007","","IEEE","IEEE Conference Publications"
"Hardware-Assisted Scanning for Signature Patterns in Image File Fragments","Dandass, Y.S.","Mississippi State Univ., MS","System Sciences, 2007. HICSS 2007. 40th Annual Hawaii International Conference on","20070129","2007","","","268","268","The ability to detect fragments of deleted image files and to reconstruct these image files from all available fragments on disk is an important activity in the field of digital forensics. Although reconstruction of image files from the file fragments on disk can be accomplished by simply comparing the content of sectors on disk with the content of known files, this brute-force approach can be time consuming. This paper presents results from research into the use of field programmable gate arrays (FPGAs) in detecting specific image file byte patterns in disk clusters. Unique identifying pattern for each disk sector is compared against patterns in known images. A pattern match indicates the potential presence of an image and flags the disk sector for further in-depth examination to confirm the match. The FPGA-based implementation outperforms the software implementation by a significant margin","1530-1605","","0-7695-2755-8","10.1109/HICSS.2007.244","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4076926","","Assembly;Data mining;Data structures;Digital forensics;Field programmable gate arrays;File systems;Image reconstruction;Image storage;Pattern matching;Scattering","digital signatures;disc storage;field programmable gate arrays;pattern matching;storage management","FPGA;MD5 hashes;deleted image file fragment detection;digital forensics;disk clusters;field programmable gate arrays;hardware-assisted scanning;image file reconstruction;signature pattern matching","","1","","13","","","Jan. 2007","","IEEE","IEEE Conference Publications"
"Research on distributed intrusion detection system based on mobile agent","Jin-Gang Cao; Gu-Ping Zheng","Dept. of Comput., North China Electr. Power Univ., Baoding","Machine Learning and Cybernetics, 2008 International Conference on","20080905","2008","3","","1394","1399","The research on distributed intrusion detection system (DIDS) is a rapidly growing area of interest because the existence of centralized intrusion detection system (IDS) is increasingly unfit for the current network circumstance. So we have designed a distributed intrusion detection system prototype, based on mobile agents. Our agents travel between systems in a network, obtain information, analyze and deal with correlative information and send alarm to the manager or user of the DIDS. Since the mobility of the intrusion detection component, the system security and flexibility have been greatly improved, and also the defense capacity of the system is increased.","","978-1-4244-2095-7","978-1-4244-2096-4","10.1109/ICMLC.2008.4620623","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4620623","Mobile agent;distributed intrusion detection system;network security","Computer networks;Cybernetics;Distributed computing;Electronic mail;Information security;Intrusion detection;Machine learning;Mobile agents;Monitoring;Protection","mobile agents;security of data","DIDS;centralized intrusion detection system;distributed intrusion detection system prototype;mobile agent","","2","","14","","","12-15 July 2008","","IEEE","IEEE Conference Publications"
"Enhancing the performance of MANET using EESCP","Kumar, G.S.; Kaliappan, M.; Julus, L.J.","Nat. Eng. Coll., Kovilpatti, India","Pattern Recognition, Informatics and Medical Engineering (PRIME), 2012 International Conference on","20120531","2012","","","225","230","Recent year a rapid development and widespread application of mobile ad hoc networks suffer from security attacks and privacy issues which dramatically impede their applications. To cope with the attacks, a large variety of intrusion detection techniques such as authentication, authorization, cryptographic protocols and key management schemes have been developed. Clustering methods allow fast connection, better routing and topology management of mobile ad hoc networks (MANET). This paper, we have introduced new mechanism called Energy Efficiency and Secure Communication Protocol (EESCP) is to divide the MANET into a set of 2-hop clusters where each node belongs to at least one cluster. The nodes in each cluster elect a leader node (cluster head) to serve as the IDS for the entire cluster. To balance the resource consumption weight based leader election model is used, which elected an optimal collection of leaders to minimize the overall resource consumption and obtaining secure communication using diffie-Hellman key exchange protocol.","","978-1-4673-1037-6","","10.1109/ICPRIME.2012.6208348","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6208348","EESCP;Mobile adhoc networs;leader election;security","Algorithm design and analysis;Clustering algorithms;Computational modeling;Energy states;Lead;Mobile ad hoc networks;Nominations and elections","cryptographic protocols;mobile ad hoc networks;mobility management (mobile radio);pattern clustering;telecommunication network routing;telecommunication security","2-hop clusters;EESCP;MANET;clustering methods;cryptographic protocols;diffie-Hellman key exchange protocol;energy efficiency and secure communication protocol;intrusion detection techniques;key management schemes;leader node;mobile ad hoc networks;optimal collection;resource consumption weight based leader election model;routing management;secure communication;security attacks;topology management","","2","","14","","","21-23 March 2012","","IEEE","IEEE Conference Publications"
"Parallel Text Matching Using GPGPU","Takahashi, R.; Inoue, U.","Grad. Sch. of Eng., Tokyo Denki Univ., Tokyo, Japan","Software Engineering, Artificial Intelligence, Networking and Parallel & Distributed Computing (SNPD), 2012 13th ACIS International Conference on","20120913","2012","","","242","246","This paper studies implementation methods of parallel text matching using General Purpose computing on Graphics Processing Unit (GPGPU). It is necessary to accelerate text matching in applications of real-time processing, such as anomaly-detection and decision-making. GPGPU is a technology that can be used to accelerate a variety of applications with highly parallel processing elements in GPUs. Recently, the Parallel-Failure-less Aho-Corasick (PFAC) algorithm has been developed, and an open-source PFAC library is currently available. However, there are several different implementation methods in the host-side, and choosing a good combination of these methods is important to improve the performance. We implemented a prototype system, and evaluated the performance and power consumption varying the implementation methods and input data. The evaluation results show that the performance of the system using GPGPU is better than a system using 4-core CPU with smaller power consumption.","","978-1-4673-2120-4","","10.1109/SNPD.2012.28","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6299287","GPGPU;parallel processing;text matching","Arrays;Graphics processing unit;Instruction sets;Libraries;Power demand;Prototypes;Throughput","decision making;general purpose computers;graphics processing units;multiprocessing systems;parallel processing;pattern matching;public domain software;security of data;software libraries;text analysis","4-core CPU;GPGPU;PFAC algorithm;anomaly-detection;decision-making;general purpose computing on graphics processing unit;open-source PFAC library;parallel processing element;parallel text matching;parallel-failure-less Aho-Corasick algorithm;power consumption;real-time processing","","0","","10","","","8-10 Aug. 2012","","IEEE","IEEE Conference Publications"
