Zotero Export,11/6/2015,(Tagged papers),Zotero/IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
RRE7WFVR,conferencePaper,2010,"Goodstein, Michelle L.; Vlachos, Evangelos; Chen, Shimin; Gibbons, Phillip B.; Kozuch, Michael A.; Mowry, Todd C.",Butterfly Analysis: Adapting Dataflow Analysis to Dynamic Parallel Monitoring,Proceedings of the Fifteenth Edition of ASPLOS on Architectural Support for Programming Languages and Operating Systems,978-1-60558-839-1,,10.1145/1736020.1736050,http://doi.acm.org/10.1145/1736020.1736050,"Online program monitoring is an effective technique for detecting bugs and security attacks in running applications. Extending these tools to monitor parallel programs is challenging because the tools must account for inter-thread dependences and relaxed memory consistency models. Existing tools assume sequential consistency and often slow down the monitored program by orders of magnitude. In this paper, we present a novel approach that avoids these pitfalls by not relying on strong consistency models or detailed inter-thread dependence tracking. Instead, we only assume that events in the distant past on all threads have become visible; we make no assumptions on (and avoid the overheads of tracking) the relative ordering of more recent events on other threads. To overcome the potential state explosion of considering all the possible orderings among recent events, we adapt two techniques from static dataflow analysis, reaching definitions and reaching expressions, to this new domain of dynamic parallel monitoring. Significant modifications to these techniques are proposed to ensure the correctness and efficiency of our approach. We show how our adapted analysis can be used in two popular memory and security tools. We prove that our approach does not miss errors, and sacrifices precision only due to the lack of a relative ordering among recent events. Moreover, our simulation study on a collection of Splash-2 and Parsec 2.0 benchmarks running a memory-checking tool on a hardware-assisted logging platform demonstrates the potential benefits in trading off a very low false positive rate for (i) reduced overhead and (ii) the ability to run on relaxed consistency models.",2010,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 13:08,257–270,,,,,,Butterfly Analysis,ASPLOS XV,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,computational_time; custom_test_data; precision,data flow analysis; dynamic program monitoring; parallel programming; static analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7577H53,conferencePaper,2013,"Ali, Muhammad Qasim; Al-Shaer, Ehab",Configuration-based IDS for Advanced Metering Infrastructure,Proceedings of the 2013 ACM SIGSAC Conference on Computer & Communications Security,978-1-4503-2477-9,,10.1145/2508859.2516745,http://doi.acm.org/10.1145/2508859.2516745,"Smart grid deployment initiatives have been witnessed in the past recent years. Smart grids provide bi-directional communication between meters and headend system through Advanced Metering Infrastructure (AMI). Recent studies highlight the threats targeting AMI. Despite the need of tailored Intrusion Detection Systems (IDS) for the smart grid, very limited progress has been made in this area. Unlike traditional networks, smart grid has its own unique challenges, such as limited computational power devices and potentially high deployment cost, that restrict the deployment options of intrusion detectors. We show that smart grid exhibits deterministic and predictable behavior that can be accurately modeled to develop intrusion detection system. In this paper, we show that AMI behavior can be modeled using event logs collected at smart collectors, which in turn can be verified using the specifications invariant generated from the configurations of the AMI devices. Event logs are modeled using fourth order Markov Chain and specifications are written in Linear Temporal Logic (LTL). The approach provides robustness against evasion and mimicry attacks, however, we discuss that it still can be evaded to a certain extent. We validate our approach on a real-world dataset of thousands of meters collected at the AMI of a leading utility provider.",2013,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 13:08,451–462,,,,,,,CCS '13,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,accuracy; custom_test_data; precision; recall,advanced metering infrastructure; intrusion detection systems; smart grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3QEZ8BWB,conferencePaper,2012,"Jafer, Shafagh; Jafer, Yasser; Wainer, Gabriel",Data Mining with Cellular Discrete Event Modeling and Simulation,Proceedings of the 45th Annual Simulation Symposium,978-1-61839-784-3,,,http://dl.acm.org/citation.cfm?id=2331751.2331755,"Data mining is the process of extracting patterns from data. A main step in this process is referred to as data classification. In this work, we investigate the use of the Cell-DEVS formalism for classifying data. The cells in a Cell-DEVS based grid are individually very simple but together they can represent complex behavior and are capable of self-organization. Three classifier models are implemented using Cell-DEVS. Different simulation scenarios are presented investigating the effect of Von Neumann versus Moore neighborhood in the classifiers' models. We show that effective classification performance, comparable to those produced by complex data mining techniques, can be obtained from the collective behavior of discrete-event cellular grids.",2012,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 13:51,4:1–4:8,,,,,,,ANSS '12,,,,Society for Computer Simulation International,"San Diego, CA, USA",,,,,,ACM Digital Library,,,,,,,Cell-DEVS; cellular discrete event simulation; classification; data mining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TUGN6F3,conferencePaper,2005,"da Silva, Ana Paula R.; Martins, Marcelo H. T.; Rocha, Bruno P. S.; Loureiro, Antonio A. F.; Ruiz, Linnyer B.; Wong, Hao Chi",Decentralized Intrusion Detection in Wireless Sensor Networks,Proceedings of the 1st ACM International Workshop on Quality of Service &Amp; Security in Wireless and Mobile Networks,1-59593-241-0,,10.1145/1089761.1089765,http://doi.acm.org/10.1145/1089761.1089765,"Wireless sensor networks (WSNs) have many potential applications. Furthermore, in many scenarios WSNs are of interest to adversaries and they become susceptible to some types of attacks since they are deployed in open and unprotected environments and are constituted of cheap small devices. Preventive mechanisms can be applied to protect WSNs against some types of attacks. However, there are some attacks for which there is no known prevention methods. For these cases, it is necessary to use some mechanism of intrusion detection. Besides preventing the intruder from causing damages to the network, the intrusion detection system (IDS) can acquire information related to the attack techniques, helping in the development of prevention systems. In this work we propose an IDS that fits the demands and restrictions of WSNs. Simulation results reveal that the proposed IDS is efficient and accurate in detecting different kinds of simulated attacks.",2005,7/28/2014 22:52,7/28/2014 22:52,7/28/2014 22:52,16–23,,,,,,,Q2SWinet '05,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\CFIW9NVK\da Silva et al. - 2005 - Decentralized Intrusion Detection in Wireless Sens.pdf,,energy_consumption; false_positive_rate; num_nodes; num_rules,intrusion detection; security; wireless sensor networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9RQQWBPB,conferencePaper,2003,"Vigna, Giovanni; Valeur, Fredrik; Kemmerer, Richard A.",Designing and Implementing a Family of Intrusion Detection Systems,Proceedings of the 9th European Software Engineering Conference Held Jointly with 11th ACM SIGSOFT International Symposium on Foundations of Software Engineering,1-58113-743-5,,10.1145/940071.940084,http://doi.acm.org/10.1145/940071.940084,"Intrusion detection systems are distributed applications that analyze the events in a networked system to identify malicious behavior. The analysis is performed using a number of attack models (or signatures) that are matched against a specific event stream. Intrusion detection systems may operate in heterogeneous environments, analyzing different types of event streams. Currently, intrusion detection systems and the corresponding attack modeling languages are developed following an ad hoc approach to match the characteristics of specific target environments. As the number of systems that have to be protected increases, this approach results in increased development effort. To overcome this limitation, we developed a framework, called STAT, that supports the development of new intrusion detection functionality in a modular fashion. The STAT framework can be extended following a well-defined process to implement intrusion detection systems tailored to specific environments, platforms, and event streams. The STAT framework is novel in the fact that the extension process also includes the extension of the attack modeling language. The resulting intrusion detection systems represent a software family whose members share common attack modeling features and the ability to reconfigure their behavior dynamically.",2003,7/25/2014 19:29,7/25/2014 19:29,7/25/2014 19:29,88–97,,,,,,,ESEC/FSE-11,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\SNHXGJ5D\Vigna et al. - 2003 - Designing and Implementing a Family of Intrusion D.pdf,,loc; MIT_LL,intrusion detection; object-oriented frameworks; program families; security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQZ7A8GQ,conferencePaper,2007,"Khanna, Rahul; Liu, Huaping",Distributed and Control Theoretic Approach to Intrusion Detection,Proceedings of the 2007 International Conference on Wireless Communications and Mobile Computing,978-1-59593-695-0,,10.1145/1280940.1280965,http://doi.acm.org/10.1145/1280940.1280965,"Ad hoc wireless networks are more vulnerable to malicious attacks than traditional wired networks due to the silent nature of these attacks and the inability of the conventional intrusion detection systems (IDS) to detect them. These attacks operate under the threshold boundaries during an intrusion attempt and can only be identified by profiling the complete system activity in relation to a normal behavior. In this paper we discuss a control-theoretic Hidden Markov Model (HMM) strategy for intrusion detection using distributed observations across multiple nodes. This model consists of a distributed HMM engine that executes in a randomly selected monitor node and functions as a part of the feedback control engine. This drives the defensive response based on hysteresis to reduce the frequency of false positives, thereby avoiding inappropriate ad hoc responses.",2007,7/28/2014 22:57,7/28/2014 22:57,7/28/2014 22:57,115–120,,,,,,,IWCMC '07,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\W8VD2BWX\Khanna and Liu - 2007 - Distributed and Control Theoretic Approach to Intr.pdf,,num_nodes; roc; true_positive_rate,hidden markov models; IDS; intrusion detection; wireless ad-hoc networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3RB7AEG,conferencePaper,2013,"do Carmo, Rodrigo; Hollick, Matthias",DogoIDS: A Mobile and Active Intrusion Detection System for IEEE 802.11s Wireless Mesh Networks,Proceedings of the 2Nd ACM Workshop on Hot Topics on Wireless Network Security and Privacy,978-1-4503-2003-0,,10.1145/2463183.2463187,http://doi.acm.org/10.1145/2463183.2463187,"Wireless Mesh Networks (WMN) are particularly vulnerable to attacks, since they feature constraint nodes, multi-hop communication, and an open wireless communication channel. These features limit the feasibility of the deployment of contemporary Intrusion Detection Systems (IDS): centralized systems fail because there is no strict network boundary, and distributed and/or cooperative systems challenge the limited resources of the nodes. As a result, practical IDSs for WMNs are scarce, and existing systems are limited with respect to detection capabilities. In this paper we present the design, implementation, and evaluation of ""DogoIDS"": an open source, mobile, active-probing-based intrusion detection system. Exploiting mobility allows to mitigate the limitations of distributed, node-dependent systems. The active nature of the system achieves detection capabilities beyond that of a purely passive system. We show the accuracy and speed of our prototype in a testbed WMN---based on the IEEE 802.11s standard---under realistic attacks.",2013,7/28/2014 22:06,7/28/2014 22:06,7/28/2014 22:06,13–18,,,,,,DogoIDS,HotWiSec '13,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\7W2439XA\do Carmo and Hollick - 2013 - DogoIDS A Mobile and Active Intrusion Detection S.pdf,,num_attackers; num_nodes; rep_lat; traffic_increase; true_positive_rate,intrusion detection; security; wireless mesh networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMWGVA76,conferencePaper,2012,"Schütt, Kristof; Kloft, Marius; Bikadorov, Alexander; Rieck, Konrad",Early Detection of Malicious Behavior in JavaScript Code,Proceedings of the 5th ACM Workshop on Security and Artificial Intelligence,978-1-4503-1664-4,,10.1145/2381896.2381901,http://doi.acm.org/10.1145/2381896.2381901,"Malicious JavaScript code is widely used for exploiting vulnerabilities in web browsers and infecting users with malicious software. Static detection methods fail to protect from this threat, as they are unable to cope with the complexity and dynamics of interpreted code. In contrast, the dynamic analysis of JavaScript code at run-time has proven to be effective in identifying malicious behavior. During the execution of the code, however, damage may already take place and thus an early detection is critical for effective protection. In this paper, we introduce EarlyBird: a detection method optimized for early identification of malicious behavior in JavaScript code. The method uses machine learning techniques for jointly optimizing the accuracy and the time of detection. In an evaluation with hundreds of real attacks, EarlyBird precisely identifies malicious behavior while limiting the amount of malicious code that is executed by a factor of 2 (43%) on average.",2012,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 14:08,15–24,,,,,,,AISec '12,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,alexa; custom_test_data; false_positive_rate; true_positive_rate,dynamic analysis; javascript attacks; machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3SZENRVS,conferencePaper,2003,"Sommer, Robin; Paxson, Vern",Enhancing Byte-level Network Intrusion Detection Signatures with Context,Proceedings of the 10th ACM Conference on Computer and Communications Security,1-58113-738-9,,10.1145/948109.948145,http://doi.acm.org/10.1145/948109.948145,"Many network intrusion detection systems (NIDS) use byte sequences as signatures to detect malicious activity. While being highly efficient, they tend to suffer from a high false-positive rate. We develop the concept of contextual signatures as an improvement of string-based signature-matching. Rather than matching fixed strings in isolation, we augment the matching process with additional context. When designing an efficient signature engine for the NIDS bro, we provide low-level context by using regular expressions for matching, and high-level context by taking advantage of the semantic information made available by bro's protocol analysis and scripting language. Therewith, we greatly enhance the signature's expressiveness and hence the ability to reduce false positives. We present several examples such as matching requests with replies, using knowledge of the environment, defining dependencies between signatures to model step-wise attacks, and recognizing exploit scans.To leverage existing efforts, we convert the comprehensive signature set of the popular freeware NIDS snort into bro's language. While this does not provide us with improved signatures by itself, we reap an established base to build upon. Consequently, we evaluate our work by comparing to snort, discussing in the process several general problems of comparing different NIDSs.",2003,7/29/2014 16:44,7/29/2014 16:44,7/29/2014 16:44,262–271,,,,,,,CCS '03,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\THBXF6CD\Sommer and Paxson - 2003 - Enhancing Byte-level Network Intrusion Detection S.pdf,,computational_time; custom_test_data; num_connections; slowdown,bro; evaluation; network intrusion detection; Pattern matching; security; signatures; snort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9PIVBGS6,conferencePaper,2011,"Hofmann, Owen S.; Dunn, Alan M.; Kim, Sangman; Roy, Indrajit; Witchel, Emmett",Ensuring Operating System Kernel Integrity with OSck,Proceedings of the Sixteenth International Conference on Architectural Support for Programming Languages and Operating Systems,978-1-4503-0266-1,,10.1145/1950365.1950398,http://doi.acm.org/10.1145/1950365.1950398,"Kernel rootkits that modify operating system state to avoid detection are a dangerous threat to system security. This paper presents OSck, a system that discovers kernel rootkits by detecting malicious modifications to operating system data. OSck integrates and extends existing techniques for detecting rootkits, and verifies safety properties for large portions of the kernel heap with minimal overhead. We deduce type information for verification by analyzing unmodified kernel source code and in-memory kernel data structures. High-performance integrity checks that execute concurrently with a running operating system create data races, and we demonstrate a deterministic solution for ensuring kernel memory is in a consistent state. We introduce two new classes of kernel rootkits that are undetectable by current systems, motivating the need for the OSck API that allows kernel developers to conveniently specify arbitrary integrity properties.",2011,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 13:15,279–290,,,,,,,ASPLOS XVI,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,computational_time; parsec; slowdown; spec2006,detection; rootkit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TZIIAVU,journalArticle,2009,"Hu, Yan; Chiu, Dah-Ming; Lui, John C. S.",Entropy Based Adaptive Flow Aggregation,IEEE/ACM Trans. Netw.,,1063-6692,10.1109/TNET.2008.2002560,http://dx.doi.org/10.1109/TNET.2008.2002560,"Internet traffic flow measurement is vitally important for network management, accounting and performance studies. Cisco's NetFlow is a widely deployed flow measurement solution that uses a configurable static sampling rate to control processor and memory usage on the router and the amount of reporting flow records generated. But during flooding attacks the memory and network bandwidth consumed by flow records can increase beyond what is available. Currently available countermeasures have their own problems: 1) reject new flows when the cache is full--some legitimate new flows will not be counted; 2) export not-terminated flows to make room for new ones--this will exhaust the export bandwidth; and 3) adapt the sampling rate to traffic rate--this will reduce the overall accuracy of accounting, including legitimate flows. In this paper, we propose an entropy based adaptive flow aggregation algorithm. Relying on information-theoretic techniques, the algorithm efficiently identifies the clusters of attack flows in real time and aggregates those large number of short attack flows into a few metaflows. Compared to currently available solutions, our solution not only alleviates the problem in memory and export bandwidth, but also significantly improves the accuracy of legitimate flows. Finally, we evaluate our system using both synthetic trace file and real trace files from the Internet.",Jun-09,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 13:14,698–711,,3,17,,,,,,,,,,,,,,,ACM Digital Library,,,,,,CSIM; memory_usage; processing_bandwidth; relative_error,data summarization; information theory; network monitoring; traffic measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JKZVNF4H,conferencePaper,2000,"Lippmann, R.P.; Fried, D.J.; Graf, I; Haines, J.W.; Kendall, K.R.; McClung, D.; Weber, D.; Webster, S.E.; Wyschogrod, D.; Cunningham, R.K.; Zissman, M.A",Evaluating intrusion detection systems: the 1998 DARPA off-line intrusion detection evaluation,"DARPA Information Survivability Conference and Exposition, 2000. DISCEX '00. Proceedings",,,10.1109/DISCEX.2000.821506,,"An intrusion detection evaluation test bed was developed which generated normal traffic similar to that on a government site containing 100's of users on 1000's of hosts. More than 300 instances of 38 different automated attacks were launched against victim UNIX hosts in seven weeks of training data and two weeks of test data. Six research groups participated in a blind evaluation and results were analyzed for probe, denial-of-service (DoS) remote-to-local (R2L), and user to root (U2R) attacks. The best systems detected old attacks included in the training data, at moderate detection rates ranging from 63% to 93% at a false alarm rate of 10 false alarms per day. Detection rates were much worse for new and novel R2L and DoS attacks included only in the test data. The best systems failed to detect roughly half these new attacks which included damaging access to root-level privileges by remote users. These results suggest that further research should focus on developing techniques to find new attacks instead of extending existing rule-based approaches",2000,7/24/2014 18:54,7/24/2014 18:54,,12-26 vol.2,,,2,,,Evaluating intrusion detection systems,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\6QEM595N\abs_all.html; C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\KPJBV99X\Lippmann et al. - 2000 - Evaluating intrusion detection systems the 1998 D.pdf,,DarpaIDE; false_positive_rate; roc; true_positive_rate,Arm; automated attacks; Automatic testing; Contracts; DARPA off-line intrusion detection evaluation; denial-of-service; Electrical capacitance tomography; Government; Internet; intrusion detection; intrusion detection systems; Laboratories; Read only memory; remote-to-local; rule-based approaches; safety systems; security of data; Training data; user to root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DARPA Information Survivability Conference and Exposition, 2000. DISCEX '00. Proceedings",,,,,,,,,,,,,,,
84GMSDW5,conferencePaper,2013,"Narang, Pratik; Reddy, Jagan Mohan; Hota, Chittaranjan",Feature Selection for Detection of Peer-to-peer Botnet Traffic,Proceedings of the 6th ACM India Computing Convention,978-1-4503-2545-5,,10.1145/2522548.2523133,http://doi.acm.org/10.1145/2522548.2523133,"The use of anomaly-based classification of intrusions has increased significantly for Intrusion Detection Systems. Large number of training data samples and a good 'feature set' are two primary requirements to build effective classification models with machine learning algorithms. Since the amount of data available for malicious traffic will often be small compared to the available traces of benign traffic, extraction of 'good' features which enable detection of malicious traffic is a challenging area of work. This research work presents preliminary results of comparison of performance of three different feature selection algorithms - Correlation based feature selection, Consistency based subset evaluation and Principal component analysis-on three different Machine learning techniques- namely Decision trees, Naïve Bayes classifier, and Bayesian Network classifier. These algorithms are evaluated for the detection of Peer-to-Peer (P2P) based botnet traffic.",2013,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 14:01,16:1–16:9,,,,,,,Compute '13,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,accuracy; computational_time; custom_test_data; recall,botnet; classification; feature selection; machine learning; peer-to-peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6APP2Z65,conferencePaper,2013,"Zaman, Safaa; El-Abed, Mohammed; Karray, Fakhri",Features Selection Approaches for Intrusion Detection Systems Based on Evolution Algorithms,Proceedings of the 7th International Conference on Ubiquitous Information Management and Communication,978-1-4503-1958-4,,10.1145/2448556.2448566,http://doi.acm.org/10.1145/2448556.2448566,"Intrusion Detection Systems (IDSs) deal with large amount of data containing irrelevant and redundant features, which leads to slow training and testing processes, heavy computational resources and low detection accuracy. Therefore, the features selection is an important issue in intrusion detection. In this paper, we investigate the use of evolution algorithms for features selection approach in IDS. We compared the performance of three feature selection algorithms: Genetic Algorithms (GAs), Particle Swarm Optimization (PSO) and Differential Evolution (DE) using KDD Cup 1999 dataset. Our results show that DE is clearly and consistently superior compared to GAs and PSO for feature selection problems, both in respect to classification accuracy as well as number of features.",2013,7/29/2014 16:32,7/29/2014 16:32,7/29/2014 16:32,10:1–10:5,,,,,,,ICUIMC '13,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\8CVE8NZJ\Zaman et al. - 2013 - Features Selection Approaches for Intrusion Detect.pdf,,accuracy; KDD99; num_data_iterations; num_features; num_generations; train_test_ratio,binary genetic algorithms; binary particle swarm optimization; differential evolution; evolution algorithms; features selection; intrusion detection systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWH7G6KG,conferencePaper,2015,"Cai, Xiang; Lale, Rucha; Zhang, Xincheng; Johnson, Robert",Fixing Races For Good: Portable and Reliable UNIX File-System Race Detection,"Proceedings of the 10th ACM Symposium on Information, Computer and Communications Security",978-1-4503-3245-3,,10.1145/2714576.2714581,http://doi.acm.org/10.1145/2714576.2714581,"We present a system for performing arbitrary sequences of filesystem operations and provably detecting any violation of serializable isolation semantics, i.e. any interleaving of attacker and defender actions is equivalent to a non-interleaved sequence of attacker and defender actions. Thus, our system provides a provably secure defense against all UNIX file-name race conditions, including the infamous access/open race. Our solution operates entirely in user-space and is portable to any POSIX.1-2008 system, making it usable today. Developers can adopt our solution selectively, using it for security-critical code and using the standard POSIX interface for non-security-critical parts of their programs. Furthermore, the proofs of correctness suggest several simple improvements to the POSIX standard.",2015,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 14:07,357–368,,,,,,Fixing Races For Good,ASIA CCS '15,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,,file-system races; intrusion detection; operating-system security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z77JUKV2,conferencePaper,2008,"Chen, Shimin; Kozuch, Michael; Strigkos, Theodoros; Falsafi, Babak; Gibbons, Phillip B.; Mowry, Todd C.; Ramachandran, Vijaya; Ruwase, Olatunji; Ryan, Michael; Vlachos, Evangelos",Flexible Hardware Acceleration for Instruction-Grain Program Monitoring,Proceedings of the 35th Annual International Symposium on Computer Architecture,978-0-7695-3174-8,,10.1109/ISCA.2008.20,http://dx.doi.org/10.1109/ISCA.2008.20,"Instruction-grain program monitoring tools, which check and analyze executing programs at the granularity of individual instructions, are invaluable for quickly detecting bugs and security attacks and then limiting their damage (via containment and/or recovery). Unfortunately, their fine-grain nature implies very high monitoring overheads for software-only tools, which are typically based on dynamic binary instrumentation. Previous hardware proposals either focus on mechanisms that target specific bugs or address only the cost of binary instrumentation. In this paper, we propose a flexible hardware solution for accelerating a wide range of instruction-grain monitoring tools. By examining a number of diverse tools (for memory checking, security tracking, and data race detection), we identify three significant common sources of overheads and then propose three novel hardware techniques for addressing these overheads: Inheritance Tracking, Idempotent Filters, and Metadata-TLBs. Together, these constitute a general-purpose hardware acceleration framework. Experimental results show our framework reduces overheads by 2-3X over the previous state-of-the-art, while supporting the needed flexibility.",2008,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 14:09,377–388,,,,,,,ISCA '08,,,,IEEE Computer Society,"Washington, DC, USA",,,,,,ACM Digital Library,,,,,,precision; slowdown,Hardware Acceleration; Idempotent Filter; Inheritance Tracking; Instruction-grain Program Monitoring; LBA; Lifeguards; Log-Based Architectures; Metadata-TLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57BWEJ9T,conferencePaper,2012,"van Lunteren, Jan; Guanella, Alexis",Hardware-accelerated regular expression matching at multiple tens of Gb/s,,978-1-4673-0775-8 978-1-4673-0773-4 978-1-4673-0774-1,,10.1109/INFCOM.2012.6195546,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6195546,,Mar-12,8/11/2015 13:18,8/11/2015 20:02,8/11/2015 13:18,1737-1745,,,,,,,,,,,IEEE,,,,,,,CrossRef,,,,,,scanning_time; scan_rate; true_positive_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSZNB33A,conferencePaper,2012,"Jyothsna, V.; Rama Prasad, V. V.; Munivara Prasad, K.",HFO-ANID: Hierarchical feature optimization for Anomaly Based Network Intrusion Detection,,,,10.1109/ICCCNT.2012.6396095,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6396095,,Jul-12,8/11/2015 13:05,8/11/2015 13:55,8/11/2015 13:05,11-Jan,,,,,,HFO-ANID,,,,,IEEE,,,,,,,CrossRef,,,,,,false_positive_rate; true_positive_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMZN447K,conferencePaper,2011,"Ishida, Moriteru; Takakura, Hiroki; Okabe, Yasuo",High-Performance Intrusion Detection Using OptiGrid Clustering and Grid-Based Labelling,,978-1-4577-0531-1,,10.1109/SAINT.2011.12,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6004129,,Jul-11,8/11/2015 13:12,8/12/2015 12:33,8/11/2015 13:12,19-Nov,,,,,,,,,,,IEEE,,,,,,,CrossRef,,,,,,false_positive_rate; KDD99; Kyoto2006; recall; roc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E49HPXV7,conferencePaper,2006,"Alicherry, Mansoor; Muthuprasanna, M.; Kumar, Vijay",High Speed Pattern Matching for Network IDS/IPS,,978-1-4244-0593-0 978-1-4244-0594-7,,10.1109/ICNP.2006.320212,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=4110291,,Nov-06,8/11/2015 13:11,8/12/2015 2:11,8/11/2015 13:11,187-196,,,,,,,,,,,IEEE,,,,,,,CrossRef,,,,,,scanning_time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT3NZ2Q2,journalArticle,2014,"Xu, Yang; Liu, Zhaobo; Zhang, Zhuoyuan; Chao, H. Jonathan",High-Throughput and Memory-Efficient Multimatch Packet Classification Based on Distributed and Pipelined Hash Tables,IEEE/ACM Transactions on Networking,,"1063-6692, 1558-2566",10.1109/TNET.2013.2270441,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6565409,,Jun-14,8/11/2015 12:57,8/12/2015 13:03,8/11/2015 12:57,982-995,,3,22,,,,,,,,,,,,,,,CrossRef,,,,,,clsf_speed; edge_detection; memory_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
